hole_ID,depth_from,to_depth,rock unit,rock code,rock class
G7,143.87,161.54,Granodiorite porphyry undiff,gdp,Intrusive
G7,161.54,166.12,Glory Hole volcanics,GHv,Volcanic
G7,166.12,167.95,Breccia undiff,bx,Breccia
G7,167.95,174.04,Granodiorite porphyry undiff,gdp,Intrusive
G7,174.04,204.22,Breccia undiff,bx,Breccia
G7,204.22,206.35,Glory Hole volcanics,GHv,Volcanic
G7,206.35,215.19,Granodiorite porphyry undiff,gdp,Intrusive
G7,215.19,239.27,Breccia undiff,bx,Breccia
G7,239.27,247.8,Granodiorite porphyry undiff,gdp,Intrusive
G7,247.8,278.59,Glory Hole volcanics,GHv,Volcanic
G8,0,24.94,Glory Hole volcanics,GHv,Volcanic
G8,24.94,39.24,Glory Hole volcanics,GHv,Volcanic
G8,39.24,165.06,Glory Hole volcanics,GHv,Volcanic
G8,165.06,174.96,Granodiorite porphyry 3,gdp3,Intrusive
G9,0,66.44,Glory Hole volcanics,GHv,Volcanic
G9,66.44,69.47,Glory Hole volcanics,GHv,Volcanic
G9,69.47,109.73,Glory Hole volcanics,GHv,Volcanic
G9A,0,157.96,Glory Hole volcanics,GHv,Volcanic
G9A,157.96,166.54,Cement-rich breccia,Bxce,Breccia
G9A,166.54,167.8,Granodiorite porphyry 1,gdp1,Intrusive
G9A,167.8,170.94,Cement-rich breccia,Bxce,Breccia
G9A,170.94,217.93,Glory Hole volcanics,GHv,Volcanic
GH-1,0,3.05,Not Recorded,NR,Not Recorded
GH-1,3.05,15.54,Cement-rich breccia,Bxce,Breccia
GH-1,15.54,43.28,Breccia undiff,bx,Breccia
GH-1,43.28,89.31,Glory Hole volcanics,GHv,Volcanic
GH-1,89.31,90.83,Undiff - Faulted,fg,Fault
GH-1,90.83,130.45,Glory Hole volcanics,GHv,Volcanic
GH-2,0,6.1,Not Recorded,NR,Not Recorded
GH-2,6.1,7.16,Porphyritic quartz diorite,pqd,Intrusive
GH-2,7.16,38.1,Glory Hole volcanics,GHv,Volcanic
GH-2,38.1,43.59,Breccia undiff,bx,Breccia
GH-2,43.59,47.85,Porphyritic quartz diorite,pqd,Intrusive
GH-2,47.85,63.86,Breccia undiff,bx,Breccia
GH-2,63.86,66.14,Porphyritic quartz diorite,pqd,Intrusive
GH-2,66.14,90.8,Breccia undiff,bx,Breccia
GH-2,90.8,99.43,Glory Hole volcanics,GHv,Volcanic
GH-3,0,2.9,Not Recorded,NR,Not Recorded
GH-3,2.9,9.6,Glory Hole volcanics,GHv,Volcanic
GH-3,9.6,58.52,Porphyritic quartz diorite,pqd,Intrusive
GH-3,58.52,129.85,Glory Hole volcanics,GHv,Volcanic
HN-1,0,118.87,Porphyritic quartz diorite,pqd,Intrusive
HN-1,118.87,121.92,Monzogranite porphyry,mgp,Intrusive
HN-1,121.92,323.09,Porphyritic quartz diorite,pqd,Intrusive
HN-1,323.09,329.18,Monzogranite porphyry,mgp,Intrusive
HN-1,329.18,332.23,Porphyritic quartz diorite,pqd,Intrusive
HN-1,332.23,353.57,Monzogranite porphyry,mgp,Intrusive
HN-1,353.57,365.76,Porphyritic quartz diorite,pqd,Intrusive
HN-1,365.76,368.81,Monzogranite porphyry,mgp,Intrusive
HN-1,368.81,384.05,Porphyritic quartz diorite,pqd,Intrusive
HN-1,384.05,390.14,Monzogranite porphyry,mgp,Intrusive
HN-1,390.14,396.24,Porphyritic quartz diorite,pqd,Intrusive
HN-1,396.24,423.67,Monzogranite porphyry,mgp,Intrusive
HN-1,423.67,432.82,Porphyritic quartz diorite,pqd,Intrusive
HN-1,432.82,438.91,Monzogranite porphyry,mgp,Intrusive
HN-1,438.91,576.07,Porphyritic quartz diorite,pqd,Intrusive
HN-1,576.07,579.12,Monzogranite porphyry,mgp,Intrusive
HN-1,579.12,582.17,Porphyritic quartz diorite,pqd,Intrusive
HN-1,582.17,597.41,Monzogranite porphyry,mgp,Intrusive
HN-1,597.41,605.94,Porphyritic quartz diorite,pqd,Intrusive
HN-1,605.94,638.25,Granodiorite,gd,Intrusive
HN-1,638.25,642.98,Granodiorite,gd,Intrusive
HN-1,642.98,658.67,Porphyritic quartz diorite,pqd,Intrusive
HN-1,658.67,713.23,Hydrothermally cemented breccia,Bxh,Alt-Min Breccia
HN-1,713.23,741.58,Granodiorite,gd,Intrusive
HN-1,741.58,752.25,Granodiorite,gd,Intrusive
HN-1,752.25,756.51,Hydrothermally cemented breccia,Bxh,Alt-Min Breccia
HN-1,756.51,797.97,Granodiorite,gd,Intrusive
HN-1,797.66,804.67,Hydrothermally cemented breccia,Bxh,Alt-Min Breccia
HN-1,804.67,823.87,Granodiorite,gd,Intrusive
HN-1,823.87,867.46,Granodiorite porphyry 1,gdp1,Intrusive
HN-1,867.46,921.11,Granodiorite,gd,Intrusive
HN-1,921.11,923.54,Igneous cemented breccia,Bxi,Breccia
HN-1,923.54,934.52,Granodiorite,gd,Intrusive
HN-1,934.52,986.03,Min Igneous cemented breccia,Bxim,Alt-Min Breccia
HN-1,986.03,1125.32,Granodiorite,gd,Intrusive
HN-10,438.3,1085.09,Granodiorite,gd,Intrusive
HN-10,1085.09,1086.6,Granodiorite porphyry 2,gdp2,Intrusive
HN-10,1086.6,1088.75,Min Igneous cemented breccia,Bxim,Alt-Min Breccia
HN-10,1088.75,1101.55,Granodiorite,gd,Intrusive
HN-10,1101.55,1104.75,Hydrothermally cemented breccia,Bxh,Alt-Min Breccia
HN-10,1104.75,1203.96,Granodiorite,gd,Intrusive
HN-11,0,9.14,Not Recorded,NR,Not Recorded
HN-11,9.14,252.98,Porphyritic quartz diorite,pqd,Intrusive
HN-11,252.98,259.08,Monzogranite porphyry,mgp,Intrusive
HN-11,259.08,518.16,Porphyritic quartz diorite,pqd,Intrusive
HN-11,518.16,547.42,Granodiorite,gd,Intrusive
HN-11,547.42,551.38,Monzogranite porphyry,mgp,Intrusive
HN-11,551.38,797.97,Granodiorite,gd,Intrusive
HN-11,797.97,800.8,Monzogranite porphyry,mgp,Intrusive
HN-11,800.8,915.01,Granodiorite,gd,Intrusive
HN-11,915.01,919.58,Monzogranite porphyry,mgp,Intrusive
HN-11,919.58,933.91,Granodiorite,gd,Intrusive
HN-11,933.91,936.35,Monzogranite porphyry,mgp,Intrusive
HN-11,936.35,1097.28,Granodiorite felsic variety,gdf,Intrusive
HN-11,1097.28,1184.45,Granodiorite,gd,Intrusive
HN-11,1184.45,1189.33,Porphyritic quartz diorite,pqd,Intrusive
HN-11,1189.33,1267.67,Granodiorite,gd,Intrusive
HN-11,1267.67,1278.64,Monzogranite porphyry,mgp,Intrusive
HN-11,1278.64,1318.87,Granodiorite,gd,Intrusive
HN-12,0,109.73,Porphyritic quartz diorite,pqd,Intrusive
HN-12,109.73,259.08,Breccia undiff,bx,Breccia
HN-12,259.08,274.32,Porphyritic quartz diorite,pqd,Intrusive
HN-12,463.08,618.14,Porphyritic quartz diorite,pqd,Intrusive
HN-12,618.14,619.05,Monzogranite porphyry,mgp,Intrusive
HN-12,619.05,789.13,Porphyritic quartz diorite,pqd,Intrusive
HN-12,789.13,811.07,Granodiorite porphyry undiff,gdp,Intrusive
HN-12,811.07,866.55,Porphyritic quartz diorite,pqd,Intrusive
HN-12,866.55,905.26,Granodiorite porphyry undiff,gdp,Intrusive
HN-12,905.26,947.32,Porphyritic quartz diorite,pqd,Intrusive
HN-12,947.32,948.23,Igneous cemented breccia,Bxi,Breccia
HN-12,948.23,972.31,Granodiorite porphyry undiff,gdp,Intrusive
HN-12,972.31,973.53,Igneous cemented breccia,Bxi,Breccia
HN-12,973.53,1010.41,Porphyritic quartz diorite,pqd,Intrusive
HN-12,1010.41,1061.62,Igneous cemented breccia,Bxi,Breccia
HN-12,1061.62,1068.54,Porphyritic quartz diorite,pqd,Intrusive
HN-12,1068.54,1069.7,Granodiorite porphyry undiff,gdp,Intrusive
HN-12,1069.7,1073.02,Porphyritic quartz diorite,pqd,Intrusive
HN-12,1073.02,1076.1,Granodiorite porphyry undiff,gdp,Intrusive
HN-12,1076.1,1115.88,Porphyritic quartz diorite,pqd,Intrusive
HN-12,1115.88,1133.86,Monzogranite porphyry,mgp,Intrusive
HN-12,1133.86,1222.71,Porphyritic quartz diorite,pqd,Intrusive
HN-12,1222.71,1223.47,Glory Hole volcanics,GHv,Volcanic
HN-12,1223.47,1246.94,Porphyritic quartz diorite,pqd,Intrusive
HN-12,1246.94,1259.13,Monzogranite porphyry,mgp,Intrusive
HN-12,274.32,786.7,Granodiorite,gd,Intrusive
HN-13,0,6.1,Not Recorded,NR,Not Recorded
HN-13,6.1,152.4,Glory Hole volcanics,GHv,Volcanic
HN-13,152.4,156.97,Porphyritic quartz diorite,pqd,Intrusive
HN-13,156.97,201.17,Glory Hole volcanics,GHv,Volcanic
HN-13,201.17,213.36,Porphyritic quartz diorite,pqd,Intrusive
HN-13,213.36,216.41,Glory Hole volcanics,GHv,Volcanic
HN-13,216.41,369.42,Porphyritic quartz diorite,pqd,Intrusive
HN-13,369.42,1045.92,Porphyritic quartz diorite,pqd,Intrusive
HN-13,1045.92,1049.58,Granodiorite porphyry undiff,gdp,Intrusive
HN-13,1049.58,1051.26,Porphyritic quartz diorite,pqd,Intrusive
HN-13,1051.26,1053.85,Granodiorite porphyry undiff,gdp,Intrusive
HN-13,1053.85,1070.15,Porphyritic quartz diorite,pqd,Intrusive
HN-14,0,3.96,Granodiorite porphyry undiff,gdp,Intrusive
HN-14,3.96,12.19,Porphyritic quartz diorite,pqd,Intrusive
HN-14,12.19,14.02,Granodiorite porphyry undiff,gdp,Intrusive
HN-14,14.02,27.43,Porphyritic quartz diorite,pqd,Intrusive
HN-14,27.43,51.21,Granodiorite porphyry undiff,gdp,Intrusive
HN-14,51.21,55.08,Porphyritic quartz diorite,pqd,Intrusive
HN-14,55.08,58.52,Granodiorite porphyry undiff,gdp,Intrusive
HN-14,58.52,702.87,Porphyritic quartz diorite,pqd,Intrusive
HN-14,702.87,706.13,Monzogranite porphyry,mgp,Intrusive
HN-14,706.13,813.21,Porphyritic quartz diorite,pqd,Intrusive
HN-14,813.21,815.65,Monzogranite porphyry,mgp,Intrusive
HN-14,815.65,988.07,Porphyritic quartz diorite,pqd,Intrusive
HN-14,988.07,989.23,Monzogranite porphyry,mgp,Intrusive
HN-14,989.23,1201.98,Porphyritic quartz diorite,pqd,Intrusive
HN-14,1201.98,1207.01,Porphyritic quartz diorite,pqd,Intrusive
HN-15,0,50.6,Breccia undiff,bx,Breccia
HN-15,50.6,68.28,Glory Hole volcanics,GHv,Volcanic
HN-15,68.28,75.29,Granodiorite porphyry undiff,gdp,Intrusive
HN-15,75.29,82.3,Glory Hole volcanics,GHv,Volcanic
HN-15,82.3,201.47,Breccia undiff,bx,Breccia
HN-15,201.47,205.13,Granodiorite porphyry undiff,gdp,Intrusive
HN-15,205.13,281.18,Glory Hole volcanics,GHv,Volcanic
HN-15,281.18,282.55,Monzogranite porphyry,mgp,Intrusive
HN-15,282.55,300.38,Glory Hole volcanics,GHv,Volcanic
HN-15,300.38,305.11,Undiff - Faulted,fg,Fault
HN-15,305.11,309.68,Breccia undiff,bx,Breccia
HN-15,309.68,634.29,Glory Hole volcanics,GHv,Volcanic
HN-15,634.29,643.43,Glory Hole volcanics,GHv,Volcanic
HN-15,643.43,770.23,Glory Hole volcanics,GHv,Volcanic
HN-15,770.23,776.02,Glory Hole volcanics,GHv,Volcanic
HN-15,776.02,790.96,Glory Hole volcanics,GHv,Volcanic
HN-15,790.96,797.97,Porphyritic quartz diorite,pqd,Intrusive
HN-15,797.97,811.99,Glory Hole volcanics,GHv,Volcanic
HN-15,811.99,829.97,Porphyritic quartz diorite,pqd,Intrusive
HN-15,829.97,842.47,Glory Hole volcanics,GHv,Volcanic
HN-15,842.47,861.37,Porphyritic quartz diorite,pqd,Intrusive
HN-15,861.37,869.75,Glory Hole volcanics,GHv,Volcanic
HN-15,869.75,874.78,Porphyritic quartz diorite,pqd,Intrusive
HN-15,874.78,884.99,Igneous cemented breccia,Bxi,Breccia
HN-15,884.99,896.51,Glory Hole volcanics,GHv,Volcanic
HN-15,896.51,1198.17,Porphyritic quartz diorite,pqd,Intrusive
HN-16,609.6,966.52,Granodiorite,gd,Intrusive
HN-16,966.52,967.13,Monzogranite porphyry,mgp,Intrusive
HN-16,967.13,1023.52,Granodiorite,gd,Intrusive
HN-16,1023.52,1024.43,Monzogranite porphyry,mgp,Intrusive
HN-16,1024.43,1233.53,Granodiorite,gd,Intrusive
HN-17,0,48.16,Porphyritic quartz diorite,pqd,Intrusive
HN-17,48.16,51.21,Monzogranite porphyry,mgp,Intrusive
HN-17,51.21,130.15,Porphyritic quartz diorite,pqd,Intrusive
HN-17,130.15,131.06,Undiff - Faulted,fg,Fault
HN-17,131.06,133.5,Porphyritic quartz diorite,pqd,Intrusive
HN-17,133.5,138.99,Undiff - Faulted,fg,Fault
HN-17,138.99,179.83,Porphyritic quartz diorite,pqd,Intrusive
HN-17,179.83,181.36,Monzogranite porphyry,mgp,Intrusive
HN-17,181.36,311.81,Porphyritic quartz diorite,pqd,Intrusive
HN-18,0,148.89,Granodiorite,gd,Intrusive
HN-18,148.89,155.48,Granodiorite porphyry 2,gdp2,Intrusive
HN-18,155.48,206.19,Granodiorite,gd,Intrusive
HN-18,206.19,215.95,Igneous cemented breccia,Bxi,Breccia
HN-18,215.95,373.08,Granodiorite,gd,Intrusive
HN-19,0,20.42,Granodiorite,gd,Intrusive
HN-19,20.42,22.19,Monzogranite porphyry,mgp,Intrusive
HN-19,22.19,134.42,Granodiorite,gd,Intrusive
HN-19,134.42,135.94,Monzogranite porphyry,mgp,Intrusive
HN-19,135.94,136.55,Granodiorite,gd,Intrusive
HN-19,136.55,138.07,Granodiorite porphyry 2,gdp2,Intrusive
HN-19,138.07,145.69,Monzogranite porphyry,mgp,Intrusive
HN-19,145.69,164.9,Granodiorite porphyry 2,gdp2,Intrusive
HN-19,164.9,269.14,Granodiorite,gd,Intrusive
HN-19,393.19,396.24,Granodiorite,gd,Intrusive
HN-19,1204.57,1254.56,Granodiorite,gd,Intrusive
HN-19,1274.37,1276.96,Granodiorite,gd,Intrusive
HN-19,1276.96,1277.42,Porphyritic quartz diorite,pqd,Intrusive
HN-19,1292.35,1304.54,Granodiorite,gd,Intrusive
HN-2,0,12.19,Not Recorded,NR,Not Recorded
HN-2,12.19,15.24,Granodiorite porphyry undiff,gdp,Intrusive
HN-2,15.24,140.21,Monzogranite porphyry,mgp,Intrusive
HN-2,140.21,143.26,Granodiorite porphyry undiff,gdp,Intrusive
HN-2,143.26,168.55,Monzogranite porphyry,mgp,Intrusive
HN-2,168.55,487.68,Porphyritic quartz diorite,pqd,Intrusive
HN-2,487.68,515.11,Granodiorite,gd,Intrusive
HN-2,515.11,529.74,Hydrothermally cemented breccia,Bxh,Alt-Min Breccia
HN-2,529.74,678.18,Granodiorite,gd,Intrusive
HN-2,678.18,713.84,Hydrothermally cemented breccia,Bxh,Alt-Min Breccia
HN-2,713.84,726,Granodiorite,gd,Intrusive
HN-2,726,794.92,Hydrothermally cemented breccia,Bxh,Alt-Min Breccia
HN-2,794.92,806.5,Granodiorite porphyry 2,gdp2,Intrusive
HN-2,806.5,860.45,Hydrothermally cemented breccia,Bxh,Alt-Min Breccia
HN-2,860.45,865.45,Granodiorite,gd,Intrusive
HN-2,865.45,867.46,Igneous cemented breccia,Bxi,Breccia
HN-2,867.46,887.27,Granodiorite,gd,Intrusive
HN-2,887.27,897.64,Hydrothermally cemented breccia,Bxh,Alt-Min Breccia
HN-2,897.64,945.19,Granodiorite,gd,Intrusive
HN-2,945.19,955.85,Porphyritic quartz diorite,pqd,Intrusive
HN-2,955.85,962.25,Granodiorite,gd,Intrusive
HN-2,962.25,963.17,Porphyritic quartz diorite,pqd,Intrusive
HN-2,963.17,979.93,Granodiorite,gd,Intrusive
HN-2,979.93,982.28,Porphyritic quartz diorite,pqd,Intrusive
HN-2,982.28,990.6,Granodiorite,gd,Intrusive
HN-20,0,471.53,Not Recorded,NR,Not Recorded
HN-20,471.53,787,Granodiorite,gd,Intrusive
HN-20,787,789.74,Monzogranite porphyry,mgp,Intrusive
HN-20,789.74,968.96,Granodiorite,gd,Intrusive
HN-3,0,12.19,Not Recorded,NR,Not Recorded
HN-3,12.19,633.07,Porphyritic quartz diorite,pqd,Intrusive
HN-3,633.07,634.59,Granodiorite porphyry undiff,gdp,Intrusive
HN-3,634.59,819.91,Porphyritic quartz diorite,pqd,Intrusive
HN-3,819.91,823.57,Undiff - Faulted,fg,Fault
HN-3,823.57,854.66,Porphyritic quartz diorite,pqd,Intrusive
HN-3,854.66,857.1,Undiff - Faulted,fg,Fault
HN-3,857.1,890.32,Porphyritic quartz diorite,pqd,Intrusive
HN-3,890.32,890.93,Undiff - Faulted,fg,Fault
HN-3,890.93,983.59,Porphyritic quartz diorite,pqd,Intrusive
HN-3,983.59,984.51,Undiff - Faulted,fg,Fault
HN-3,984.51,1020.17,Porphyritic quartz diorite,pqd,Intrusive
HN-3,1020.17,1021.08,Undiff - Faulted,fg,Fault
HN-3,1021.08,1046.08,Porphyritic quartz diorite,pqd,Intrusive
HN-4,524.26,603.81,Granodiorite,gd,Intrusive
HN-4,603.81,606.85,Monzogranite porphyry,mgp,Intrusive
HN-4,606.85,1145.13,Granodiorite,gd,Intrusive
HN-5,0,18.29,Not Recorded,NR,Not Recorded
HN-5,18.29,57.91,Porphyritic quartz diorite,pqd,Intrusive
HN-5,57.91,79.25,Monzogranite porphyry,mgp,Intrusive
HN-5,79.25,88.39,Porphyritic quartz diorite,pqd,Intrusive
HN-5,88.39,97.54,Monzogranite porphyry,mgp,Intrusive
HN-5,97.54,530.66,Porphyritic quartz diorite,pqd,Intrusive
HN-5,530.66,562.66,Granodiorite,gd,Intrusive
HN-5,562.66,567.54,Monzogranite porphyry,mgp,Intrusive
HN-5,567.54,780.29,Granodiorite,gd,Intrusive
HN-5,780.29,784.56,Porphyritic quartz diorite,pqd,Intrusive
HN-5,784.56,792.48,Igneous cemented breccia,Bxi,Breccia
HN-5,792.48,876.3,Granodiorite,gd,Intrusive
HN-5,876.3,899.16,Monzogranite porphyry,mgp,Intrusive
HN-5,899.16,912.88,Granodiorite,gd,Intrusive
HN-5,912.88,921.11,Monzogranite porphyry,mgp,Intrusive
HN-5,921.11,1048.51,Granodiorite,gd,Intrusive
HN-6,0,9.14,Not Recorded,NR,Not Recorded
HN-6,9.14,33.53,Porphyritic quartz diorite,pqd,Intrusive
HN-6,33.53,63.4,Porphyritic quartz diorite,pqd,Intrusive
HN-6,63.4,79.25,Porphyritic quartz diorite,pqd,Intrusive
HN-6,79.25,215.8,Porphyritic quartz diorite,pqd,Intrusive
HN-6,215.8,251.46,Granodiorite porphyry undiff,gdp,Intrusive
HN-6,251.46,516.64,Porphyritic quartz diorite,pqd,Intrusive
HN-6,516.64,1055.22,Granodiorite,gd,Intrusive
HN-7,658,1028.09,Granodiorite,gd,Intrusive
HN-8,0,12.19,Not Recorded,NR,Not Recorded
HN-8,12.19,45.72,Porphyritic quartz diorite,pqd,Intrusive
HN-8,45.72,51.82,Granodiorite porphyry undiff,gdp,Intrusive
HN-8,51.82,54.86,Porphyritic quartz diorite,pqd,Intrusive
HN-8,54.86,67.06,Granodiorite porphyry undiff,gdp,Intrusive
HN-8,67.06,73.15,Porphyritic quartz diorite,pqd,Intrusive
HN-8,73.15,79.25,Granodiorite porphyry undiff,gdp,Intrusive
HN-8,79.25,82.3,Porphyritic quartz diorite,pqd,Intrusive
HN-8,82.3,94.49,Granodiorite porphyry undiff,gdp,Intrusive
HN-8,94.49,109.73,Porphyritic quartz diorite,pqd,Intrusive
HN-8,109.73,252.98,Porphyritic quartz diorite,pqd,Intrusive
HN-8,252.98,262.13,Porphyritic quartz diorite,pqd,Intrusive
HN-8,262.13,535.99,Porphyritic quartz diorite,pqd,Intrusive
HN-8,535.99,538.89,Undiff - Faulted,fg,Fault
HN-8,538.89,540.72,Porphyritic quartz diorite,pqd,Intrusive
HN-8,540.72,541.63,Undiff - Faulted,fg,Fault
HN-8,541.63,576.68,Porphyritic quartz diorite,pqd,Intrusive
HN-8,576.68,577.9,Undiff - Faulted,fg,Fault
HN-8,577.9,651.05,Porphyritic quartz diorite,pqd,Intrusive
HN-8,651.05,651.97,Undiff - Faulted,fg,Fault
HN-8,651.97,758.95,Porphyritic quartz diorite,pqd,Intrusive
HN-8,758.95,759.26,Undiff - Faulted,fg,Fault
HN-8,759.26,882.85,Porphyritic quartz diorite,pqd,Intrusive
HN-8,882.85,883.31,Porphyritic quartz diorite,pqd,Intrusive
HN-8,883.31,884.84,Porphyritic quartz diorite,pqd,Intrusive
HN-8,884.84,886.06,Porphyritic quartz diorite,pqd,Intrusive
HN-8,886.06,930.56,Porphyritic quartz diorite,pqd,Intrusive
HN-8,930.56,932.08,Porphyritic quartz diorite,pqd,Intrusive
HN-8,932.08,966.68,Porphyritic quartz diorite,pqd,Intrusive
HN-8,966.68,966.98,Porphyritic quartz diorite,pqd,Intrusive
HN-8,966.98,973.84,Porphyritic quartz diorite,pqd,Intrusive
HN-8,973.84,974.14,Porphyritic quartz diorite,pqd,Intrusive
HN-8,974.14,974.6,Porphyritic quartz diorite,pqd,Intrusive
HN-8,974.6,974.75,Porphyritic quartz diorite,pqd,Intrusive
HN-8,974.75,976.28,Porphyritic quartz diorite,pqd,Intrusive
HN-8,976.28,976.58,Porphyritic quartz diorite,pqd,Intrusive
HN-8,976.58,1040.44,Porphyritic quartz diorite,pqd,Intrusive
HN-8,1040.44,1041.81,Undiff - Faulted,fg,Fault
HN-8,1041.81,1046.53,Porphyritic quartz diorite,pqd,Intrusive
HN-8,1046.53,1046.69,Undiff - Faulted,fg,Fault
HN-8,1046.69,1120.75,Porphyritic quartz diorite,pqd,Intrusive
HN-8,1120.75,1121.82,Undiff - Faulted,fg,Fault
HN-8,1121.82,1123.19,Porphyritic quartz diorite,pqd,Intrusive
HN-8,1123.19,1128.07,Monzogranite porphyry,mgp,Intrusive
HN-8,1128.07,1128.68,Undiff - Faulted,fg,Fault
HN-8,1128.68,1133.55,Monzogranite porphyry,mgp,Intrusive
HN-8,1133.55,1135.08,Undiff - Faulted,fg,Fault
HN-8,1135.08,1136.6,Monzogranite porphyry,mgp,Intrusive
HN-8,1136.6,1139.04,Porphyritic quartz diorite,pqd,Intrusive
HN-8,1139.04,1157.79,Monzogranite porphyry,mgp,Intrusive
HN-8,1157.79,1162.51,Porphyritic quartz diorite,pqd,Intrusive
HN-8,1162.51,1166.17,Monzogranite porphyry,mgp,Intrusive
HN-8,1166.17,1224.69,Porphyritic quartz diorite,pqd,Intrusive
HN-9,438.3,438.91,Granodiorite,gd,Intrusive
HN-9,438.91,504.44,Monzogranite porphyry,mgp,Intrusive
HN-9,504.44,511.45,Granodiorite,gd,Intrusive
HN-9,511.45,512.52,Monzogranite porphyry,mgp,Intrusive
HN-9,512.52,600.46,Granodiorite,gd,Intrusive
HN-9,600.46,601.37,Monzogranite porphyry,mgp,Intrusive
HN-9,601.37,633.37,Granodiorite,gd,Intrusive
HN-9,633.37,633.98,Monzogranite porphyry,mgp,Intrusive
HN-9,633.98,782.27,Granodiorite,gd,Intrusive
HN-9,782.27,785.47,Monzogranite porphyry,mgp,Intrusive
HN-9,785.47,844.91,Granodiorite,gd,Intrusive
HN-9,844.91,898.25,Hydrothermally cemented breccia,Bxh,Alt-Min Breccia
HN-9,898.25,1001.88,Granodiorite,gd,Intrusive
HN-9,1001.88,1003.71,Monzogranite porphyry,mgp,Intrusive
HN-9,1003.71,1014,Granodiorite,gd,Intrusive
HN-9,1014,1016.2,Monzogranite porphyry,mgp,Intrusive
HN-9,1016.2,1052.05,Granodiorite,gd,Intrusive
HN-9,1052.05,1058.88,Granodiorite porphyry 2,gdp2,Intrusive
HN-9,1058.88,1065.12,Igneous cemented breccia,Bxi,Breccia
HN-9,1065.12,1224.08,Granodiorite,gd,Intrusive
L-10,0,131.06,Monzogranite porphyry,mgp,Intrusive
L-10,131.06,173.74,Porphyritic quartz diorite,pqd,Intrusive
L-10,173.74,451.1,Porphyritic quartz diorite,pqd,Intrusive
L-10,451.1,458.42,Undiff - Faulted,fg,Fault
L-10,458.42,465.74,Porphyritic quartz diorite,pqd,Intrusive
L-10,465.74,467.26,Undiff - Faulted,fg,Fault
L-10,467.26,476.4,Porphyritic quartz diorite,pqd,Intrusive
L-10,476.4,477.01,Undiff - Faulted,fg,Fault
L-10,477.01,487.38,Porphyritic quartz diorite,pqd,Intrusive
L-10,487.38,487.68,Undiff - Faulted,fg,Fault
L-10,487.68,522.73,Porphyritic quartz diorite,pqd,Intrusive
L-10,522.73,525.17,Granodiorite porphyry undiff,gdp,Intrusive
L-10,525.17,531.88,Porphyritic quartz diorite,pqd,Intrusive
L-10,531.88,532.79,Monzogranite porphyry,mgp,Intrusive
L-10,532.79,537.36,Porphyritic quartz diorite,pqd,Intrusive
L-10,537.36,541.33,Undiff - Faulted,fg,Fault
L-10,541.33,567.54,Porphyritic quartz diorite,pqd,Intrusive
L-10,567.54,571.5,Monzogranite porphyry,mgp,Intrusive
L-10,571.5,642.21,Porphyritic quartz diorite,pqd,Intrusive
L-10,642.21,652.88,Monzogranite porphyry,mgp,Intrusive
L-10,652.88,655.32,Undiff - Faulted,fg,Fault
L-10,655.32,662.79,Monzogranite porphyry,mgp,Intrusive
L-10,662.79,664.47,Undiff - Faulted,fg,Fault
L-10,664.47,669.04,Monzogranite porphyry,mgp,Intrusive
L-10,669.04,669.65,Undiff - Faulted,fg,Fault
L-10,669.65,680.92,Monzogranite porphyry,mgp,Intrusive
L-10,680.92,768.1,Porphyritic quartz diorite,pqd,Intrusive
L-10,768.1,768.25,Undiff - Faulted,fg,Fault
L-10,768.25,786.08,Porphyritic quartz diorite,pqd,Intrusive
L-10,786.08,818.54,Monzogranite porphyry,mgp,Intrusive
L-10,818.54,819.3,Undiff - Faulted,fg,Fault
L-10,819.3,821.74,Porphyritic quartz diorite,pqd,Intrusive
L-10,821.74,822.96,Undiff - Faulted,fg,Fault
L-10,822.96,833.63,Monzogranite porphyry,mgp,Intrusive
L-10,833.63,833.78,Undiff - Faulted,fg,Fault
L-10,833.78,855.58,Monzogranite porphyry,mgp,Intrusive
L-10,855.58,855.73,Undiff - Faulted,fg,Fault
L-10,855.73,858.62,Monzogranite porphyry,mgp,Intrusive
L-10,858.62,858.78,Undiff - Faulted,fg,Fault
L-10,858.78,876,Monzogranite porphyry,mgp,Intrusive
L-10,876,896.72,Porphyritic quartz diorite,pqd,Intrusive
L-10,896.72,900.99,Granodiorite porphyry undiff,gdp,Intrusive
L-10,900.99,905.26,Porphyritic quartz diorite,pqd,Intrusive
L-10,905.26,906.17,Granodiorite porphyry undiff,gdp,Intrusive
L-10,906.17,911.96,Porphyritic quartz diorite,pqd,Intrusive
L-10,911.96,912.12,Undiff - Faulted,fg,Fault
L-10,912.12,915.32,Porphyritic quartz diorite,pqd,Intrusive
L-10,915.32,915.47,Undiff - Faulted,fg,Fault
L-10,915.47,951.59,Porphyritic quartz diorite,pqd,Intrusive
L-10,951.59,951.74,Undiff - Faulted,fg,Fault
L-10,951.74,957.07,Porphyritic quartz diorite,pqd,Intrusive
L-10,957.07,957.23,Undiff - Faulted,fg,Fault
L-10,957.23,960.12,Porphyritic quartz diorite,pqd,Intrusive
L-10,960.12,960.27,Undiff - Faulted,fg,Fault
L-10,960.27,975.97,Porphyritic quartz diorite,pqd,Intrusive
L-10,975.97,992.13,Granodiorite porphyry undiff,gdp,Intrusive
L-10,992.13,1043.64,Porphyritic quartz diorite,pqd,Intrusive
L-10,1043.64,1043.79,Undiff - Faulted,fg,Fault
