hole_ID,depth_from,to_depth,rock unit,rock code,rock class
A-11,0,161.54,Monzogranite porphyry,mgp,Intrusive
A-11,161.54,173.74,Porphyritic quartz diorite,pqd,Intrusive
A-11,173.74,283.46,Monzogranite porphyry,mgp,Intrusive
A-11,283.46,441.96,Porphyritic quartz diorite,pqd,Intrusive
AE-1,0,204.37,Granodiorite,gd,Intrusive
AE-1,204.37,239.88,Hydrothermally cemented breccia,Bxh,Alt-Min Breccia
AE-1,239.88,249.63,Igneous cemented breccia,Bxi,Breccia
AE-1,249.63,263.35,Hydrothermally cemented breccia,Bxh,Alt-Min Breccia
AE-1,263.35,264.88,Porphyritic quartz diorite,pqd,Intrusive
AE-1,264.88,295.66,Hydrothermally cemented breccia,Bxh,Alt-Min Breccia
AE-1,295.66,319.43,Granodiorite,gd,Intrusive
AE-1,319.43,329.34,Igneous cemented breccia,Bxi,Breccia
AE-1,329.34,350.37,Granodiorite,gd,Intrusive
AE-1,350.37,351.43,Granodiorite porphyry undiff,gdp,Intrusive
AE-1,351.43,382.37,Granodiorite,gd,Intrusive
AE-1,382.37,388.92,Granodiorite porphyry undiff,gdp,Intrusive
AE-1,388.92,610.21,Granodiorite,gd,Intrusive
AE-1R,0,97.54,Porphyritic quartz diorite,pqd,Intrusive
AE-1R,97.54,117.35,Granodiorite porphyry undiff,gdp,Intrusive
AE-1R,117.35,121.31,Porphyritic quartz diorite,pqd,Intrusive
AE-1R,121.31,126.8,Granodiorite porphyry undiff,gdp,Intrusive
AE-1R,126.8,128.63,Porphyritic quartz diorite,pqd,Intrusive
AE-1R,128.63,131.98,Granodiorite porphyry undiff,gdp,Intrusive
AE-1R,131.98,146.3,Porphyritic quartz diorite,pqd,Intrusive
AE-1R,146.3,149.35,Granodiorite porphyry undiff,gdp,Intrusive
AE-1R,149.35,170.69,Granodiorite porphyry undiff,gdp,Intrusive
AE-1R,170.69,174.65,Porphyritic quartz diorite,pqd,Intrusive
AE-1R,174.65,186.23,Granodiorite porphyry undiff,gdp,Intrusive
AE-1R,186.23,188.98,Porphyritic quartz diorite,pqd,Intrusive
AE-1R,188.98,198.12,Granodiorite porphyry undiff,gdp,Intrusive
AE-1R,198.12,217.32,Porphyritic quartz diorite,pqd,Intrusive
AE-1R,217.32,235,Granodiorite porphyry undiff,gdp,Intrusive
AE-1R,235,248.11,Porphyritic quartz diorite,pqd,Intrusive
AE-1R,248.11,292.46,Porphyritic quartz diorite,pqd,Intrusive
AE-1R,292.46,296.11,Porphyritic quartz diorite,pqd,Intrusive
AE-1R,296.11,298.4,Porphyritic quartz diorite,pqd,Intrusive
AE-1R,298.4,304.8,Granodiorite porphyry undiff,gdp,Intrusive
AE-2,0,224.33,Granodiorite,gd,Intrusive
AE-2,224.33,239.88,Granodiorite porphyry 2,gdp2,Intrusive
AE-2,239.88,276.15,Granodiorite,gd,Intrusive
AE-2,276.15,297.33,Hydrothermally cemented breccia,Bxh,Alt-Min Breccia
AE-2,297.33,370.64,Granodiorite,gd,Intrusive
AE-2,370.64,390,Min Igneous cemented breccia,Bxim,Alt-Min Breccia
AE-2,390,491,Min Igneous cemented breccia,Bxim,Alt-Min Breccia
AE-2,491,515.11,Granodiorite,gd,Intrusive
AE-2,515.11,541.33,Granodiorite porphyry 1,gdp1,Intrusive
AE-2R,0,3.05,Porphyritic quartz diorite,pqd,Intrusive
AE-2R,3.05,12.19,Porphyritic quartz diorite,pqd,Intrusive
AE-2R,12.19,29.87,Porphyritic quartz diorite,pqd,Intrusive
AE-2R,29.87,47.55,Porphyritic quartz diorite,pqd,Intrusive
AE-2R,47.55,69.04,Granodiorite porphyry undiff,gdp,Intrusive
AE-2R,69.04,72.09,Porphyritic quartz diorite,pqd,Intrusive
AE-2R,72.09,120.09,Granodiorite porphyry undiff,gdp,Intrusive
AE-2R,120.09,143.87,Granodiorite porphyry undiff,gdp,Intrusive
AE-2R,143.87,171.6,Granodiorite porphyry undiff,gdp,Intrusive
AE-2R,171.6,192.02,Igneous cemented breccia,Bxi,Breccia
AE-2R,192.02,196.9,Porphyritic quartz diorite,pqd,Intrusive
AE-2R,196.9,216.87,Breccia undiff,bx,Breccia
AE-2R,216.87,219.61,Porphyritic quartz diorite,pqd,Intrusive
AE-2R,219.61,251.77,Breccia undiff,bx,Breccia
AE-2R,251.77,258.78,Igneous cemented breccia,Bxi,Breccia
AE-2R,258.78,260.91,Porphyritic quartz diorite,pqd,Intrusive
AE-2R,260.91,264.87,Porphyritic quartz diorite,pqd,Intrusive
AE-2R,264.87,272.8,Breccia undiff,bx,Breccia
AE-2R,272.8,277.37,Porphyritic quartz diorite,pqd,Intrusive
AE-2R,277.37,280.42,Granodiorite porphyry undiff,gdp,Intrusive
AE-2R,280.42,292,Porphyritic quartz diorite,pqd,Intrusive
AE-2R,292,295.35,Granodiorite porphyry undiff,gdp,Intrusive
AE-2R,295.35,304.8,Porphyritic quartz diorite,pqd,Intrusive
AE-3,0,1.83,Not Recorded,NR,Not Recorded
AE-3,1.83,3.05,Porphyritic quartz diorite,pqd,Intrusive
AE-3,3.05,3.51,Undiff - Faulted,fg,Fault
AE-3,3.51,4.27,Porphyritic quartz diorite,pqd,Intrusive
AE-3,4.27,5.03,Undiff - Faulted,fg,Fault
AE-3,5.03,6.71,Porphyritic quartz diorite,pqd,Intrusive
AE-3,6.71,7.77,Undiff - Faulted,fg,Fault
AE-3,7.77,40.23,Porphyritic quartz diorite,pqd,Intrusive
AE-3,40.23,41,Undiff - Faulted,fg,Fault
AE-3,41,94.18,Porphyritic quartz diorite,pqd,Intrusive
AE-3,94.18,102.11,Monzogranite porphyry,mgp,Intrusive
AE-3,102.11,111.56,Porphyritic quartz diorite,pqd,Intrusive
AE-3,111.56,130,Monzogranite porphyry,mgp,Intrusive
AE-3,130,193.85,Porphyritic quartz diorite,pqd,Intrusive
AE-3,193.85,194.01,Undiff - Faulted,fg,Fault
AE-3,194.01,194.92,Porphyritic quartz diorite,pqd,Intrusive
AE-3,194.92,195.83,Undiff - Faulted,fg,Fault
AE-3,195.83,226.16,Porphyritic quartz diorite,pqd,Intrusive
AE-3,226.16,227.99,Granodiorite porphyry undiff,gdp,Intrusive
AE-3,227.99,245.21,Porphyritic quartz diorite,pqd,Intrusive
AE-3,245.21,246.28,Granodiorite porphyry undiff,gdp,Intrusive
AE-3,246.28,291.69,Porphyritic quartz diorite,pqd,Intrusive
AE-3,291.69,293.37,Monzogranite porphyry,mgp,Intrusive
AE-3,293.37,301.51,Porphyritic quartz diorite,pqd,Intrusive
AE-3,301.51,302.3,Monzogranite porphyry,mgp,Intrusive
AE-3,302.3,311.51,Porphyritic quartz diorite,pqd,Intrusive
AE-3,311.51,314.25,Not Recorded,NR,Not Recorded
AE-3,314.25,377.19,Porphyritic quartz diorite,pqd,Intrusive
AE-3,377.19,377.65,Monzogranite porphyry,mgp,Intrusive
AE-3,377.65,380.09,Porphyritic quartz diorite,pqd,Intrusive
AE-3,380.09,380.7,Undiff - Faulted,fg,Fault
AE-3,380.7,390.45,Porphyritic quartz diorite,pqd,Intrusive
AE-3,390.45,393.5,Not Recorded,NR,Not Recorded
AE-3,393.5,491.64,Porphyritic quartz diorite,pqd,Intrusive
AE-3,491.64,492.71,Undiff - Faulted,fg,Fault
AE-3,492.71,556.41,Porphyritic quartz diorite,pqd,Intrusive
AE-3R,0,2.44,Porphyritic quartz diorite,pqd,Intrusive
AE-3R,2.44,3.51,Felsic Undiff,Fels,Felsic Dyke
AE-3R,3.51,60.66,Porphyritic quartz diorite,pqd,Intrusive
AE-3R,60.66,69.8,Breccia undiff,bx,Breccia
AE-3R,69.8,72.85,Porphyritic quartz diorite,pqd,Intrusive
AE-3R,72.85,76.81,Breccia undiff,bx,Breccia
AE-3R,76.81,78.94,Porphyritic quartz diorite,pqd,Intrusive
AE-3R,78.94,82.3,Porphyritic quartz diorite,pqd,Intrusive
AE-3R,82.3,114,Breccia undiff,bx,Breccia
AE-3R,114,126.19,Granodiorite porphyry undiff,gdp,Intrusive
AE-3R,126.19,149.35,Breccia undiff,bx,Breccia
AE-3R,149.35,152.71,Porphyritic quartz diorite,pqd,Intrusive
AE-3R,152.71,216.41,Porphyritic quartz diorite,pqd,Intrusive
AE-3R,216.41,222.81,Porphyritic quartz diorite,pqd,Intrusive
AE-3R,222.81,228.6,Porphyritic quartz diorite,pqd,Intrusive
AH-1,0,7.62,Porphyritic quartz diorite,pqd,Intrusive
AH-1,7.62,9.14,Void,Void,Void
AH-1,9.14,9.91,Porphyritic quartz diorite,pqd,Intrusive
AH-1,9.91,10.82,Undiff - Faulted,fg,Fault
AH-1,10.82,12.8,Monzogranite porphyry,mgp,Intrusive
AH-1,12.8,69.19,Breccia undiff,bx,Breccia
AH-1,69.19,69.8,Porphyritic quartz diorite,pqd,Intrusive
AH-1,69.8,70.81,Porphyritic quartz diorite,pqd,Intrusive
AH-1,70.81,99.36,Porphyritic quartz diorite,pqd,Intrusive
AH-1,99.36,100.43,Undiff - Faulted,fg,Fault
AH-1,100.43,118.72,Porphyritic quartz diorite,pqd,Intrusive
AH-1,118.72,147.68,Breccia undiff,bx,Breccia
AH-1,147.68,157.58,Porphyritic quartz diorite,pqd,Intrusive
AH-1,157.58,157.83,Undiff - Faulted,fg,Fault
AH-1,157.83,178.61,Porphyritic quartz diorite,pqd,Intrusive
AH-1,178.61,178.92,Undiff - Faulted,fg,Fault
AH-1,178.92,217.63,Porphyritic quartz diorite,pqd,Intrusive
AH-2,0,178.918,Granodiorite,gd,Intrusive
AH-2,178.918,211.9122,Monzogranite porphyry,mgp,Intrusive
AH-2,211.9122,307.85,Granodiorite,gd,Intrusive
AH-3,0,160.02,Granodiorite,gd,Intrusive
AH-3,160.02,225.71,Hydrothermally cemented breccia,Bxh,Alt-Min Breccia
AH-3,225.71,252.98,Granodiorite,gd,Intrusive
AH-4,0,1.83,Not Recorded,NR,Not Recorded
AH-4,1.83,5.64,Porphyritic quartz diorite,pqd,Intrusive
AH-4,5.64,6.1,Monzogranite porphyry,mgp,Intrusive
AH-4,6.1,14.02,Porphyritic quartz diorite,pqd,Intrusive
AH-4,14.02,15.24,Monzogranite porphyry,mgp,Intrusive
AH-4,15.24,44.5,Porphyritic quartz diorite,pqd,Intrusive
AH-4,44.5,45.11,Monzogranite porphyry,mgp,Intrusive
AH-4,45.11,45.42,Porphyritic quartz diorite,pqd,Intrusive
AH-4,45.42,45.72,Monzogranite porphyry,mgp,Intrusive
AH-4,45.72,245.36,Porphyritic quartz diorite,pqd,Intrusive
AH-4,245.36,246.58,Granodiorite porphyry undiff,gdp,Intrusive
AH-4,246.58,251.16,Porphyritic quartz diorite,pqd,Intrusive
AH-4,251.16,252.68,Granodiorite porphyry undiff,gdp,Intrusive
AH-4,252.68,256.95,Breccia undiff,bx,Breccia
AH-4,256.95,312.73,Porphyritic quartz diorite,pqd,Intrusive
AH-4,312.73,315.16,Granodiorite porphyry undiff,gdp,Intrusive
AH-4,315.16,318.82,Porphyritic quartz diorite,pqd,Intrusive
AH-4,318.82,322.17,Granodiorite porphyry undiff,gdp,Intrusive
AH-4,322.17,338.63,Porphyritic quartz diorite,pqd,Intrusive
AH-5,0,32,Granodiorite,gd,Intrusive
AH-5,32,45.57,Granodiorite porphyry 2,gdp2,Intrusive
AH-5,45.57,72.39,Granodiorite,gd,Intrusive
AH-5,72.39,79.25,Granodiorite porphyry 2,gdp2,Intrusive
AH-5,79.25,106.07,Igneous cemented breccia,Bxi,Breccia
AH-5,106.07,148.74,Granodiorite porphyry 1,gdp1,Intrusive
AH-5,148.74,159.1,Granodiorite porphyry 2,gdp2,Intrusive
AH-5,159.1,172.52,Min Igneous cemented breccia,Bxim,Alt-Min Breccia
AH-5,172.52,226.47,Igneous cemented breccia,Bxi,Breccia
AH-5,226.47,235,Min Igneous cemented breccia,Bxim,Alt-Min Breccia
AH-5,235,241.1,Granodiorite,gd,Intrusive
AH-6,0,35.2,Granodiorite,gd,Intrusive
AH-6,35.2,87,Igneous cemented breccia,Bxi,Breccia
AH-6,87,138.68,Granodiorite,gd,Intrusive
AH-6,138.68,156.67,Granodiorite porphyry 2,gdp2,Intrusive
AH-6,156.97,187.14,Granodiorite,gd,Intrusive
B-20,0,257.25,Porphyritic quartz diorite,pqd,Intrusive
B-20,257.25,258.84,Monzogranite porphyry,mgp,Intrusive
B-20,258.84,299.25,Porphyritic quartz diorite,pqd,Intrusive
B-20,299.25,301.14,Monzogranite porphyry,mgp,Intrusive
B-20,301.14,318.58,Porphyritic quartz diorite,pqd,Intrusive
B-20,318.58,319.95,Monzogranite porphyry,mgp,Intrusive
B-20,319.95,467.56,Porphyritic quartz diorite,pqd,Intrusive
B-20,467.56,470,Monzogranite porphyry,mgp,Intrusive
B-20,470,660.2,Porphyritic quartz diorite,pqd,Intrusive
B-20,660.2,675.29,Monzogranite porphyry,mgp,Intrusive
B-20,675.29,689.61,Porphyritic quartz diorite,pqd,Intrusive
B-20,689.61,693.73,Monzogranite porphyry,mgp,Intrusive
B-20,693.73,906.48,Porphyritic quartz diorite,pqd,Intrusive
B-20,906.48,909.53,Monzogranite porphyry,mgp,Intrusive
B-20,909.53,1011.82,Porphyritic quartz diorite,pqd,Intrusive
B-20,1011.82,1022.3,Monzogranite porphyry,mgp,Intrusive
B-20,1022.3,1068.02,Porphyritic quartz diorite,pqd,Intrusive
B-24,0,3.05,Overburden,OvB,Overburden
B-24,3.05,21.34,Breccia undiff,bx,Breccia
B-24,21.34,49.38,Porphyritic quartz diorite,pqd,Intrusive
B-24,49.38,68.88,Igneous cemented breccia,Bxi,Breccia
B-24,68.88,129.63,Porphyritic quartz diorite,pqd,Intrusive
B-24,129.63,171.6,Igneous cemented breccia,Bxi,Breccia
B-24,171.6,195.83,Granodiorite porphyry 2,gdp2,Intrusive
B-24,195.83,352.04,Porphyritic quartz diorite,pqd,Intrusive
B-24,352.04,539.5,Copper Giant Porphyry,CGp,Porphyry
B-24,539.5,633.99,Granodiorite porphyry 2,gdp2,Intrusive
B-24,633.99,683.06,Copper Giant Porphyry,CGp,Porphyry
B-24,683.06,719.63,Granodiorite porphyry 3,gdp3,Intrusive
B-24,719.63,783.64,Copper Giant Porphyry,CGp,Porphyry
B-24,783.64,789.74,Granodiorite porphyry undiff,gdp,Intrusive
B-24,789.74,794.31,Porphyritic quartz diorite,pqd,Intrusive
B-24,794.31,795.99,Porphyritic quartz diorite,pqd,Intrusive
B-24,795.99,799.37,Porphyritic quartz diorite,pqd,Intrusive
B-24,799.37,810.34,Porphyritic quartz diorite,pqd,Intrusive
B-24,810.34,833.02,Porphyritic quartz diorite,pqd,Intrusive
B-24,833.02,840.94,Granodiorite porphyry undiff,gdp,Intrusive
B-24,840.94,877.67,Porphyritic quartz diorite,pqd,Intrusive
B-24,877.67,883.01,Porphyritic quartz diorite,pqd,Intrusive
B-24,883.01,1053.09,Granodiorite porphyry undiff,gdp,Intrusive
B-29,0,349.39,Granodiorite,gd,Intrusive
B-29,349.39,1090.88,Granodiorite,gd,Intrusive
B-30,0,233.23,Porphyritic quartz diorite,pqd,Intrusive
B-30,233.23,242.23,Monzogranite porphyry,mgp,Intrusive
B-30,242.23,304.31,Porphyritic quartz diorite,pqd,Intrusive
B-30,304.31,307.36,Monzogranite porphyry,mgp,Intrusive
B-30,307.36,375.82,Porphyritic quartz diorite,pqd,Intrusive
B-30,375.82,382.31,Granodiorite border phase,gdb,Intrusive
B-30,382.31,557.18,Porphyritic quartz diorite,pqd,Intrusive
B-30,557.18,558.09,Granodiorite porphyry undiff,gdp,Intrusive
B-30,558.09,577.6,Porphyritic quartz diorite,pqd,Intrusive
B-30,577.6,581.35,Granodiorite porphyry undiff,gdp,Intrusive
B-30,581.35,599.85,Porphyritic quartz diorite,pqd,Intrusive
B-30,599.85,623.41,Monzogranite porphyry,mgp,Intrusive
B-30,623.41,731.83,Granodiorite porphyry undiff,gdp,Intrusive
B-30,731.83,858.93,Porphyritic quartz diorite,pqd,Intrusive
B-30,858.93,861.06,Granodiorite porphyry undiff,gdp,Intrusive
B-30,861.06,862.59,Porphyritic quartz diorite,pqd,Intrusive
B-30,862.59,894.59,Granodiorite porphyry undiff,gdp,Intrusive
B-30,894.59,900.38,Porphyritic quartz diorite,pqd,Intrusive
B24-1R,0,60.96,Porphyritic quartz diorite,pqd,Intrusive
B24-1R,60.96,79.25,Breccia undiff,bx,Breccia
B24-1R,79.25,85.34,Porphyritic quartz diorite,pqd,Intrusive
B24-1R,85.34,94.49,Porphyritic quartz diorite,pqd,Intrusive
B24-1R,94.49,121.92,Porphyritic quartz diorite,pqd,Intrusive
B24-2R,0,33.53,Porphyritic quartz diorite,pqd,Intrusive
B24-2R,33.53,43.28,Breccia undiff,bx,Breccia
B24-2R,43.28,67.67,Porphyritic quartz diorite,pqd,Intrusive
B24-2R,67.67,112.78,Breccia undiff,bx,Breccia
B24-2R,112.78,121.92,Porphyritic quartz diorite,pqd,Intrusive
B24-3R,0,30.48,Porphyritic quartz diorite,pqd,Intrusive
B24-3R,30.48,57.91,Breccia undiff,bx,Breccia
B24-3R,57.91,61.57,Porphyritic quartz diorite,pqd,Intrusive
B24-3R,61.57,65.53,Monzogranite porphyry,mgp,Intrusive
B24-3R,65.53,79.25,Breccia undiff,bx,Breccia
B24-3R,79.25,97.54,Porphyritic quartz diorite,pqd,Intrusive
BG-1R,0,15.24,Breccia undiff,bx,Breccia
BG-1R,15.24,21.34,Porphyritic quartz diorite,pqd,Intrusive
BG-1R,21.34,24.38,Breccia undiff,bx,Breccia
BG-1R,24.38,27.43,Porphyritic quartz diorite,pqd,Intrusive
BG-1R,27.43,48.77,Breccia undiff,bx,Breccia
BG-1R,48.77,57.91,Porphyritic quartz diorite,pqd,Intrusive
BG-1R,57.91,64.01,Breccia undiff,bx,Breccia
BG-1R,64.01,70.1,Porphyritic quartz diorite,pqd,Intrusive
BG-1R,70.1,115.82,Breccia undiff,bx,Breccia
BG-1R,115.82,131.06,Porphyritic quartz diorite,pqd,Intrusive
BG-1R,131.06,137.16,Granodiorite porphyry undiff,gdp,Intrusive
BG-1R,137.16,158.5,Breccia undiff,bx,Breccia
BG-1R,158.5,164.59,Granodiorite porphyry undiff,gdp,Intrusive
BG-1R,164.59,170.69,Breccia undiff,bx,Breccia
BG-1R,170.69,176.78,Porphyritic quartz diorite,pqd,Intrusive
BG-1R,176.78,185.93,Granodiorite porphyry undiff,gdp,Intrusive
BG-1R,185.93,222.5,Porphyritic quartz diorite,pqd,Intrusive
BG-1R,222.5,225.55,Monzogranite porphyry,mgp,Intrusive
BG-1R,225.55,243.84,Porphyritic quartz diorite,pqd,Intrusive
CA-1,0,792.63,Porphyritic quartz diorite,pqd,Intrusive
CA-1R,0,27.43,Porphyritic quartz diorite,pqd,Intrusive
CA-1R,27.43,105.46,Breccia undiff,bx,Breccia
CA-1R,105.46,112.78,Porphyritic quartz diorite,pqd,Intrusive
CA-2,0,156.36,Porphyritic quartz diorite,pqd,Intrusive
CA-2,156.36,189.89,Breccia undiff,bx,Breccia
CA-2,189.89,533.4,Porphyritic quartz diorite,pqd,Intrusive
CA-2R,0,24.99,Breccia undiff,bx,Breccia
CA-2R,24.99,29.87,Porphyritic quartz diorite,pqd,Intrusive
CA-2R,29.87,30.48,Monzogranite porphyry,mgp,Intrusive
CA-2R,30.48,31.39,Porphyritic quartz diorite,pqd,Intrusive
CA-2R,31.39,34.75,Breccia undiff,bx,Breccia
CA-2R,34.75,42.06,Porphyritic quartz diorite,pqd,Intrusive
CA-2R,42.06,43.59,Monzogranite porphyry,mgp,Intrusive
CA-2R,43.59,47.24,Porphyritic quartz diorite,pqd,Intrusive
CA-2R,47.24,49.07,Monzogranite porphyry,mgp,Intrusive
CA-2R,49.07,54.86,Porphyritic quartz diorite,pqd,Intrusive
CA-3,0,74.68,Glory Hole volcanics,GHv,Volcanic
CA-3,74.68,483.41,Porphyritic quartz diorite,pqd,Intrusive
CA-3R,0,38.1,Porphyritic quartz diorite,pqd,Intrusive
CA-3R,38.1,38.4,Undiff - Faulted,fg,Fault
CA-3R,38.4,70.1,Porphyritic quartz diorite,pqd,Intrusive
CA-4R,0,12.19,Porphyritic quartz diorite,pqd,Intrusive
CA-4R,12.19,21.34,Breccia undiff,bx,Breccia
CA-4R,21.34,24.38,Porphyritic quartz diorite,pqd,Intrusive
CA-4R,24.38,78.03,Granodiorite porphyry undiff,gdp,Intrusive
CA-4R,78.03,91.44,Porphyritic quartz diorite,pqd,Intrusive
CA-5R,0,48.77,Porphyritic quartz diorite,pqd,Intrusive
CA-5R,48.77,158.5,Breccia undiff,bx,Breccia
CA-5R,158.5,243.84,Porphyritic quartz diorite,pqd,Intrusive
CA-6R,0,45.72,Porphyritic quartz diorite,pqd,Intrusive
CA-6R,45.72,176.78,Breccia undiff,bx,Breccia
CA-6R,176.78,182.88,Porphyritic quartz diorite,pqd,Intrusive
CA-7R,0,15.24,Porphyritic quartz diorite,pqd,Intrusive
CA-7R,15.24,48.77,Porphyritic quartz diorite,pqd,Intrusive
CA-7R,48.77,50.9,Porphyritic quartz diorite,pqd,Intrusive
CA-7R,50.9,52.73,Felsic Undiff,Fels,Felsic Dyke
CA-7R,52.73,56.39,Porphyritic quartz diorite,pqd,Intrusive
CA-7R,56.39,59.44,Felsic Undiff,Fels,Felsic Dyke
CA-7R,59.44,76.2,Porphyritic quartz diorite,pqd,Intrusive
CA-8R,0,24.38,Porphyritic quartz diorite,pqd,Intrusive
CA-8R,24.38,54.86,Breccia undiff,bx,Breccia
CA-8R,54.86,76.2,Porphyritic quartz diorite,pqd,Intrusive
CA-9R,0,15.24,Porphyritic quartz diorite,pqd,Intrusive
CA-9R,15.24,18.29,Void,Void,Void
CA-9R,18.29,36.58,Porphyritic quartz diorite,pqd,Intrusive
CA-9R,36.58,155.45,Breccia undiff,bx,Breccia
CA-9R,155.45,182.88,Porphyritic quartz diorite,pqd,Intrusive
CA28_PLUS_3A,0,212.04,Granodiorite,gd,Intrusive
CA28_PLUS_3A,212.04,218,Monzogranite porphyry,mgp,Intrusive
CA28_PLUS_3A,218,337.29,Granodiorite,gd,Intrusive
CA28_PLUS_3A,337.29,339.22,Monzogranite porphyry,mgp,Intrusive
CA28_PLUS_3A,339.22,379.54,Granodiorite,gd,Intrusive
CA28_PLUS_3A,379.54,380.3,Monzogranite porphyry,mgp,Intrusive
CA28_PLUS_3A,380.3,446.23,Granodiorite,gd,Intrusive
CA28_PLUS_3A,446.23,496.76,Patchy breccia,bxp,Alt-Min Breccia
CA28_PLUS_3A,496.76,510.94,Monzogranite porphyry,mgp,Intrusive
CA28_PLUS_3A,510.94,568.76,Granodiorite porphyry 1,gdp1,Intrusive
CA28_PLUS_4,172.52,176.78,Granodiorite,gd,Intrusive
CA28_PLUS_4,176.78,177.39,Monzogranite porphyry,mgp,Intrusive
CA28_PLUS_4,177.39,334.21,Granodiorite,gd,Intrusive
CA28_PLUS_4,334.21,335.28,Monzogranite porphyry,mgp,Intrusive
CA28_PLUS_4,335.28,469.09,Granodiorite,gd,Intrusive
CA28_PLUS_4,469.09,476.96,Monzogranite porphyry,mgp,Intrusive
CA28_PLUS_4,476.96,511.3,Granodiorite,gd,Intrusive
CA28_PLUS_4,511.3,512.83,Monzogranite porphyry,mgp,Intrusive
CA28_PLUS_4,512.83,518.92,Granodiorite,gd,Intrusive
CA28_PLUS_4,518.92,565.1,Hydrothermally cemented breccia,Bxh,Alt-Min Breccia
CA28_PLUS_4,565.1,575.46,Granodiorite,gd,Intrusive
CA28_PLUS_4,575.46,577.35,Monzogranite porphyry,mgp,Intrusive
CA28_PLUS_5,0,497.42,Granodiorite,gd,Intrusive
CA28_PLUS_5,497.42,506.27,Monzogranite porphyry,mgp,Intrusive
CA28_PLUS_5,506.27,510.84,Granodiorite,gd,Intrusive
CA28_PLUS_5,510.84,511.3,Monzogranite porphyry,mgp,Intrusive
CA28_PLUS_5,511.3,535.53,Granodiorite,gd,Intrusive
CA28_PLUS_5,535.53,538.89,Monzogranite porphyry,mgp,Intrusive
CA28_PLUS_5,538.89,566.62,Granodiorite,gd,Intrusive
CA28_PLUS_8,0,452.5,Granodiorite,gd,Intrusive
CA28_PLUS_8,452.5,454.46,Min Igneous cemented breccia,Bxim,Alt-Min Breccia
CA28_PLUS_8,454.46,525.48,Granodiorite,gd,Intrusive
CA30_PLUS_3,0,225.25,Porphyritic quartz diorite,pqd,Intrusive
CA30_PLUS_3,225.25,225.86,Monzogranite porphyry,mgp,Intrusive
CA30_PLUS_3,225.86,341.68,Porphyritic quartz diorite,pqd,Intrusive
CA30_PLUS_3,341.68,384.05,Breccia undiff,bx,Breccia
CA30_PLUS_3,384.05,386.18,Porphyritic quartz diorite,pqd,Intrusive
CA30_PLUS_3,386.18,420.02,Breccia undiff,bx,Breccia
CA30_PLUS_3,420.02,423.67,Porphyritic quartz diorite,pqd,Intrusive
CA30_PLUS_3,423.67,426.11,Breccia undiff,bx,Breccia
CA30_PLUS_3,426.11,426.72,Felsic Undiff,Fels,Felsic Dyke
CA30_PLUS_3,426.72,427.18,Porphyritic quartz diorite,pqd,Intrusive
CA30_PLUS_3,427.18,447.75,Porphyritic quartz diorite,pqd,Intrusive
CA30_PLUS_3,447.75,448.67,Granodiorite porphyry undiff,gdp,Intrusive
CA30_PLUS_3,448.67,452.93,Porphyritic quartz diorite,pqd,Intrusive
CA30_PLUS_4,0,7.92,Porphyritic quartz diorite,pqd,Intrusive
CA30_PLUS_4,7.92,8.08,Undiff - Faulted,fg,Fault
CA30_PLUS_4,8.08,60.05,Porphyritic quartz diorite,pqd,Intrusive
CA30_PLUS_4,60.05,60.2,Undiff - Faulted,fg,Fault
CA30_PLUS_4,60.2,166.12,Porphyritic quartz diorite,pqd,Intrusive
CA30_PLUS_4,166.12,166.42,Monzogranite porphyry,mgp,Intrusive
CA30_PLUS_4,166.42,183.95,Porphyritic quartz diorite,pqd,Intrusive
CA30_PLUS_4,183.95,184.1,Monzogranite porphyry,mgp,Intrusive
CA30_PLUS_4,184.1,189.43,Porphyritic quartz diorite,pqd,Intrusive
CA30_PLUS_4,189.43,189.59,Monzogranite porphyry,mgp,Intrusive
CA30_PLUS_4,189.59,214.58,Porphyritic quartz diorite,pqd,Intrusive
CA30_PLUS_4,214.58,258.47,Granodiorite,gd,Intrusive
CA30_PLUS_4,258.47,258.93,Monzogranite porphyry,mgp,Intrusive
CA30_PLUS_4,258.93,313.33,Granodiorite,gd,Intrusive
CA30_PLUS_4,313.33,315.77,Monzogranite porphyry,mgp,Intrusive
CA30_PLUS_4,315.77,484.94,Granodiorite,gd,Intrusive
CA30_PLUS_4,484.94,491.64,Monzogranite porphyry,mgp,Intrusive
CA30_PLUS_4,491.64,509.02,Granodiorite,gd,Intrusive
CA30_PLUS_5,0,525.48,Granodiorite,gd,Intrusive
CA30_PLUS_6,0,167.79,Porphyritic quartz diorite,pqd,Intrusive
CA30_PLUS_6,167.79,167.95,Monzogranite porphyry,mgp,Intrusive
CA30_PLUS_6,167.95,198.27,Porphyritic quartz diorite,pqd,Intrusive
CA30_PLUS_6,198.27,503.07,Granodiorite,gd,Intrusive
CA30_PLUS_6,503.07,505.97,Igneous cemented breccia,Bxi,Breccia
CA30_PLUS_6,505.97,523.95,Granodiorite,gd,Intrusive
CA32_PLUS_3,0,340.46,Granodiorite,gd,Intrusive
CA32_PLUS_3,340.46,350.52,Hydrothermally cemented breccia,Bxh,Alt-Min Breccia
CA32_PLUS_3,350.52,355.4,Min Igneous cemented breccia,Bxim,Alt-Min Breccia
CA32_PLUS_3,355.4,358.75,Granodiorite,gd,Intrusive
CA32_PLUS_3,358.75,389.23,Hydrothermally cemented breccia,Bxh,Alt-Min Breccia
