hole_ID,depth_from,depth_to,Cu_pct,Mo_pct,Ag_ppm,Au_ppm
A-11,6.1,9.14,0.02,,,
A-11,9.14,12.19,0.03,,,
A-11,12.19,15.24,0.02,,,
A-11,15.24,18.29,0.03,,,
A-11,18.29,21.34,0.02,,,
A-11,21.34,24.38,0.03,,,
A-11,24.38,27.43,0.03,,,
A-11,27.43,30.48,0.03,,,
A-11,30.48,33.53,0.03,,,
A-11,33.53,36.58,0.03,,,
A-11,36.58,39.62,0.02,,,
A-11,39.62,42.67,0.02,,,
A-11,42.67,45.72,0.02,,,
A-11,45.72,48.77,0.03,,,
A-11,48.77,51.82,0.03,,,
A-11,51.82,54.86,0.03,,,
A-11,54.86,57.91,0.03,,,
A-11,57.91,60.96,0.02,,,
A-11,60.96,64.01,0.03,,,
A-11,64.01,67.06,0.03,,,
A-11,67.06,70.1,0.02,,,
A-11,70.1,73.15,0.02,,,
A-11,73.15,76.2,0.09,,,
A-11,76.2,79.25,0.02,,,
A-11,79.25,82.3,0.03,,,
A-11,82.3,85.34,0.03,,,
A-11,85.34,88.39,0.02,,,
A-11,88.39,91.44,0.02,,,
A-11,91.44,94.49,0.03,,,
A-11,94.49,97.54,0.03,,,
A-11,97.54,100.58,0.03,,,
A-11,100.58,103.63,0.03,,,
A-11,103.63,106.68,0.02,,,
A-11,106.68,109.73,0.02,,,
A-11,109.73,112.78,0.02,,,
A-11,112.78,115.82,0.03,,,
A-11,115.82,118.87,0.03,,,
A-11,118.87,121.92,0.02,,,
A-11,121.92,124.97,0.02,,,
A-11,124.97,128.02,0.02,,,
A-11,128.02,131.06,0.01,,,
A-11,131.06,134.11,0.02,,,
A-11,134.11,137.16,0.01,,,
A-11,137.16,140.21,0.01,,,
A-11,140.21,143.26,0.02,,,
A-11,143.26,146.3,0.01,,,
A-11,146.3,149.35,0.02,,,
A-11,149.35,152.4,0.02,,,
A-11,152.4,155.45,0.03,,,
A-11,155.45,158.5,0.01,,,
A-11,158.5,161.54,0.02,,,
A-11,161.54,164.59,0.01,,,
A-11,164.59,167.64,0.01,,,
A-11,167.64,170.69,0.02,,,
A-11,170.69,173.74,0.02,,,
A-11,173.74,176.78,0.01,,,
A-11,176.78,179.83,0.02,,,
A-11,179.83,182.88,0.01,,,
A-11,182.88,185.93,0.02,,,
A-11,185.93,188.98,0.01,,,
A-11,188.98,192.02,0.02,,,
A-11,192.02,195.07,0.03,,,
A-11,195.07,198.12,0.02,,,
A-11,198.12,201.17,0.02,,,
A-11,201.17,204.22,0.02,,,
A-11,204.22,207.26,0.02,,,
A-11,207.26,210.31,0.02,,,
A-11,210.31,213.36,0.01,,,
A-11,213.36,216.41,0.02,,,
A-11,216.41,219.46,0.02,,,
A-11,219.46,222.5,0.02,,,
A-11,222.5,225.55,0.02,,,
A-11,225.55,228.6,0.01,,,
A-11,228.6,231.65,0.02,,,
A-11,231.65,234.7,0.02,,,
A-11,234.7,237.74,0.02,,,
A-11,237.74,240.79,0.02,,,
A-11,240.79,243.84,0.01,,,
A-11,243.84,246.89,0.02,,,
A-11,246.89,249.94,0.02,,,
A-11,249.94,252.98,0.02,,,
A-11,252.98,256.03,0.01,,,
A-11,256.03,259.08,0.01,,,
A-11,259.08,262.13,0.01,,,
A-11,262.13,265.18,0.03,,,
A-11,265.18,268.22,0.02,,,
A-11,268.22,271.27,0.01,,,
A-11,271.27,274.32,0.03,,,
A-11,274.32,277.37,0.02,,,
A-11,277.37,280.42,0.03,,,
A-11,280.42,283.46,0.03,,,
A-11,283.46,286.51,0.03,,,
A-11,286.51,289.56,0.03,,,
A-11,289.56,292.61,0.02,,,
A-11,292.61,295.66,0.03,,,
A-11,295.66,298.7,0.03,,,
A-11,298.7,301.75,0.03,,,
A-11,301.75,304.8,0.02,,,
A-11,304.8,307.85,0.02,,,
A-11,307.85,310.9,0.02,,,
A-11,310.9,313.94,0.03,,,
A-11,313.94,316.99,0.03,,,
A-11,316.99,320.04,0.03,,,
A-11,320.04,323.09,0.03,,,
A-11,323.09,326.14,0.05,,,
A-11,326.14,329.18,0.03,,,
A-11,329.18,332.23,0.03,,,
A-11,332.23,335.28,0.05,,,
A-11,335.28,338.33,0.04,,,
A-11,338.33,341.38,0.02,,,
A-11,341.38,344.43,0.02,,,
A-11,344.43,347.47,0.02,,,
A-11,347.47,350.52,0.01,,,
A-11,350.52,353.57,0.02,,,
A-11,353.57,356.62,0.02,,,
A-11,356.62,359.67,0.02,,,
A-11,359.67,362.71,0.01,,,
A-11,362.71,365.76,0.01,,,
A-11,365.76,368.81,0.02,,,
A-11,368.81,371.86,0.02,,,
A-11,371.86,374.91,0.01,,,
A-11,374.91,377.95,0.01,,,
A-11,377.95,381,0.01,,,
A-11,381,384.05,0.02,,,
A-11,384.05,387.1,0.02,,,
A-11,387.1,390.15,0.02,,,
A-11,390.15,393.19,0.01,,,
A-11,393.19,396.24,0.02,,,
A-11,396.24,399.29,0.02,,,
A-11,399.29,402.34,0.01,,,
A-11,402.34,405.39,0.02,,,
A-11,405.39,408.43,0.02,,,
A-11,408.43,411.48,0.02,,,
A-11,411.48,414.53,0.02,,,
A-11,414.53,417.58,0.01,,,
A-11,417.58,420.63,0.01,,,
A-11,420.63,423.67,0.01,,,
A-11,423.67,426.72,0.01,,,
A-11,426.72,429.77,0.01,,,
A-11,429.77,432.82,0.02,,,
A-11,432.82,435.87,0.01,,,
A-11,435.87,438.91,0.01,,,
A-11,438.91,441.96,0.01,,,
AE-1,0,1.83,0.0245,0.000585,0.25,
AE-1,1.83,4.88,0.0342,0.00065,0.36,
AE-1,4.88,7.92,0.0335,0.000357,0.2,
AE-1,7.92,10.97,0.0393,0.000214,0.13,
AE-1,10.97,14.02,0.033,0.00053,0.13,
AE-1,14.02,17.07,0.0378,0.000432,0.15,
AE-1,17.07,20.27,0.0272,0.000486,0.11,
AE-1,20.27,23.16,0.0116,0.000525,0.06,
AE-1,23.16,26.21,0.0306,0.000487,0.15,
AE-1,26.21,29.26,0.0343,0.00053,0.12,
AE-1,29.26,32.31,0.01355,0.00054,0.09,
AE-1,32.31,35.36,0.01525,0.000429,0.07,
AE-1,35.36,38.4,0.0319,0.00052,0.14,
AE-1,38.4,41.45,0.0592,0.000459,0.22,
AE-1,41.45,44.5,0.0423,0.000494,0.2,
AE-1,44.5,47.55,0.0391,0.000316,0.29,
AE-1,47.55,50.6,0.0354,0.000485,0.16,
AE-1,50.6,53.64,0.0276,0.000635,0.13,
AE-1,53.64,56.69,0.0676,0.000595,0.23,
AE-1,56.69,59.74,0.0369,0.000418,0.18,
AE-1,59.74,62.79,0.0429,0.000645,0.17,
AE-1,62.79,65.84,0.0356,0.00081,0.18,
AE-1,65.84,68.89,0.0334,0.000675,0.08,
AE-1,68.89,71.93,0.1145,0.001455,0.81,
AE-1,71.93,74.98,0.0615,0.00277,0.23,
AE-1,74.98,78.03,0.0734,0.00098,0.23,
AE-1,78.03,81.08,0.103,0.000905,0.24,
AE-1,81.08,84.13,0.0852,0.00303,0.19,
AE-1,84.13,87.17,0.0608,0.001275,0.16,
AE-1,87.17,90.22,0.0695,0.00168,0.27,
AE-1,90.22,93.27,0.0858,0.00105,0.33,
AE-1,93.27,96.32,0.048,0.00057,0.16,
AE-1,96.32,99.37,0.0964,0.000485,0.44,
AE-1,99.37,102.41,0.1035,0.00066,0.25,
AE-1,102.41,105.46,0.0443,0.00097,0.26,
AE-1,105.46,108.51,0.0741,0.00057,0.37,
AE-1,108.51,111.56,0.072,0.000438,0.38,
AE-1,111.56,114.61,0.0381,0.000398,0.33,
AE-1,114.61,117.65,0.1025,0.000393,0.45,
AE-1,117.65,120.7,0.0718,0.00057,0.36,
AE-1,120.7,123.75,0.0381,0.001045,0.27,
AE-1,123.75,126.8,0.0423,0.0008,0.23,
AE-1,126.8,129.85,0.0616,0.000655,0.14,
AE-1,129.85,132.89,0.044,0.000865,0.14,
AE-1,132.89,135.94,0.0522,0.00059,0.31,
AE-1,135.94,138.99,0.032,0.000467,0.15,
AE-1,138.99,142.04,0.0254,0.000479,0.14,
AE-1,142.04,145.09,0.0307,0.00094,0.14,
AE-1,145.09,148.13,0.037,0.00105,0.14,
AE-1,148.13,151.18,0.0591,0.001485,0.26,
AE-1,151.18,154.23,0.01395,0.0007,0.06,
AE-1,154.23,157.28,0.0785,0.00136,0.24,
AE-1,157.28,160.33,0.0653,0.001205,0.23,
AE-1,160.33,163.37,0.0155,0.00096,0.07,
AE-1,163.37,166.42,0.056,0.00089,0.16,
AE-1,166.42,169.47,0.0432,0.00104,0.14,
AE-1,169.47,172.52,0.0651,0.00074,0.33,
AE-1,172.52,175.72,0.0999,0.00072,0.41,
AE-1,175.72,178.61,0.0536,0.00072,0.23,
AE-1,178.61,181.66,0.0673,0.000745,0.28,
AE-1,181.66,184.71,0.01585,0.00085,0.12,
AE-1,184.71,187.76,0.01905,0.001015,0.1,
AE-1,187.76,190.81,0.0902,0.00087,0.36,
AE-1,190.81,193.85,0.0263,0.000845,0.14,
AE-1,193.85,196.9,0.0193,0.000765,0.08,
AE-1,196.9,198.12,0.00633,0.00056,0.03,
AE-1,198.12,201.17,0.04,-0.005,,
AE-1,201.17,204.22,0.1,-0.005,,
AE-1,204.22,207.26,1.03,0.025,,
AE-1,207.26,210.31,0.99,0.02,,
AE-1,210.31,213.36,0.91,0.02,,
AE-1,213.36,216.41,0.56,0.015,,
AE-1,216.41,219.46,1.22,0.03,,
AE-1,219.46,222.5,0.4,0.01,,
AE-1,222.5,225.55,0.55,0.005,,
AE-1,225.55,228.6,0.21,-0.005,,
AE-1,228.6,231.65,0.53,0.005,,
AE-1,231.65,234.7,0.44,0.01,,
AE-1,234.7,237.74,0.51,0.035,,
AE-1,237.74,240.79,0.42,0.01,,
AE-1,240.79,243.84,0.38,-0.005,,
AE-1,243.84,246.89,0.13,-0.005,,
AE-1,246.89,249.94,0.35,0.01,,
AE-1,249.94,252.98,0.33,0.015,,
AE-1,252.98,256.03,0.4,0.015,,
AE-1,256.03,259.08,0.58,0.01,,
AE-1,259.08,262.13,0.45,0.015,,
AE-1,262.13,265.18,0.28,0.01,,
AE-1,265.18,268.22,0.71,0.01,,
AE-1,268.22,271.27,1.07,0.025,,
AE-1,271.27,274.32,0.83,0.015,,
AE-1,274.32,277.37,0.95,0.03,,
AE-1,277.37,280.42,0.3,0.01,,
AE-1,280.42,283.46,0.68,0.015,,
AE-1,283.46,286.51,0.87,0.025,,
AE-1,286.51,289.56,1.05,0.005,,
AE-1,289.56,292.61,0.7,0.005,,
AE-1,292.61,295.66,1.12,0.005,,
AE-1,295.66,298.7,0.22,-0.005,,
AE-1,298.7,301.75,0.39,-0.005,,
AE-1,301.75,304.8,0.97,-0.005,,
AE-1,304.8,307.85,0.43,0.005,,
AE-1,307.85,310.9,0.32,-0.005,,
AE-1,310.9,313.94,0.28,-0.005,,
AE-1,313.94,316.99,0.18,-0.005,,
AE-1,316.99,320.04,0.29,-0.005,,
AE-1,320.04,323.09,0.23,-0.005,,
AE-1,323.09,326.14,0.4,-0.005,,
AE-1,326.14,329.18,0.46,-0.005,,
AE-1,329.18,332.23,0.27,-0.005,,
AE-1,332.23,335.28,0.11,-0.005,,
AE-1,335.28,338.33,0.29,-0.005,,
AE-1,338.33,341.38,0.29,-0.005,,
AE-1,341.38,344.43,0.34,0.005,,
AE-1,344.43,347.47,0.13,-0.005,,
AE-1,347.47,350.52,0.34,-0.005,,
AE-1,350.52,353.57,0.29,0.005,,
AE-1,353.57,356.62,0.13,-0.005,,
AE-1,356.62,359.67,0.35,0.005,,
AE-1,359.67,362.71,0.33,-0.005,,
AE-1,362.71,365.76,0.3,-0.005,,
AE-1,365.76,368.81,0.29,-0.005,,
AE-1,368.81,371.86,0.25,-0.005,,
AE-1,371.86,374.91,0.24,-0.005,,
AE-1,374.91,377.95,0.45,-0.005,,
AE-1,377.95,381,0.15,-0.005,,
AE-1,381,384.05,0.45,0.005,,
AE-1,384.05,387.1,0.52,0.005,,
AE-1,387.1,390.15,0.31,-0.005,,
AE-1,390.15,393.19,0.13,-0.005,,
AE-1,393.19,396.24,0.22,-0.005,,
AE-1,396.24,398.07,0.0737,0.0066,0.18,
AE-1,398.07,401.12,0.0851,0.00181,0.3,
AE-1,401.12,404.17,0.1175,0.00135,0.52,
AE-1,404.17,407.21,0.136,0.000645,0.47,
AE-1,407.21,410.26,0.224,0.000477,0.62,
AE-1,410.26,413.31,0.058,0.000655,0.21,
AE-1,413.31,416.36,0.129,0.001475,0.49,
AE-1,416.36,419.41,0.0836,0.00163,0.34,
AE-1,419.41,422.45,0.0486,0.00194,0.15,
AE-1,422.45,425.5,0.1385,0.00103,0.45,
AE-1,425.5,428.55,0.1405,0.000675,0.37,
AE-1,428.55,431.6,0.113,0.00082,0.28,
AE-1,431.6,434.65,0.1565,0.00129,0.71,
AE-1,434.65,437.69,0.0913,0.0012,0.3,
AE-1,437.69,440.74,0.0953,0.000885,0.32,
AE-1,440.74,443.79,0.0826,0.00158,0.36,
AE-1,443.79,446.84,0.117,0.000795,0.39,
AE-1,446.84,449.89,0.106,0.001225,0.42,
AE-1,449.89,452.93,0.1185,0.000955,0.45,
AE-1,452.93,455.98,0.0753,0.00089,0.28,
AE-1,455.98,459.03,0.0977,0.00091,0.33,
AE-1,459.03,462.08,0.348,0.0012,1.34,
AE-1,462.08,465.13,0.22,0.00066,0.59,
AE-1,465.13,468.17,0.225,0.000484,0.65,
AE-1,468.17,471.22,0.246,0.000535,1.01,
AE-1,471.22,474.27,0.1315,0.000865,0.44,
AE-1,474.27,477.32,0.0594,0.00132,0.25,
AE-1,477.32,480.37,0.1015,0.00116,0.29,
AE-1,480.37,483.41,0.0759,0.000945,0.19,
AE-1,483.41,486.46,0.1865,0.00105,0.77,
AE-1,486.46,489.51,0.0897,0.001365,0.19,
AE-1,489.51,492.56,0.0915,0.00105,0.26,
AE-1,492.56,495.61,0.083,0.0008,0.18,
AE-1,495.61,498.65,0.1155,0.00209,0.46,
AE-1,498.65,501.7,0.0722,0.00085,0.23,
AE-1,501.7,504.75,0.0514,0.00061,0.19,
AE-1,504.75,507.8,0.334,0.00106,0.95,
AE-1,507.8,510.85,0.147,0.00219,0.47,
AE-1,510.85,513.89,0.1305,0.00217,0.89,
AE-1,513.89,516.94,0.0904,0.000945,0.34,
AE-1,516.94,519.99,0.0562,0.001075,0.19,
AE-1,519.99,522.73,0.0657,0.000488,0.18,
AE-1,522.73,525.78,0.09,0.003,,-0.01
AE-1,525.78,527.15,0.38,0.006,,0.01
AE-1,527.15,528.68,0.32,0.005,,0.01
AE-1,528.68,530.05,0.26,0.002,,0.01
AE-1,530.05,533.1,0.28,0.001,,0.01
AE-1,533.1,536.14,0.15,0.002,,-0.01
AE-1,536.14,538.13,0.16,0.002,,-0.01
AE-1,538.13,540.41,1.43,0.002,,0.02
AE-1,540.41,541.94,0.18,0.001,,0.01
AE-1,541.94,544.92,0.09,0.001,,-0.01
AE-1,544.92,546.2,0.4,0.001,,0.01
AE-1,546.2,547.73,0.04,0.001,,-0.01
AE-1,547.73,550.47,0.0433,0.000925,0.21,
AE-1,550.47,553.52,0.12,0.00209,0.19,
AE-1,553.52,556.57,0.0565,0.00065,0.47,
AE-1,556.57,559.61,0.0834,0.00081,0.4,
AE-1,559.61,562.66,0.238,0.000955,0.89,
AE-1,562.66,565.71,0.08,0.000555,0.26,
AE-1,565.71,568.76,0.23,0.000705,0.43,
AE-1,568.76,571.81,0.281,0.000695,0.69,
AE-1,571.81,574.85,0.253,0.000625,0.43,
AE-1,574.85,577.9,0.1095,0.00082,0.26,
AE-1,577.9,580.95,0.0785,0.001015,0.15,
AE-1,580.95,584,0.168,0.00099,0.36,
AE-1,584,587.05,0.1695,0.000458,0.37,
AE-1,587.05,590.09,0.0735,0.00065,0.28,
AE-1,590.09,593.14,0.23,0.00069,0.7,
AE-1,593.14,596.19,0.529,0.000635,1.23,
AE-1,596.19,599.24,0.0711,0.000815,0.14,
AE-1,599.24,602.29,0.0594,0.000845,0.13,
AE-1,602.29,605.33,0.0581,0.00135,0.12,
AE-1,605.33,608.38,0.14,0.00108,0.22,
AE-1,608.38,610.21,0.709,0.00274,0.5,
AE-1R,94.49,97.54,0.03,,,
AE-1R,97.54,100.58,0.05,,,
AE-1R,100.58,103.63,0.06,,,
AE-1R,103.63,106.68,0.1,,,
AE-1R,106.68,109.73,0.24,,,
AE-1R,109.73,112.78,0.23,,,
AE-1R,112.78,115.82,0.33,,,
AE-1R,115.82,118.87,0.11,,,
AE-1R,118.87,121.92,0.08,,,
AE-1R,121.92,124.97,0.1,,,
AE-1R,124.97,128.02,0.12,,,
AE-1R,128.02,131.06,0.27,,,
AE-1R,131.06,134.11,0.08,,,
AE-1R,134.11,137.16,0.11,,,
AE-1R,137.16,140.21,0.07,,,
AE-1R,140.21,143.26,0.07,,,
AE-1R,143.26,146.3,0.1,,,
AE-1R,146.3,149.35,0.13,,,
AE-1R,149.35,152.4,0.07,,,
AE-1R,152.4,155.45,0.05,,,
AE-1R,155.45,158.5,0.08,,,
AE-1R,158.5,161.54,0.06,,,
AE-1R,161.54,164.59,0.09,,,
AE-1R,164.59,167.64,0.04,,,
AE-1R,167.64,170.69,0.07,,,
AE-1R,170.69,173.74,0.06,,,
AE-1R,173.74,176.78,0.12,,,
AE-1R,176.78,179.83,0.3,,,
AE-1R,179.83,182.88,0.32,,,
AE-1R,182.88,185.93,0.38,0.002,,
AE-1R,185.93,188.98,0.48,0.002,,
AE-1R,188.98,192.02,0.3,0.002,,
AE-1R,192.02,195.07,0.17,0.002,,
AE-1R,195.07,198.12,0.14,0.002,,
AE-1R,198.12,201.17,0.13,0.003,,
AE-1R,201.17,204.22,0.13,0.002,,
AE-1R,204.22,207.26,0.16,0.003,,
AE-1R,207.26,210.31,0.1,0.003,,
AE-1R,210.31,213.36,0.17,0.003,,
AE-1R,213.36,216.41,0.12,0.003,,
AE-1R,216.41,219.46,0.32,0.004,,
AE-1R,219.46,222.5,0.23,0.003,,
AE-1R,222.5,225.55,0.26,0.003,,
AE-1R,225.55,228.6,0.47,0.003,,
AE-1R,228.6,231.65,0.29,0.003,,
AE-1R,231.65,234.7,0.62,0.003,,
AE-1R,234.7,237.74,0.3,0.004,,
AE-1R,237.74,240.79,0.29,0.003,,
AE-1R,240.79,243.84,0.13,0.004,,
AE-1R,243.84,246.89,0.36,0.003,,
AE-1R,246.89,249.94,0.26,0.003,,
AE-1R,249.94,252.98,0.16,,,
AE-1R,252.98,256.03,0.15,,,
AE-1R,256.03,259.08,0.16,,,
AE-1R,259.08,262.13,0.15,,,
AE-1R,262.13,265.18,0.1,,,
AE-1R,265.18,268.22,0.1,,,
AE-1R,268.22,271.27,0.2,,,
AE-1R,271.27,274.32,0.2,,,
AE-1R,274.32,277.37,0.2,,,
AE-1R,277.37,280.42,0.25,,,
AE-1R,280.42,283.46,0.3,,,
AE-1R,283.46,286.51,0.18,,,
AE-1R,286.51,289.56,0.27,,,
AE-1R,289.56,292.61,0.48,0.003,,
AE-1R,292.61,295.66,0.21,0.002,,
AE-1R,295.66,298.7,0.17,0.002,,
AE-1R,298.7,301.75,0.23,0.003,,
AE-1R,301.75,304.8,0.59,0.003,,
AE-2,0,2.74,0.0453,0.000815,0.4,
AE-2,2.74,5.94,0.0586,0.00124,0.64,
AE-2,5.94,8.84,0.0576,0.000885,0.85,
AE-2,8.84,11.89,0.1255,0.00081,0.42,
AE-2,11.89,14.94,0.142,0.00098,0.67,
AE-2,14.94,17.98,0.446,0.000805,1.44,
AE-2,17.98,21.03,0.198,0.00076,0.93,
AE-2,21.03,24.08,0.1455,0.000845,0.6,
AE-2,24.08,27.13,0.1235,0.000745,0.54,
AE-2,27.13,30.18,0.0839,0.000815,0.29,
AE-2,30.18,33.22,0.0989,0.00073,0.51,
AE-2,33.22,36.27,0.218,0.000725,0.63,
AE-2,36.27,39.32,0.1095,0.00063,0.49,
AE-2,39.32,42.37,0.0512,0.000605,0.39,
AE-2,42.37,45.42,0.335,0.00092,1.73,
AE-2,45.42,48.46,0.303,0.00079,1.5,
AE-2,48.46,51.51,0.0991,0.000925,0.54,
AE-2,51.51,54.56,0.0961,0.000515,0.33,
AE-2,54.56,57.61,0.064,0.00061,0.41,
AE-2,57.61,60.66,0.0222,0.00085,0.12,
AE-2,60.66,63.7,0.199,0.000835,1.1,
AE-2,63.7,66.75,0.1305,0.000445,0.54,
AE-2,66.75,69.8,0.602,0.000725,2,
AE-2,69.8,72.85,0.1355,0.000258,0.51,
AE-2,72.85,75.9,0.0586,0.00035,0.31,
AE-2,75.9,78.94,0.0705,0.000416,0.4,
AE-2,78.94,81.99,0.03,0.000675,0.16,
AE-2,81.99,85.04,0.0512,0.000745,0.26,
AE-2,85.04,88.09,0.1035,0.000735,0.5,
AE-2,88.09,91.14,0.152,0.000735,0.79,
AE-2,91.14,94.18,0.0465,0.000795,0.44,
AE-2,94.18,97.23,0.1595,0.001,0.49,
AE-2,97.23,100.28,0.0373,0.00162,0.2,
AE-2,100.28,103.33,0.0406,0.000855,0.21,
AE-2,103.33,106.38,0.0575,0.000585,0.17,
AE-2,106.38,109.42,0.0466,0.00089,0.22,
AE-2,109.42,112.47,0.01375,0.00103,0.1,
AE-2,112.47,115.52,0.01115,0.000464,0.12,
AE-2,115.52,118.57,0.0392,0.000475,0.21,
AE-2,118.57,121.62,0.0788,0.00068,0.37,
AE-2,121.62,124.66,0.0409,0.000505,0.2,
AE-2,124.66,127.71,0.0279,0.000489,0.14,
AE-2,127.71,130.76,0.134,0.00059,1.11,
AE-2,130.76,133.81,0.086,0.000327,0.21,
AE-2,133.81,136.86,0.0324,0.00024,0.12,
AE-2,136.86,139.9,0.1375,0.000365,0.42,
AE-2,139.9,142.95,0.067,0.000282,0.29,
AE-2,142.95,146,0.1265,0.000325,0.3,
AE-2,146,149.05,0.119,0.000595,0.34,
AE-2,149.05,152.1,0.085,0.00173,0.26,
AE-2,152.1,155.14,0.1535,0.00161,0.48,
AE-2,155.14,158.19,0.0994,0.000775,0.21,
AE-2,158.19,161.24,0.173,0.000885,0.44,
AE-2,161.24,164.29,0.1175,0.00054,0.25,
AE-2,164.29,167.34,0.107,0.000142,0.32,
AE-2,167.34,169.16,0.0278,0.000243,0.11,
AE-2,169.16,172.21,0.1085,0.00077,0.6,
AE-2,172.21,173.43,0.0922,0.001035,0.75,
AE-2,173.43,176.48,0.1175,0.00212,0.49,
AE-2,176.48,179.53,0.0714,0.00171,0.15,
AE-2,179.53,182.58,0.0437,0.00111,0.07,
AE-2,182.58,185.62,0.0832,0.000495,0.29,
AE-2,185.62,188.67,0.1525,0.00183,0.3,
AE-2,188.67,191.72,0.0644,0.000415,0.15,
AE-2,191.72,194.77,0.1095,0.00083,0.24,
AE-2,194.77,197.82,0.132,0.00062,0.41,
AE-2,197.82,200.86,0.0475,0.001165,0.14,
AE-2,200.86,203.91,0.0731,0.001015,0.12,
AE-2,203.91,206.96,0.0946,0.00147,0.31,
AE-2,206.96,210.01,0.0758,0.001015,0.15,
AE-2,210.01,213.06,0.0867,0.000215,0.3,
AE-2,213.06,214.28,0.254,0.00654,0.49,
AE-2,214.28,217.32,0.235,0.00086,1.19,
AE-2,217.32,219.15,0.242,0.00048,0.61,
AE-2,219.15,222.2,0.403,0.001065,1.33,
AE-2,222.2,225.25,0.262,0.00135,0.54,
AE-2,225.25,228.3,0.1025,0.000345,0.33,
AE-2,228.3,231.34,0.296,0.000325,0.62,
AE-2,231.34,234.39,0.241,0.00032,0.46,
AE-2,234.39,237.44,0.1465,0.000745,0.41,
AE-2,237.44,240.49,0.0905,0.00131,0.25,
AE-2,240.49,243.54,0.1135,0.000288,0.41,
AE-2,243.54,246.58,0.1055,0.00065,0.27,
AE-2,246.58,249.02,0.166,0.00032,0.56,
AE-2,249.02,250.85,0.237,0.00207,0.99,
AE-2,250.85,252.68,0.1575,0.00224,0.61,
AE-2,252.68,255.73,0.195,0.00053,0.64,
AE-2,255.73,259.08,0.1825,0.00226,0.55,
AE-2,259.08,262.13,0.19,-0.005,,
AE-2,262.13,265.18,0.1,-0.005,,
AE-2,265.18,268.22,0.1,-0.005,,
AE-2,268.22,271.27,0.2,-0.005,,
AE-2,271.27,274.32,0.24,-0.005,,
AE-2,274.32,277.37,0.38,0.065,,
AE-2,277.37,280.42,0.92,0.195,,
AE-2,280.42,283.46,0.47,0.04,,
AE-2,283.46,286.51,0.34,0.02,,
AE-2,286.51,289.56,0.87,0.065,,
AE-2,289.56,292.61,0.73,0.265,,
AE-2,292.61,295.66,1.01,0.895,,
AE-2,295.66,298.7,0.29,0.045,,
AE-2,298.7,301.75,0.1,0.005,,
AE-2,301.75,304.8,0.13,0.005,,
AE-2,304.8,307.54,0.177,0.000785,0.37,
AE-2,307.54,310.59,0.0764,0.00132,0.22,
AE-2,310.59,313.64,0.0643,0.00157,0.23,
AE-2,313.64,316.69,0.0662,0.00223,0.2,
AE-2,316.69,319.74,0.1435,0.00605,0.77,
AE-2,319.74,322.78,0.161,0.00343,0.42,
AE-2,322.78,325.83,0.126,0.00766,0.29,
AE-2,325.83,328.88,0.0853,0.01215,0.31,
AE-2,328.88,331.93,0.1165,0.00303,0.32,
AE-2,331.93,334.98,0.0703,0.00204,0.26,
AE-2,334.98,338.02,0.318,0.00132,0.83,
AE-2,338.02,341.07,0.246,0.01655,0.63,
AE-2,341.07,344.12,0.212,0.00212,0.57,
AE-2,344.12,347.17,1.335,0.00151,2.81,
AE-2,347.17,350.22,0.173,0.00128,0.69,
AE-2,350.22,353.26,0.108,0.00139,0.38,
AE-2,353.26,356.31,0.169,0.00041,0.67,
AE-2,356.31,359.36,0.2,0.00088,0.53,
AE-2,359.36,362.41,0.14,0.00069,0.56,
AE-2,362.41,365.76,0.152,0.000296,0.47,
AE-2,365.76,368.81,0.19,-0.005,,
AE-2,368.81,371.86,0.16,-0.005,,
AE-2,371.86,374.91,0.51,0.005,,
AE-2,374.91,377.95,0.47,0.005,,
AE-2,377.95,381,0.65,0.005,,
AE-2,381,384.05,0.49,0.005,,
AE-2,384.05,387.1,0.31,0.005,,
AE-2,387.1,390.15,0.51,0.005,,
AE-2,390.15,393.19,0.59,0.005,,
AE-2,393.19,396.24,0.48,-0.005,,
AE-2,396.24,399.29,0.46,0.005,,
AE-2,399.29,402.34,0.56,0.005,,
AE-2,402.34,405.39,0.45,-0.005,,
AE-2,405.39,408.43,0.13,-0.005,,
AE-2,408.43,411.48,0.19,0.005,,
AE-2,411.48,414.53,0.23,-0.005,,
AE-2,414.53,417.58,0.23,-0.005,,
AE-2,417.58,420.63,0.24,0.005,,
AE-2,420.63,423.67,0.34,0.005,,
AE-2,423.67,426.72,0.44,-0.005,,
AE-2,426.72,429.77,0.38,0.005,,
AE-2,429.77,432.82,0.19,-0.005,,
AE-2,432.82,435.87,0.47,-0.005,,
AE-2,435.87,438.91,0.6,0.005,,
AE-2,438.91,441.96,0.37,0.005,,
AE-2,441.96,445.01,0.18,0.005,,
AE-2,445.01,448.06,0.12,-0.005,,
AE-2,448.06,451.11,0.33,0.005,,
AE-2,451.11,454.15,0.16,-0.005,,
AE-2,454.15,457.2,0.31,0.005,,
AE-2,457.2,460.25,0.31,0.005,,
AE-2,460.25,463.3,0.51,0.005,,
AE-2,463.3,466.35,0.75,0.005,,
AE-2,466.35,469.39,0.49,0.005,,
AE-2,469.39,472.44,0.64,0.005,,
AE-2,472.44,475.49,0.56,0.005,,
AE-2,475.49,478.54,0.94,0.005,,
AE-2,478.54,481.59,1.1,0.005,,
AE-2,481.59,484.63,0.7,0.005,,
AE-2,484.63,487.68,0.32,-0.005,,
AE-2,487.68,490.73,0.56,0.005,,
AE-2,490.73,493.78,0.2,0.005,,
