hole_ID,depth_from,depth_to,Cu_pct,Mo_pct,Ag_ppm,Au_ppm
L-19,826.01,829.06,0.21,0.002,,
L-19,829.06,832.11,0.32,0.002,,
L-19,832.11,835.15,0.36,0.005,,
L-19,835.15,838.2,0.2,0.002,,
L-19,838.2,841.25,0.28,0.002,,
L-19,841.25,844.3,0.32,0.002,,
L-19,844.3,847.35,0.2,0.002,,
L-19,847.35,850.39,0.2,0.007,,
L-19,850.39,853.44,0.1,0.004,,
L-19,853.44,856.49,0.1,0.001,,
L-19,856.49,859.54,0.1,0.002,,
L-19,859.54,862.59,0.2,0.002,,
L-19,862.59,865.63,0.07,0.001,,
L-19,865.63,868.68,0.22,0.002,,
L-19,868.68,871.73,0.13,0.002,,
L-19,871.73,874.78,0.19,0.001,,
L-19,874.78,877.83,0.15,0.003,,
L-19,877.83,880.87,0.06,0.001,,
L-19,880.87,883.92,0.26,0.002,,
L-19,883.92,886.97,0.17,0.004,,
L-19,886.97,890.02,0.21,0.009,,
L-19,890.02,893.07,0.29,0.001,,
L-19,893.07,896.11,0.2,0.002,,
L-19,896.11,899.16,0.18,0.002,,
L-19,899.16,902.21,0.14,0.002,,
L-19,902.21,905.26,0.2,0.002,,
L-19,905.26,908.31,0.12,0.002,,
L-19,908.31,911.35,0.24,0.002,,
L-19,911.35,914.4,0.08,0.001,,
L-19,914.4,917.45,0.1,0.002,,
L-19,917.45,920.5,0.22,0.003,,
L-19,920.5,923.55,0.16,0.002,,
L-19,923.55,926.59,0.2,0.002,,
L-19,926.59,929.64,0.33,0.004,,
L-19,929.64,932.69,0.16,0.001,,
L-19,932.69,935.74,0.19,0.002,,
L-19,935.74,938.79,0.08,0.002,,
L-19,938.79,941.83,0.17,0.002,,
L-19,941.83,944.88,0.12,0.002,,
L-19,944.88,947.93,0.06,0.002,,
L-19,947.93,950.98,0.07,0.003,,
L-19,950.98,954.03,0.3,0.003,,
L-19,954.03,957.07,0.18,0.002,,
L-19,957.07,960.12,0.24,0.002,,
L-19,960.12,963.17,0.09,0.002,,
L-19,963.17,966.22,0.1,0.003,,
L-19,966.22,969.27,0.52,0.002,,
L-19,969.27,972.31,0.28,0.002,,
L-19,972.31,975.36,0.2,0.003,,
L-19,975.36,978.41,0.24,0.002,,
L-19,978.41,981.46,0.16,0.002,,
L-19,981.46,984.51,0.26,0.003,,
L-19,984.51,987.55,0.19,0.002,,
L-19,987.55,990.6,0.16,0.002,,
L-19,990.6,993.65,0.12,0.002,,
L-19,993.65,996.7,0.26,0.014,,
L-19,996.7,999.75,0.79,0.01,,
L-19,999.75,1002.8,0.38,0.003,,
L-19,1002.8,1005.84,0.15,0.003,,
L-19,1005.84,1008.89,0.41,0.004,,
L-19,1008.89,1011.94,0.31,0.015,,
L-19,1011.94,1014.99,0.32,0.009,,
L-19,1014.99,1018.04,0.21,0.003,,
L-19,1018.04,1021.08,0.22,0.002,,
L-19,1021.08,1022.61,0.23,0.003,,
L-25,1.22,3.05,0.09,,,
L-25,3.05,6.1,0.14,,,
L-25,6.1,9.14,0.12,,,
L-25,9.14,12.19,0.12,,,
L-25,12.19,15.24,0.13,,,
L-25,15.24,18.29,0.05,,,
L-25,18.29,21.34,0.08,,,
L-25,21.34,24.38,0.06,,,
L-25,24.38,27.43,0.12,,,
L-25,27.43,30.48,0.05,,,
L-25,30.48,33.53,0.07,,,
L-25,33.53,36.58,0.11,,,
L-25,36.58,39.62,0.18,,,
L-25,39.62,42.67,0.04,,,
L-25,42.67,45.72,0.05,,,
L-25,45.72,48.77,0.09,,,
L-25,48.77,51.82,0.04,,,
L-27,2.93,6.1,0.17,,,
L-27,6.1,9.14,0.11,,,
L-27,9.14,12.19,0.12,,,
L-27,12.19,15.24,0.15,,,
L-27,15.24,18.29,0.11,,,
L-27,18.29,21.34,0.09,,,
LM-1,24.38,27.43,0.05,-0.005,,
LM-1,27.43,30.48,0.08,-0.005,,
LM-1,30.48,33.53,0.07,-0.005,,
LM-1,33.53,36.58,0.32,0.005,,
LM-1,36.58,39.62,0.35,-0.005,,
LM-1,39.62,42.67,3.25,-0.005,,
LM-1,42.67,45.72,0.56,-0.005,,
LM-1,45.72,48.77,2.04,-0.005,,
LM-1,48.77,51.82,5,-0.005,,
LM-1,51.82,54.86,6.15,-0.005,,
LM-1,54.86,57.91,4.65,-0.005,,
LM-1,57.91,60.96,1.59,-0.005,,
LM-1,60.96,64.01,1.98,-0.005,,
LM-1,64.01,67.06,4.75,-0.005,,
LM-1,67.06,70.1,1.09,-0.005,,
LM-1,70.1,73.15,0.28,-0.005,,
LM-1,73.15,76.2,0.18,-0.005,,
LM-1,76.2,79.25,1.46,-0.005,,
LM-1,79.25,82.3,0.84,-0.005,,
LM-1,82.3,85.34,1.16,-0.005,,
LM-1,85.34,88.39,0.62,-0.005,,
LM-1,88.39,91.44,0.22,-0.005,,
LM-1,91.44,94.49,0.14,-0.005,,
LM-1,94.49,97.54,0.04,-0.005,,
LM-1,97.54,100.58,0.05,-0.005,,
LM-1,100.58,103.63,3.4,-0.005,,
LM-1,103.63,106.68,0.21,-0.005,,
LM-1,106.68,109.73,0.18,-0.005,,
LM-1,109.73,112.78,0.49,-0.005,,
LM-1,112.78,115.82,0.15,-0.005,,
LM-1,115.82,118.87,0.81,-0.005,,
LM-1,118.87,121.92,0.59,-0.005,,
LM-1,121.92,124.97,0.12,-0.005,,
LM-1,124.97,128.02,0.2,-0.005,,
LM-1,128.02,131.06,0.65,-0.005,,
LM-1,131.06,134.11,1.2,-0.005,,
LM-1,134.11,137.16,0.09,-0.005,,
LM-1,137.16,140.21,0.15,-0.005,,
LM-1,140.21,143.26,0.24,-0.005,,
LM-1,143.26,146.3,0.93,-0.005,,
LM-1,146.3,149.35,0.16,-0.005,,
LM-1,149.35,152.4,0.39,0.005,,
LM-1,152.4,155.45,0.23,0.005,,
LM-1,155.45,158.5,0.1,-0.005,,
LM-1,158.5,161.54,0.18,-0.005,,
LM-1,161.54,164.59,0.12,-0.005,,
LM-1,164.59,167.64,1.61,-0.005,,
LM-1,167.64,170.69,0.12,-0.005,,
LM-1,170.69,173.74,0.39,0.005,,
LM-1,173.74,176.78,0.12,0.005,,
LM-1,176.78,179.83,0.69,0.005,,
LM-1,179.83,182.88,0.48,0.005,,
LM-1,182.88,185.93,0.15,0.005,,
LM-1,185.93,188.98,0.32,0.005,,
LM-1,188.98,192.02,2.31,0.005,,
LM-1,192.02,195.07,0.37,-0.005,,
LM-1,195.07,198.12,0.31,-0.005,,
LM-1,198.12,201.17,0.93,-0.005,,
LM-1,201.17,204.22,0.32,0.005,,
LM-1,204.22,207.26,0.27,-0.005,,
LM-1,207.26,210.31,0.27,-0.005,,
LM-1,210.31,213.36,0.42,-0.005,,
LM-1,213.36,216.41,0.52,-0.005,,
LM-1,216.41,219.46,0.08,-0.005,,
LM-1,219.46,222.5,3.35,-0.005,,
LM-1,222.5,225.55,0.21,-0.005,,
LM-1,225.55,228.6,0.7,0.01,,
LM-1,228.6,231.65,0.44,0.005,,
LM-1,231.65,234.7,0.22,0.005,,
LM-1,234.7,237.74,0.12,-0.005,,
LM-1,237.74,240.79,0.12,0.005,,
LM-1,240.79,243.84,0.19,-0.005,,
LM-1,243.84,246.89,0.28,0.005,,
LM-1,246.89,249.94,0.27,0.005,,
LM-1,249.94,252.98,0.35,0.005,,
LM-1,252.98,256.03,0.3,0.005,,
LM-1,256.03,259.08,0.22,-0.005,,
LM-1,259.08,262.13,0.25,-0.005,,
LM-1,262.13,265.18,0.18,-0.005,,
LM-1,265.18,268.22,0.18,-0.005,,
LM-1,268.22,271.27,0.18,0.005,,
LM-1,271.27,274.32,0.23,-0.005,,
LM-1,274.32,277.37,0.35,0.005,,
LM-1,277.37,280.42,0.28,0.005,,
LM-1,280.42,283.46,0.19,-0.005,,
LM-1,283.46,286.51,0.17,0.005,,
LM-1,286.51,289.56,0.19,0.005,,
LM-1,289.56,292.61,0.21,0.005,,
LM-1,292.61,295.66,0.2,0.005,,
LM-1,295.66,298.7,0.15,0.005,,
LM-1,298.7,301.75,0.18,0.005,,
LM-1,301.75,304.8,0.17,0.005,,
LM-1,304.8,307.85,0.08,0.002,,
LM-1,307.85,309.68,0.3,0.002,,
LM-1,309.68,311.2,0.34,0.002,,
LM-1,311.2,312.73,0.74,0.001,,
LM-1,312.73,313.94,0.27,0.001,,
LM-1,313.94,315.77,0.32,0.002,,
LM-1,315.77,316.99,0.1,0.002,,
LM-1,316.99,318.52,0.37,0.002,,
LM-1,318.52,320.35,0.23,0.003,,
LM-1,320.35,322.78,0.23,0.001,,
LM-1,322.78,324.31,0.23,0.001,,
LM-1,324.31,326.14,0.08,0.001,,
LM-1,326.14,328.12,0.14,-0.001,,
LM-1,328.12,330.4,0.24,0.004,,
LM-1,330.4,331.93,0.32,0.002,,
LM-1,331.93,333.15,0.06,-0.001,,
LM-1,333.15,334.37,0.48,0.001,,
LM-1,334.37,336.5,0.13,0.001,,
LM-1,336.5,338.02,0.18,-0.001,,
LM-1,338.02,339.24,0.09,0.001,,
LM-1,339.24,341.38,0.23,0.001,,
LM-1,341.38,344.43,0.16,-0.001,,
LM-1,344.43,346.25,0.13,-0.001,,
LM-1,346.25,349,0.15,-0.001,,
LM-1,349,351.44,0.18,-0.001,,
LM-1,351.44,353.26,0.07,-0.001,,
LM-1,353.26,355.09,0.45,0.001,,
LM-1,355.09,356.62,0.28,0.003,,
LM-1,356.62,358.45,-0.01,0.001,,
LM-1,358.45,361.19,0.27,0.002,,
LM-1,361.19,363.63,0.14,0.002,,
LM-1,363.63,366.98,0.15,0.001,,
LM-1,366.98,368.5,0.04,-0.001,,
LM-1,368.5,370.64,0.11,-0.001,,
LM-1,370.64,373.38,0.16,0.001,,
LM-1,373.38,374.91,0.23,-0.001,,
LM-1,374.91,376.73,0.09,-0.001,,
LM-1,426.72,429.77,0.05,0.003,,
LM-1,429.77,431.29,0.08,0.002,,
LM-1,431.29,432.82,0.07,0.002,,
LM-1,432.82,435.26,0.15,0.002,,
LM-1,435.26,437.69,0.18,0.003,,
LM-1,437.69,440.44,0.09,0.005,,
LM-1,440.44,443.18,0.13,0.003,,
LM-1,443.18,445.01,0.59,0.001,,
LM-1,445.01,447.45,0.27,0.001,,
LM-1,447.45,448.97,0.43,0.003,,
LM-1,448.97,449.89,0.2,0.003,,
LM-1,449.89,452.02,0.17,0.015,,
LM-1,452.02,453.24,0.03,-0.001,,
LM-1,453.24,455.07,0.07,0.001,,
LM-1,455.07,456.59,0.04,-0.001,,
LM-1,456.59,458.42,0.04,0.007,,
LM-1,458.42,460.25,0.04,0.034,,
LM-1,460.25,462.69,0.07,0.002,,
LM-1,462.69,464.21,0.09,0.002,,
LM-1,464.21,466.65,0.09,0.001,,
LM-1,466.65,468.17,0.08,0.001,,
LM-1,468.17,470.31,0.02,0.001,,
LM-1,470.31,472.44,0.08,0.013,,
LM-1,472.44,473.97,0.05,0.034,,
LM-1,473.97,475.49,0.05,0.073,,
LM-1,475.49,477.01,0.28,0.038,,
LM-1,477.01,478.54,0.14,0.003,,
LM-1,478.54,480.67,0.07,0.016,,
LM-1,480.67,482.5,0.2,0.002,,
LM-1,482.5,484.63,0.17,0.002,,
LM-1,484.63,487.68,0.23,0.005,,
LM-1,487.68,490.73,0.1,0.005,,
LM-1,490.73,493.78,0.1,-0.005,,
LM-1,493.78,496.83,0.12,-0.005,,
LM-1,496.83,499.87,0.06,0.01,,
LM-1,499.87,502.92,0.24,0.005,,
LM-1,502.92,505.97,0.12,0.005,,
LM-1,505.97,509.02,0.11,0.005,,
LM-1,509.02,512.07,0.14,0.005,,
LM-1,512.07,515.11,0.18,0.01,,
LM-1,515.11,518.16,0.15,0.01,,
LM-1,518.16,521.21,0.41,0.015,,
LM-1,521.21,524.26,0.07,0.01,,
LM-1,524.26,527.31,0.36,0.01,,
LM-1,527.31,530.35,0.78,0.015,,
LM-1,530.35,533.4,0.33,0.02,,
LM-1,533.4,536.45,0.75,0.02,,
LM-1,536.45,539.5,2.53,0.02,,
LM-1,539.5,542.55,2.36,0.015,,
LM-1,542.55,545.59,2.51,0.025,,
LM-1,545.59,548.64,2.78,0.025,,
LM-1,548.64,551.69,1.82,0.06,,
LM-1,551.69,554.74,1.91,0.02,,
LM-1,554.74,557.79,1.7,0.015,,
LM-1,557.79,560.83,1.98,0.015,,
LM-1,560.83,563.88,1.07,0.02,,
LM-1,563.88,566.93,1.09,0.015,,
LM-1,566.93,569.98,0.99,0.015,,
LM-1,569.98,573.03,1.69,0.015,,
LM-1,573.03,576.07,1.09,0.01,,
LM-1,576.07,579.12,0.61,0.01,,
LM-1,579.12,582.17,0.86,0.005,,
LM-1,582.17,585.22,0.82,0.01,,
LM-1,585.22,588.27,0.9,0.005,,
LM-1,588.27,591.31,0.88,0.005,,
LM-1,591.31,594.36,0.4,0.01,,
LM-1,594.36,597.41,0.72,0.01,,
LM-1,597.41,600.46,0.27,0.015,,
LM-1,600.46,603.51,0.55,0.015,,
LM-1,603.51,606.55,0.5,0.01,,
LM-1,606.55,609.6,0.55,0.005,,
LM-1,609.6,612.65,0.42,0.005,,
LM-1,612.65,615.7,0.55,0.025,,
LM-1,615.7,618.75,0.58,0.01,,
LM-1,618.75,621.79,0.73,0.01,,
LM-1,621.79,624.84,0.5,0.015,,
LM-1,624.84,627.89,0.46,0.005,,
LM-1,627.89,630.94,0.63,0.005,,
LM-1,630.94,633.99,0.84,0.01,,
LM-1,633.99,637.03,0.7,0.035,,
LM-1,637.03,640.08,0.67,0.01,,
LM-1,640.08,643.13,0.73,0.04,,
LM-1,643.13,646.18,0.58,0.01,,
LM-1,646.18,649.23,0.92,0.01,,
LM-1,649.23,652.27,0.6,0.01,,
LM-1,652.27,655.32,0.91,0.01,,
LM-1,655.32,658.37,0.73,0.015,,
LM-1,658.37,661.42,1.07,0.43,,
LM-1,661.42,664.47,0.66,0.02,,
LM-1,664.47,667.51,1.45,0.095,,
LM-1,667.51,670.56,0.68,0.015,,
LM-1,670.56,673.61,1.31,0.005,,
LM-1,673.61,676.66,1.36,0.005,,
LM-1,676.66,679.71,1.44,0.105,,
LM-1,679.71,682.75,1.18,0.5,,
LM-1,682.75,685.8,0.91,0.025,,
LM-1,685.8,688.85,0.55,0.01,,
LM-1,688.85,691.9,0.83,0.005,,
LM-1,691.9,694.95,0.74,0.01,,
LM-1,694.95,697.99,0.82,0.01,,
LM-1,697.99,701.04,0.53,-0.005,,
LM-1,701.04,704.09,1,0.005,,
LM-1,704.09,707.14,0.98,0.01,,
LM-1,707.14,710.19,1.38,0.005,,
LM-1,710.19,713.23,1.48,0.01,,
LM-1,713.23,716.28,0.85,0.01,,
LM-1,716.28,719.33,0.82,0.015,,
LM-1,719.33,722.38,0.33,-0.005,,
LM-1,722.38,725.43,0.8,0.01,,
LM-1,725.43,728.47,0.49,0.005,,
LM-1,728.47,731.52,0.35,-0.005,,
LM-1,731.52,734.57,0.54,0.01,,
LM-1,734.57,737.62,0.82,0.025,,
LM-1,737.62,740.67,0.22,-0.005,,
LM-1,740.67,743.71,0.28,0.005,,
LM-1,743.71,746.76,0.71,-0.005,,
LM-1,746.76,749.81,0.56,0.005,,
LM-1,749.81,752.86,0.26,0.005,,
LM-1,752.86,755.91,0.42,0.025,,
LM-1,755.91,758.95,0.42,0.005,,
LM-1,758.95,762,0.44,-0.005,,
LM-1,762,765.05,0.24,-0.005,,
LM-1,765.05,768.1,0.19,-0.005,,
LM-1,768.1,769.62,0.21,-0.005,,
LM-10,16.46,17.98,1.635,0.001985,6.64,
LM-10,17.98,19.81,0.152,0.000371,0.8,
LM-10,19.81,21.34,0.0913,0.000326,0.27,
LM-10,21.34,22.86,0.1015,0.000328,0.28,
LM-10,22.86,24.38,0.358,0.000521,1.5,
LM-10,24.38,26.52,0.1435,0.000374,0.56,
LM-10,26.52,28.35,0.0855,0.000348,0.31,
LM-10,28.35,30.48,0.0231,0.00024,0.12,
LM-10,30.48,32.31,0.01355,0.000434,0.11,
LM-10,32.31,34.14,0.0411,0.000457,0.19,
LM-10,34.14,35.66,0.0787,0.00039,0.37,
LM-10,35.66,38.71,0.022,0.000225,0.1,
LM-10,38.71,41.15,0.0315,0.000392,0.24,
LM-10,41.15,43.28,0.0403,0.000355,0.2,
LM-10,43.28,45.11,0.119,0.000345,0.23,
LM-10,45.11,46.94,0.0826,0.000342,0.28,
LM-10,46.94,49.99,0.36,0.001,,
LM-10,217.32,220.37,0.385,0.001,1.5,-0.01
LM-10,220.37,223.42,0.321,0.002,1,-0.01
LM-10,223.42,226.47,0.382,0.001,0.8,-0.01
LM-10,226.47,228.6,4.58,-0.001,2.6,-0.01
LM-10,228.6,230.73,0.0647,-0.001,0.3,-0.01
LM-10,230.73,233.08,0.0657,-0.001,0.3,-0.01
LM-10,233.08,235.31,0.338,0.001,1.4,-0.01
LM-10,235.31,237.44,0.175,0.001,0.5,-0.01
LM-10,237.44,239.27,1.79,0.002,1.2,-0.01
LM-10,239.27,241.4,0.226,0.001,0.4,-0.01
LM-10,241.4,242.93,1.38,0.001,0.7,-0.01
LM-10,242.93,245.97,0.47,0.002,,
LM-10,245.97,248.11,0.29,0.003,,
LM-10,248.11,251.16,0.19,0.001,,
LM-10,251.16,254.2,0.31,0.003,,
LM-10,254.2,257.25,0.18,0.002,,
LM-10,257.25,260.3,0.22,0.002,,
LM-10,260.3,263.35,0.21,0.001,,
LM-10,263.35,266.4,0.15,0.001,,
LM-10,266.4,269.44,0.28,0.002,,
LM-10,269.44,272.49,0.3,0.001,,
LM-10,272.49,275.54,0.23,-0.001,,
LM-10,275.54,278.59,0.33,0.001,,
LM-10,278.59,281.64,0.17,0.001,,
LM-10,281.64,283.77,0.3,0.001,,
LM-10,283.77,284.99,0.2,0.001,,
LM-10,284.99,288.04,0.19,0.002,,
LM-10,288.04,291.08,0.2,0.006,,
LM-10,291.08,294.13,0.27,0.002,,
LM-10,294.13,297.18,0.28,0.001,,
LM-10,297.18,300.23,0.12,0.002,,
LM-10,300.23,303.28,0.22,0.003,,
LM-10,303.28,306.32,0.41,0.001,,
LM-10,306.32,309.37,0.27,0.003,,
LM-10,309.37,312.42,0.31,0.002,,
LM-10,312.42,315.47,0.19,0.003,,
LM-10,315.47,318.52,0.29,0.001,,
LM-10,318.52,321.56,0.33,0.001,,
LM-10,321.56,324.61,0.25,0.004,,
LM-10,324.61,327.66,0.2,0.002,,
LM-10,327.66,330.71,0.22,0.001,,
LM-10,330.71,333.76,0.23,0.005,,
LM-10,333.76,336.81,0.22,-0.001,,
LM-10,336.81,339.85,0.24,0.001,,
LM-10,339.85,342.9,0.24,0.003,,
LM-10,342.9,345.95,0.15,0.002,,
LM-10,345.95,349,0.09,0.001,,
LM-10,349,352.05,0.11,0.002,,
LM-10,352.05,355.09,0.17,0.015,,
LM-10,355.09,358.14,0.11,0.005,,
LM-10,358.14,361.19,0.17,0.005,,
LM-10,361.19,364.24,0.08,0.004,,
LM-10,364.24,367.29,0.07,0.005,,
LM-10,367.29,370.33,0.12,0.002,,
LM-10,370.33,373.38,0.07,0.003,,
LM-10,373.38,376.43,0.11,0.002,,
LM-10,376.43,379.48,0.07,0.005,,
LM-10,379.48,382.53,0.05,0.003,,
LM-10,382.53,385.57,0.08,0.002,,
LM-10,385.57,388.62,0.08,0.002,,
LM-10,388.62,391.67,0.06,0.002,,
LM-10,391.67,394.72,0.09,0.002,,
LM-10,394.72,397.77,0.1,0.002,,
LM-10,397.77,400.81,0.09,0.002,,
LM-10,400.81,403.86,0.04,0.001,,
LM-10,403.86,406.91,0.04,0.001,,
LM-10,406.91,409.96,0.09,0.001,,
LM-10,409.96,413.01,0.05,0.001,,
LM-10,413.01,416.05,0.13,0.007,,
LM-10,416.05,417.12,0.17,0.003,,
LM-10,417.12,419.41,0.12,0.001,,
LM-10,419.41,422.45,0.26,0.002,,
LM-10,422.45,424.28,0.38,0.002,,
LM-10,424.28,427.33,0.12,0.001,,
LM-10,427.33,430.38,0.08,0.002,,
LM-10,430.38,432.82,0.13,0.005,,
LM-10,432.82,435.87,0.09,0.002,,
LM-10,435.87,438,0.05,0.001,,
LM-10,438,439.83,0.07,0.001,,
LM-10,439.83,442.88,0.11,0.004,,
LM-10,442.88,445.92,0.18,0.001,,
LM-10,445.92,448.97,0.15,0.002,,
LM-10,448.97,452.02,0.07,-0.001,,
LM-10,452.02,455.07,0.04,0.001,,
LM-10,455.07,458.12,0.08,0.002,,
LM-10,458.12,461.16,0.05,0.003,,
LM-10,461.16,463.08,0.07,0.001,,
LM-10,463.08,465.74,0.03,0.007,,
LM-10,465.74,468.6,0.11,0.001,,
LM-10,468.6,470.19,0.09,0.001,,
LM-10,470.19,471.83,-0.01,0.004,,
LM-10,471.83,473.6,-0.01,0.011,,
LM-10,473.6,476.1,0.01,0.003,,
LM-10,476.1,477.93,0.02,0.002,,
LM-10,477.93,479.76,-0.01,0.003,,
LM-10,479.76,482.5,0.01,0.003,,
LM-10,482.5,484.33,-0.01,0.001,,
LM-10,484.33,486.77,-0.01,0.005,,
LM-10,486.77,488.9,-0.01,0.004,,
LM-10,488.9,491.34,0.01,0.003,,
LM-10,491.34,493.02,-0.01,0.002,,
LM-10,493.02,494.3,0.01,0.001,,
LM-10,494.3,496.76,-0.01,0.003,,
LM-10,496.76,499.26,0.04,0.001,,
LM-10,499.26,500.79,-0.01,0.001,,
LM-10,500.79,502.62,-0.01,0.002,,
LM-10,502.62,504.75,0.01,0.001,,
LM-10,504.75,505.97,-0.01,0.001,,
LM-10,505.97,508.1,-0.01,0.001,,
LM-10,508.1,509.63,0.04,0.002,,
LM-10,509.63,512.07,0.03,0.001,,
LM-10,512.07,514.2,0.02,0.002,,
LM-10,514.2,516.33,0.15,0.002,,
LM-10,516.33,517.67,0.02,0.002,,
LM-10,517.67,519.2,-0.01,0.013,,
LM-10,519.2,520.14,0.01,0.004,,
LM-10,520.14,522.43,-0.01,0.006,,
LM-10,522.43,524.56,-0.01,0.003,,
LM-10,524.56,526.88,-0.01,0.004,,
LM-10,526.88,528.83,0.02,0.002,,
LM-10,528.83,531.88,0.03,0.001,,
LM-10,531.88,534.93,0.08,0.002,,
LM-10,534.93,537.97,0.04,0.001,,
LM-10,537.97,540.93,0.05,0.002,,
LM-10,540.93,542.73,0.01,0.004,,
LM-10,542.73,544.68,0.02,0.001,,
LM-10,544.68,547.12,-0.01,0.003,,
LM-10,547.12,548.64,0.00388,0.001545,0.02,
LM-10,548.64,551.69,0.01,0.015,,
LM-10,551.69,554.74,0.03,0.005,,
LM-10,554.74,557.79,-0.001,0.015,,
LM-10,557.79,560.83,-0.001,0.005,,
LM-10,560.83,563.88,-0.001,0.005,,
LM-10,563.88,566.93,0.17,0.005,,
LM-10,566.93,569.98,0.39,0.015,,
LM-10,569.98,573.03,0.26,0.01,,
LM-10,573.03,576.07,-0.001,0.01,,
LM-10,576.07,579.12,-0.001,0.02,,
LM-10,579.12,582.17,0.1,0.025,,
LM-10,582.17,585.22,0.03,0.01,,
LM-10,585.22,588.27,-0.001,0.005,,
LM-10,588.27,591.31,0.04,0.01,,
LM-10,591.31,594.36,0.56,0.03,,
LM-10,594.36,597.41,0.87,0.01,,
LM-10,597.41,600.46,0.14,0.015,,
LM-10,600.46,603.51,0.71,0.01,,
LM-10,603.51,606.55,1.53,0.005,,
LM-10,606.55,609.6,1.32,0.005,,
LM-10,609.6,612.65,1.36,0.025,,
LM-10,612.65,615.7,0.3,0.01,,
LM-10,615.7,618.75,0.45,0.005,,
LM-10,618.75,622.4,0.38,0.01,,
LM-10,622.4,624.84,0.49,0.01,,
LM-10,624.84,627.89,0.47,0.015,,
LM-10,627.89,630.94,0.63,0.01,,
LM-10,630.94,633.99,0.69,0.02,,
LM-10,633.99,637.03,0.42,0.01,,
LM-10,637.03,640.08,0.58,0.01,,
LM-10,640.08,643.13,0.54,0.02,,
LM-10,643.13,646.18,0.82,0.01,,
LM-10,646.18,649.23,0.41,0.01,,
LM-10,649.23,652.27,0.38,0.01,,
LM-10,652.27,655.32,0.64,0.005,,
LM-10,655.32,658.37,0.79,0.01,,
LM-10,658.37,661.42,0.58,0.02,,
LM-10,661.42,664.47,1.42,0.02,,
LM-10,664.47,667.51,0.47,0.01,,
LM-10,667.51,670.56,0.56,0.04,,
LM-10,670.56,673.61,0.74,0.01,,
LM-10,673.61,676.66,0.37,0.01,,
LM-10,676.66,679.71,1.18,0.015,,
LM-10,679.71,682.75,0.81,0.01,,
LM-10,682.75,685.8,0.77,-0.005,,
LM-10,685.8,688.85,0.31,-0.005,,
LM-10,688.85,691.9,0.27,0.005,,
LM-10,691.9,694.95,0.4,0.005,,
LM-10,694.95,697.99,0.48,0.005,,
LM-10,697.99,701.04,0.77,0.015,,
LM-10,701.04,704.09,0.87,0.04,,
LM-10,704.09,707.14,1.54,0.09,,
LM-10,707.14,710.19,0.88,0.02,,
LM-10,710.19,713.23,0.64,-0.005,,
LM-10,713.23,716.28,1.12,0.015,,
LM-10,716.28,719.33,1.04,0.13,,
LM-10,719.33,722.38,1.5,0.115,,
LM-10,722.38,725.43,2.34,0.145,,
LM-10,725.43,728.47,2.26,0.16,,
LM-10,728.47,731.52,1.05,0.195,,
LM-10,731.52,734.57,1.16,0.065,,
LM-10,734.57,737.62,0.74,0.155,,
LM-10,737.62,740.67,1.08,0.055,,
LM-10,740.67,743.71,1.24,0.04,,
LM-10,743.71,746.76,1.08,-0.005,,
LM-10,746.76,749.81,0.57,0.015,,
LM-10,749.81,752.86,0.304,0.004,,
LM-10,752.86,755.91,0.38,0.013,,
LM-10,755.91,758.95,0.293,0.006,,
LM-10,758.95,762,0.535,0.005,,
LM-10,762,765.05,0.713,0.006,,
LM-10,765.05,768.1,0.301,0.014,,
LM-10,768.1,771.15,0.859,0.006,,
LM-10,771.15,774.19,,,,
LM-10,774.19,777.24,0.57,0.004,,
LM-10,777.24,780.29,0.254,0.004,,
LM-10,780.29,783.34,0.394,0.014,,
LM-10,783.34,786.39,0.34,0.004,,
LM-10,786.39,788.52,0.293,0.005,,
LM-10,49.99,51.6,0.648,0.00285,3.12,
LM-10,51.6,52.58,9.15,0.0402,41.5,
LM-10,52.58,53.95,0.325,0.001585,1.86,
LM-10,53.95,55.47,1.05,0.000418,18.2,
LM-10,56.17,57.73,11.45,0.001195,20.8,
LM-10,57.73,58.4,0.282,0.00226,0.8,
LM-10,58.61,60.2,0.456,0.000222,1.19,
LM-10,60.2,61.57,2.01,0.001145,4.08,
LM-10,61.57,63.25,0.216,0.000336,1.07,
LM-10,63.25,65.32,0.709,0.000267,1.3,
LM-10,65.32,66.9,19.9,0.00137,45.8,
LM-10,66.9,69.34,0.221,0.000284,0.96,
LM-10,69.34,71.02,1.15,0.000247,3.91,
LM-10,71.02,72.48,0.617,0.000216,4.89,
LM-10,72.48,74.31,9.62,0.00034,31.8,
LM-10,74.31,76.51,0.267,0.000278,5.99,
LM-10,76.51,78.94,0.12,0.000273,0.61,
LM-10,78.94,81.63,1.6,0.000256,4.44,
LM-10,81.63,84.03,0.1775,0.000378,1.68,
LM-10,84.03,86.56,0.1385,0.000252,1.55,
LM-10,86.56,88.09,0.1525,0.000318,1.33,
LM-10,88.09,90.25,0.1595,0.000344,1.66,
LM-10,90.25,91.44,0.302,0.000298,1.54,
LM-10,91.44,94.49,0.1715,0.000459,1.85,
LM-10,94.49,96.62,2.49,0.000414,6.07,
LM-10,96.62,97.84,0.273,0.000895,1.93,
LM-10,97.84,99.37,1.005,0.000546,3.2,
LM-10,99.37,101.41,0.213,0.000217,1.76,
LM-10,101.41,104.15,1.975,0.000721,11.05,
LM-10,104.15,106.53,0.169,0.001515,1.46,
LM-10,106.53,108.81,1.67,0.000555,3.33,
