hole_ID,depth_from,depth_to,Ag_ppm,Al_ppm,As_ppm,Au_ppm,Ba_ppm,Be_ppm,Bi_ppm,Ca_ppm,Cd_ppm,Ce_ppm,Co_ppm,Cr_ppm,Cs_ppm,Cu_ppm,Fe_ppm,Ga_ppm,Ge_ppm,Hf_ppm,Hg_ppm,In_ppm,La_ppm,Li_ppm,Mg_ppm,Mn_ppm,Mo_ppm,Nb_ppm,Ni_ppm,P_ppm,Pb_ppm,Pd_ppm,Pt_ppm,Rb_ppm,Re_ppm,S_ppm,Sb_ppm,Sc_ppm,Se_ppm,Sn_ppm,Sr_ppm,Ta_ppm,Te_ppm,Th_ppm,Ti_ppm,Tl_ppm,U_ppm,V_ppm,W_ppm,Y_ppm,Zn_ppm,Zr_ppm
FSRC048,32,36,0,80600.008,6,0,,,0,,,,13,22,,26,41300,,,,,,,,9400,394,0,,23,,23,,,,,200,0,,,,,,,,3899.9998,,,75,0,,84,169
FSRC048,36,40,0,79900,7,0.001,,,0,,,,14,27,,26,43800,,,,,,,,9800,421,0,,27,,22,,,,,100,6,,,,,,,,4000,,,79,0,,85,172
FSRC048,40,44,0,84300,0,0,,,0,,,,13,22,,17,43200,,,,,,,,10100,428,0,,19,,20,,,,,200,7,,,,,,,,3700,,,74,0,,67,162
FSRC048,44,48,0,79500,0,0,,,0,,,,14,27,,25,46300,,,,,,,,10900,479,0,,26,,19,,,,,300,7,,,,,,,,4200,,,86,0,,73,179
FSRC048,48,52,0,79700,0,0,,,0,,,,15,27,,22,44600,,,,,,,,11900.001,565,0,,22,,19,,,,,800,7,,,,,,,,4400,,,90,0,,77,165
FSRC048,52,56,0,79800,0,0.001,,,0,,,,14,26,,22,41900,,,,,,,,11300,534,1,,21,,18,,,,,800,8,,,,,,,,4100,,,87,0,,72,159
FSRC048,56,60,0,76200,0,0,,,0,,,,13,25,,22,38900,,,,,,,,10599.999,519,0,,20,,21,,,,,700,6,,,,,,,,4000,,,81,0,,70,155
FSRC048,60,64,0,80000,0,0,,,0,,,,13,24,,22,44000,,,,,,,,11900.001,579,1,,20,,18,,,,,800,8,,,,,,,,4000,,,84,0,,72,146
FSRC048,64,68,0,76700,0,0,,,0,,,,14,25,,24,41600,,,,,,,,11400,557,0,,21,,18,,,,,700,7,,,,,,,,4200,,,87,0,,75,153
FSRC048,68,72,0,79700,0,0,,,0,,,,15,25,,22,42900,,,,,,,,11700,555,0,,23,,18,,,,,700,5,,,,,,,,4300,,,87,0,,76,192
FSRC048,72,76,0,74800,0,0,,,0,,,,14,24,,22,41000,,,,,,,,11400,550,1,,23,,18,,,,,700,6,,,,,,,,4100,,,85,0,,74,166
FSRC048,76,80,0,78900,0,0,,,0,,,,15,28,,26,43400,,,,,,,,11700,555,1,,25,,18,,,,,900.00006,6,,,,,,,,4400,,,89,0,,76,177
FSRC048,80,84,0,82299.992,0,0,,,0,,,,14,25,,23,43400,,,,,,,,12100,551,1,,21,,17,,,,,800,9,,,,,,,,4200,,,86,0,,74,167
FSRC048,84,88,0,80800,0,0.001,,,0,,,,16,20,,27,44699.996,,,,,,,,12200,555,0,,19,,15,,,,,1100,5,,,,,,,,4500,,,94,0,,76,157
FSRC048,88,92,0,78300,0,0.001,,,0,,,,13,24,,23,41200,,,,,,,,11500,533,0,,19,,20,,,,,700,7,,,,,,,,4200,,,86,0,,72,198
FSRC048,92,96,0,74400,0,0.002,,,0,,,,13,22,,25,40400,,,,,,,,11100,522,1,,21,,16,,,,,800,7,,,,,,,,4200,,,85,0,,70,168
FSRC048,96,100,0,75900,0,0.001,,,0,,,,15,26,,25,43200,,,,,,,,12000,551,0,,21,,14,,,,,800,6,,,,,,,,4400,,,92,0,,75,176
FSRC048,100,104,0,74600,0,0,,,0,,,,14,24,,21,41200,,,,,,,,11400,654,0,,25,,19,,,,,500,5,,,,,,,,4300,,,86,0,,74,173
FSRC048,104,108,0,79400,0,0,,,0,,,,15,24,,24,45900,,,,,,,,12700,567,1,,22,,13,,,,,1000,9,,,,,,,,4600,,,96,0,,76,174
FSRC048,108,112,0,80700,0,0,,,0,,,,14,31,,31,43400,,,,,,,,11900.001,559,0,,24,,13,,,,,1000,5,,,,,,,,4300,,,88,0,,76,159
FSRC048,112,116,0,76200,0,0.001,,,0,,,,15,33,,25,43100,,,,,,,,11900.001,558,1,,26,,17,,,,,900.00006,7,,,,,,,,4400,,,90,0,,77,162
FSRC048,116,120,0,76700,0,0,,,0,,,,14,28,,24,40200,,,,,,,,11200,523,1,,23,,17,,,,,700,5,,,,,,,,4100,,,82,0,,71,156
FSRC048,120,124,0,81899.992,0,0.002,,,0,,,,13,29,,22,43300,,,,,,,,11900.001,546,0,,22,,18,,,,,800,6,,,,,,,,4200,,,87,0,,75,148
FSRC048,124,128,0,85200.008,0,0,,,0,,,,14,28,,26,43000,,,,,,,,11900.001,550,0,,24,,17,,,,,800,9,,,,,,,,4300,,,86,0,,73,172
FSRC048,128,132,0,79000,0,0,,,0,,,,13,27,,20,41300,,,,,,,,11400,522,1,,23,,16,,,,,700,6,,,,,,,,4100,,,85,0,,70,149
FSRC048,132,136,0,76400,0,0,,,0,,,,14,28,,23,41700,,,,,,,,11400,531,0,,23,,16,,,,,800,5,,,,,,,,4200,,,86,10,,73,159
FSRC048,136,140,0,76500,0,0,,,0,,,,13,29,,25,41300,,,,,,,,11500,532,1,,26,,17,,,,,800,6,,,,,,,,4100,,,84,0,,72,163
FSRC048,140,144,0,75200,0,0.001,,,0,,,,14,27,,23,40300.004,,,,,,,,11200,518,0,,22,,15,,,,,700,5,,,,,,,,4200,,,84,0,,71,171
FSRC048,144,148,0,77200,0,0,,,0,,,,14,28,,24,42399.996,,,,,,,,11700,535,1,,23,,14,,,,,1000,5,,,,,,,,4200,,,88,0,,75,159
FSRC048,148,152,0,77200,0,0.001,,,0,,,,14,29,,24,43200,,,,,,,,11900.001,556,1,,24,,18,,,,,800,7,,,,,,,,4300,,,89,0,,76,175
FSRC048,152,156,0,74100,0,0.001,,,0,,,,14,30,,23,42500,,,,,,,,11600,550,1,,24,,16,,,,,800,6,,,,,,,,4400,,,90,0,,77,165
FSRC048,156,160,0,77700,6,0,,,0,,,,13,31,,20,42100,,,,,,,,11300,582,1,,24,,17,,,,,800,5,,,,,,,,4100,,,84,0,,76,163
FSRC048,160,164,0,74500,0,0,,,0,,,,9,19,,14,29400,,,,,,,,7100,487,1,,15,,27,,,,,700,5,,,,,,,,2700,,,52,0,,57,127
FSRC048,164,168,0,78300,0,0.001,,,0,,,,13,27,,23,41000,,,,,,,,11300,534,0,,21,,18,,,,,1000,7,,,,,,,,4100,,,84,0,,75,163
FSRC048,168,171,0,75600,0,0,,,0,,,,14,26,,22,40000,,,,,,,,10800,517,1,,20,,18,,,,,800,6,,,,,,,,3899.9998,,,81,0,,74,141
FSRC048,171,173,0,78500,0,0,,,0,,,,13,29,,22,39700,,,,,,,,10300,587,0,,21,,9,,,,,900.00006,6,,,,,,,,3800,,,79,0,,70,170
FSRC048,173,175,0,84799.992,0,0,,,0,,,,9,15,,18,28200,,,,,,,,6600.0005,350,1,,20,,6,,,,,300,0,,,,,,,,2400,,,56,0,,41,98
FSRC048,175,177,0,86000,0,0,,,0,,,,13,22,,32,40700,,,,,,,,11900.001,528,0,,27,,8,,,,,600,6,,,,,,,,4000,,,79,0,,62,155
FSRC048,177,179,0,85800,0,0.001,,,0,,,,11,21,,21,36200,,,,,,,,8500,467,1,,16,,17,,,,,700,0,,,,,,,,2900,,,64,0,,56,115
FSRC048,179,182,0,55300.004,0,0,,,0,,,,8,30,,13,27100,,,,,,,,6000,325,0,,13,,8,,,,,500,0,,,,,,,,2200,,,46,0,,37,86
FSRC048,182,186,0,69300,5,0,,,0,,,,13,28,,29,35300,,,,,,,,9100,432,1,,17,,16,,,,,900.00006,0,,,,,,,,3100,,,63,0,,57,103
FSRC048,186,190,0,81300,6,0.001,,,0,,,,13,32,,27,44100,,,,,,,,11500,549,2,,21,,14,,,,,1100,0,,,,,,,,4000,,,83,0,,69,161
FSRC048,190,194,0,80700,5,0.001,,,0,,,,15,28,,27,44000,,,,,,,,11600,559,1,,21,,17,,,,,1000,0,,,,,,,,4100,,,84,0,,71,168
FSRC048,194,198,0,82800,5,0,,,0,,,,15,30,,26,45000,,,,,,,,11600,607,1,,20,,17,,,,,1300,0,,,,,,,,4100,,,84,0,,69,175
FSRC048,198,202,0,84799.992,5,0.001,,,14,,,,16,28,,27,44400,,,,,,,,11500,548,1,,20,,15,,,,,1500,0,,,,,,,,4100,,,86,10,,71,170
FSRC048,202,206,0,84399.992,0,0,,,0,,,,15,25,,18,43800,,,,,,,,11600,536,0,,20,,15,,,,,1000,0,,,,,,,,4000,,,84,0,,68,171
FSRC048,206,210,0,81400,0,0,,,0,,,,15,25,,16,44100,,,,,,,,11400,522,1,,19,,14,,,,,900.00006,0,,,,,,,,3899.9998,,,86,0,,71,158
LAD054,1,4,,,6,0.001,,,,,,,21,291,,113,,,,,,,,,,,,,70,,,,,,,,,,,,,,,,,,,,,,55,
LAD054,4,7,,,0,0,,,,,,,18,311,,114,,,,,,,,,,,,,55,,,,,,,,,,,,,,,,,,,,,,74,
LAD054,7,10,,,0,0,,,,,,,18,265,,94,,,,,,,,,,,,,73,,,,,,,,,,,,,,,,,,,,,,64,
LAD054,10,13,,,0,0,,,,,,,33,213,,113,,,,,,,,,,,,,93,,,,,,,,,,,,,,,,,,,,,,47,
LAD054,13,14,,,0,0,,,,,,,34,137,,105,,,,,,,,,,,,,92,,,,,,,,,,,,,,,,,,,,,,37,
LAD054,14,16,,,0,0.001,,,,,,,34,94,,83,,,,,,,,,,,,,80,,,,,,,,,,,,,,,,,,,,,,62,
LAD054,16,20,,,0,0,,,,,,,31,74,,91,,,,,,,,,,,,,86,,,,,,,,,,,,,,,,,,,,,,99,
LAD054,20,24,,,0,0,,,,,,,24,76,,66,,,,,,,,,,,,,74,,,,,,,,,,,,,,,,,,,,,,111,
LAD054,24,28,,,0,0,,,,,,,48,48,,52,,,,,,,,,,,,,82,,,,,,,,,,,,,,,,,,,,,,151,
LAD054,28,32,,,0,0,,,,,,,30,38,,56,,,,,,,,,,,,,104,,,,,,,,,,,,,,,,,,,,,,155,
LAD054,32,35,,,0,0,,,,,,,50,38,,50,,,,,,,,,,,,,131,,,,,,,,,,,,,,,,,,,,,,170,
LAD054,35,38,,,0,0,,,,,,,66,41,,33,,,,,,,,,,,,,68,,,,,,,,,,,,,,,,,,,,,,133,
LAD054,38,42,,,0,0.005,,,,,,,86,43,,40,,,,,,,,,,,,,71,,,,,,,,,,,,,,,,,,,,,,143,
LAD054,42,46,,,0,0,,,,,,,52,45,,46,,,,,,,,,,,,,72,,,,,,,,,,,,,,,,,,,,,,146,
LAD054,46,50,,,0,0,,,,,,,44,40,,28,,,,,,,,,,,,,55,,,,,,,,,,,,,,,,,,,,,,124,
LAD054,50,54,,,0,0,,,,,,,42,45,,41,,,,,,,,,,,,,53,,,,,,,,,,,,,,,,,,,,,,124,
LAD054,54,56,,,0,0,,,,,,,37,38,,65,,,,,,,,,,,,,55,,,,,,,,,,,,,,,,,,,,,,136,
LAD054,56,58,,,0,0.001,,,,,,,36,41,,44,,,,,,,,,,,,,45,,,,,,,,,,,,,,,,,,,,,,119,
LAD054,58,62,,,0,0,,,,,,,36,56,,33,,,,,,,,,,,,,51,,,,,,,,,,,,,,,,,,,,,,125,
LAD054,62,66,,,0,0,,,,,,,35,50,,28,,,,,,,,,,,,,42,,,,,,,,,,,,,,,,,,,,,,115,
LAD054,66,70,,,0,0,,,,,,,36,28,,36,,,,,,,,,,,,,26,,,,,,,,,,,,,,,,,,,,,,121,
LAD054,70,74,,,0,0,,,,,,,40,31,,35,,,,,,,,,,,,,30,,,,,,,,,,,,,,,,,,,,,,137,
LAD054,74,78,,,0,0,,,,,,,41,42,,51,,,,,,,,,,,,,38,,,,,,,,,,,,,,,,,,,,,,170,
LAD054,78,82,,,0,0.001,,,,,,,41,81,,32,,,,,,,,,,,,,56,,,,,,,,,,,,,,,,,,,,,,132,
LAD054,82,86,,,0,0,,,,,,,41,70,,43,,,,,,,,,,,,,50,,,,,,,,,,,,,,,,,,,,,,138,
LAD054,86,89,,,0,0,,,,,,,40,36,,38,,,,,,,,,,,,,31,,,,,,,,,,,,,,,,,,,,,,143,
LAD055,0,5,,,0,0.011,,,,,,,32,328,,85,,,,,,,,,,,,,94,,,,,,,,,,,,,,,,,,,,,,380,
LAD055,5,9,,,0,0.027000001,,,,,,,12,114,,53,,,,,,,,,,,,,19,,,,,,,,,,,,,,,,,,,,,,142,
LAD055,9,13,,,0,0,,,,,,,15,78,,72,,,,,,,,,,,,,37,,,,,,,,,,,,,,,,,,,,,,119,
LAD055,13,16,,,0,0.001,,,,,,,26,46,,45,,,,,,,,,,,,,37,,,,,,,,,,,,,,,,,,,,,,155,
LAD055,16,18,,,0,0,,,,,,,30,43,,40,,,,,,,,,,,,,35,,,,,,,,,,,,,,,,,,,,,,224,
LAD055,18,21,,,0,0.004,,,,,,,38,44,,53,,,,,,,,,,,,,54,,,,,,,,,,,,,,,,,,,,,,246,
LAD055,21,24,,,0,0.021,,,,,,,39,44,,33,,,,,,,,,,,,,65,,,,,,,,,,,,,,,,,,,,,,249,
LAD055,24,28,,,0,0,,,,,,,35,31,,38,,,,,,,,,,,,,52,,,,,,,,,,,,,,,,,,,,,,134,
LAD055,28,31,,,0,0,,,,,,,43,27,,36,,,,,,,,,,,,,50,,,,,,,,,,,,,,,,,,,,,,245,
LAD055,31,34,,,0,0.001,,,,,,,53,27,,34,,,,,,,,,,,,,57,,,,,,,,,,,,,,,,,,,,,,132,
LAD055,34,37,,,0,0,,,,,,,61,29,,34,,,,,,,,,,,,,55,,,,,,,,,,,,,,,,,,,,,,209,
LAD055,37,40,,,0,0,,,,,,,77,28,,36,,,,,,,,,,,,,57,,,,,,,,,,,,,,,,,,,,,,131,
LAD055,40,44,,,0,0,,,,,,,116,31,,52,,,,,,,,,,,,,73,,,,,,,,,,,,,,,,,,,,,,154,
LAD055,44,48,,,0,0.004,,,,,,,60,30,,25,,,,,,,,,,,,,50,,,,,,,,,,,,,,,,,,,,,,154,
LAD055,48,52,,,6,0.001,,,,,,,67,29,,27,,,,,,,,,,,,,74,,,,,,,,,,,,,,,,,,,,,,231,
LAD055,52,56,,,0,0.003,,,,,,,46,26,,29,,,,,,,,,,,,,51,,,,,,,,,,,,,,,,,,,,,,149,
LAD055,56,59,,,0,0,,,,,,,57,29,,35,,,,,,,,,,,,,36,,,,,,,,,,,,,,,,,,,,,,127,
LAD055,59,61,,,0,0.001,,,,,,,50,33,,40,,,,,,,,,,,,,45,,,,,,,,,,,,,,,,,,,,,,275,
LAD055,61,63,,,8,0.004,,,,,,,74,196,,188,,,,,,,,,,,,,206,,,,,,,,,,,,,,,,,,,,,,406,
LAD055,63,65,,,29,0.002,,,,,,,51,159,,86,,,,,,,,,,,,,90,,,,,,,,,,,,,,,,,,,,,,559,
LAD055,65,67,,,6,0.001,,,,,,,46,48,,77,,,,,,,,,,,,,67,,,,,,,,,,,,,,,,,,,,,,253,
LAD055,67,68,,,9,0.009,,,,,,,111,410,,313,,,,,,,,,,,,,369,,,,,,,,,,,,,,,,,,,,,,602,
LAD055,68,70,,,30,0.002,,,,,,,52,179,,88,,,,,,,,,,,,,93,,,,,,,,,,,,,,,,,,,,,,596,
LAD055,70,72,,,19,0.005,,,,,,,79,44,,124,,,,,,,,,,,,,115,,,,,,,,,,,,,,,,,,,,,,423,
LAD055,72,74,,,21,0.002,,,,,,,82,36,,106,,,,,,,,,,,,,110,,,,,,,,,,,,,,,,,,,,,,489,
LAD055,74,77,,,30,0.005,,,,,,,102,93,,400,,,,,,,,,,,,,164,,,,,,,,,,,,,,,,,,,,,,986,
LAD055,77,79,,,9,0,,,,,,,51,41,,125,,,,,,,,,,,,,86,,,,,,,,,,,,,,,,,,,,,,194,
LAD055,79,81,,,8,0.003,,,,,,,166,85,,762,,,,,,,,,,,,,198,,,,,,,,,,,,,,,,,,,,,,194,
LAD055,81,82,,,5,0.007,,,,,,,51,52,,84,,,,,,,,,,,,,85,,,,,,,,,,,,,,,,,,,,,,135,
LAD055,82,84,,,0,0.003,,,,,,,48,42,,87,,,,,,,,,,,,,87,,,,,,,,,,,,,,,,,,,,,,106,
LAD055,84,86,,,0,0,,,,,,,50,50,,80,,,,,,,,,,,,,91,,,,,,,,,,,,,,,,,,,,,,96,
LAD055,86,90,,,0,0.002,,,,,,,42,42,,33,,,,,,,,,,,,,71,,,,,,,,,,,,,,,,,,,,,,113,
LAD055,90,94,,,0,0,,,,,,,44,27,,65,,,,,,,,,,,,,55,,,,,,,,,,,,,,,,,,,,,,104,
LAD055,94,98,,,0,0,,,,,,,39,16,,32,,,,,,,,,,,,,13,,,,,,,,,,,,,,,,,,,,,,117,
LAD055,98,102,,,0,0,,,,,,,34,14,,20,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,153,
LAD055,102,106,,,0,0,,,,,,,37,16,,49,,,,,,,,,,,,,16,,,,,,,,,,,,,,,,,,,,,,114,
LAD055,106,110,,,0,0.033,,,,,,,43,15,,23,,,,,,,,,,,,,19,,,,,,,,,,,,,,,,,,,,,,112,
LAD055,110,114,,,0,0,,,,,,,48,15,,45,,,,,,,,,,,,,45,,,,,,,,,,,,,,,,,,,,,,96,
LAD055,114,118,,,0,0,,,,,,,43,20,,48,,,,,,,,,,,,,54,,,,,,,,,,,,,,,,,,,,,,84,
LAD055,118,122,,,0,0,,,,,,,45,21,,94,,,,,,,,,,,,,64,,,,,,,,,,,,,,,,,,,,,,94,
LAD055,122,126,,,0,0,,,,,,,45,21,,92,,,,,,,,,,,,,70,,,,,,,,,,,,,,,,,,,,,,89,
LAD055,126,130,,,0,0.001,,,,,,,44,22,,85,,,,,,,,,,,,,74,,,,,,,,,,,,,,,,,,,,,,88,
LAD055,130,134,,,0,0,,,,,,,43,38,,87,,,,,,,,,,,,,81,,,,,,,,,,,,,,,,,,,,,,102,
LAD055,134,138,,,5,0.001,,,,,,,42,59,,87,,,,,,,,,,,,,91,,,,,,,,,,,,,,,,,,,,,,102,
LAD055,138,142,,,0,0,,,,,,,39,59,,54,,,,,,,,,,,,,86,,,,,,,,,,,,,,,,,,,,,,88,
LAD055,142,146,,,0,0.002,,,,,,,45,76,,103,,,,,,,,,,,,,108,,,,,,,,,,,,,,,,,,,,,,118,
LAD055,146,150,,,0,0.001,,,,,,,46,75,,120,,,,,,,,,,,,,106,,,,,,,,,,,,,,,,,,,,,,107,
LAD055,150,154,,,0,0.001,,,,,,,48,93,,142,,,,,,,,,,,,,120,,,,,,,,,,,,,,,,,,,,,,104,
LAD055,154,157,,,0,0.001,,,,,,,50,107,,108,,,,,,,,,,,,,128,,,,,,,,,,,,,,,,,,,,,,108,
LAD055,157,159,,,0,0.002,,,,,,,49,111,,97,,,,,,,,,,,,,132,,,,,,,,,,,,,,,,,,,,,,100,
LLDKN004,1122.2,1122.55,,,318,0.012,,,,,,,76,1390,,32,,,,,,,,,,,,,2420,,,0.003,0,,,,,,,,,,,,,,,,,,80,
LLDKN004,1122.55,1123.3,,,61,0.029999999,,,,,,,77,1260,,42,,,,,,,,,,,,,1820,,,0.003,0.005,,,,,,,,,,,,,,,,,,80,
LLDKN004,1123.3,1124,,,100,0.067000002,,,,,,,133,1550,,42,,,,,,,,,,,,,3100,,,0.003,0,,,,,,,,,,,,,,,,,,92,
LLDKN004,1124,1125,,,69,0.061000001,,,,,,,180,2050,,38,,,,,,,,,,,,,3760,,,0.006,0,,,,,,,,,,,,,,,,,,120,
LLDKN004,1125,1125.7,,,47,0.039000001,,,,,,,310,2980,,47,,,,,,,,,,,,,5380,,,0.024,0.027000001,,,,,,,,,,,,,,,,,,106,
LLDKN004,1125.7,1126.4,,,24,0.023,,,,,,,141,2170,,30,,,,,,,,,,,,,2940,,,0.006,0.050000001,,,,,,,,,,,,,,,,,,188,
NID006,140.75,141.7,,,0,0.002,,,,,,,68,1440,,11,,,,,,,,,,,,,462,,,0.003,0,,,,,,,,,,,,,,,,,,64,
NID006,141.7,143.39999,,,5,0.001,,,,,,,97,1770,,42,,,,,,,,,,,,,793,,,0.003,0.005,,,,,,,,,,,,,,,,,,75,
NID006,143.39999,144.8,,,0,0,,,,,,,115,1490,,43,,,,,,,,,,,,,1080,,,0.003,0.005,,,,,,,,,,,,,,,,,,81,
NID006,144.8,146.2,,,6,0,,,,,,,123,1990,,37,,,,,,,,,,,,,1220,,,0.004,0.005,,,,,,,,,,,,,,,,,,83,
NID006,146.2,147.7,,,5,0.003,,,,,,,116,1920,,36,,,,,,,,,,,,,1230,,,0.004,0,,,,,,,,,,,,,,,,,,78,
NID006,147.7,149.2,,,0,0.002,,,,,,,118,1780,,39,,,,,,,,,,,,,1310,,,0.004,0,,,,,,,,,,,,,,,,,,79,
NID006,149.2,150.7,,,5,0.002,,,,,,,117,1850,,26,,,,,,,,,,,,,1370,,,0.003,0,,,,,,,,,,,,,,,,,,77,
NID006,150.7,152.2,,,12,0.001,,,,,,,121,1890,,21,,,,,,,,,,,,,1410,,,0.004,0,,,,,,,,,,,,,,,,,,79,
NID006,152.2,153.60001,,,36,0.003,,,,,,,76,1530,,9,,,,,,,,,,,,,1050,,,0.004,0,,,,,,,,,,,,,,,,,,73,
NID006,153.60001,154.8,,,0,0,,,,,,,49,579,,3,,,,,,,,,,,,,474,,,0,0,,,,,,,,,,,,,,,,,,52,
NID006,154.8,155.8,,,17,0.006,,,,,,,108,1900,,124,,,,,,,,,,,,,1300,,,0.003,0,,,,,,,,,,,,,,,,,,70,
NID006,155.8,156.8,,,12,0.002,,,,,,,87,1720,,39,,,,,,,,,,,,,1210,,,0.005,0.005,,,,,,,,,,,,,,,,,,85,
NID006,158.25,159.75,,,29,0.001,,,,,,,102,1840,,57,,,,,,,,,,,,,1350,,,0.004,0,,,,,,,,,,,,,,,,,,76,
NID006,159.75,161.5,,,5,0.001,,,,,,,114,2580,,28,,,,,,,,,,,,,1280,,,0.004,0,,,,,,,,,,,,,,,,,,98,
NID006,161.75,162.8,,,6,0,,,,,,,117,2110,,31,,,,,,,,,,,,,1220,,,0.004,0,,,,,,,,,,,,,,,,,,88,
NID006,162.8,163.89999,,,5,0.001,,,,,,,113,2160,,39,,,,,,,,,,,,,1200,,,0.004,0,,,,,,,,,,,,,,,,,,76,
NID006,163.89999,165,,,0,0.001,,,,,,,117,2220,,37,,,,,,,,,,,,,1200,,,0.004,0.005,,,,,,,,,,,,,,,,,,80,
NID006,165,166.10001,,,5,0.001,,,,,,,114,2170,,47,,,,,,,,,,,,,1220,,,0.007,0.006,,,,,,,,,,,,,,,,,,85,
NID006,166.10001,167.2,,,5,0.002,,,,,,,109,2200,,82,,,,,,,,,,,,,1180,,,0.005,0.005,,,,,,,,,,,,,,,,,,86,
NID006,167.2,168,,,7,0.002,,,,,,,104,2180,,72,,,,,,,,,,,,,1110,,,0.005,0.005,,,,,,,,,,,,,,,,,,79,
NID006,168,169.05,,,0,0.003,,,,,,,104,1750,,44,,,,,,,,,,,,,1100,,,0.006,0.006,,,,,,,,,,,,,,,,,,78,
NID006,169.05,170.05,,,6,0.002,,,,,,,96,1530,,47,,,,,,,,,,,,,905,,,0.007,0.007,,,,,,,,,,,,,,,,,,80,
NID006,170.05,171.05,,,8,0.002,,,,,,,84,1290,,131,,,,,,,,,,,,,687,,,0.007,0.008,,,,,,,,,,,,,,,,,,112,
NID006,171.05,172.2,,,0,0.002,,,,,,,70,1040,,204,,,,,,,,,,,,,424,,,0.011,0.014,,,,,,,,,,,,,,,,,,140,
NID007,170.39999,171.44,,,0,0.001,,,,,,,107,1910,,53,,,,,,,,,,,,,1640,,,0.004,0.006,,,,,,,,,,,,,,,,,,67,
NID007,174.39999,175.39999,,,0,0.001,,,,,,,104,2160,,20,,,,,,,,,,,,,1920,,,0.002,0,,,,,,,,,,,,,,,,,,58,
NID007,178.39999,179.39999,,,0,0.002,,,,,,,113,2080,,43,,,,,,,,,,,,,2100,,,0.003,0.005,,,,,,,,,,,,,,,,,,61,
NID007,182.39999,183.36,,,0,0.002,,,,,,,115,1700,,19,,,,,,,,,,,,,2060,,,0.003,0.005,,,,,,,,,,,,,,,,,,59,
NID007,183.36,184.39999,,,0,0.002,,,,,,,108,1820,,15,,,,,,,,,,,,,1920,,,0.002,0,,,,,,,,,,,,,,,,,,60,
NID007,184.39999,185.39999,,,0,0.002,,,,,,,127,2140,,31,,,,,,,,,,,,,2270,,,0.004,0,,,,,,,,,,,,,,,,,,71,
NID007,185.39999,186.39999,,,6,0.003,,,,,,,112,2090,,51,,,,,,,,,,,,,1940,,,0.003,0,,,,,,,,,,,,,,,,,,63,
NID007,186.39999,187.5,,,0,0.002,,,,,,,113,1650,,30,,,,,,,,,,,,,1900,,,0.002,0,,,,,,,,,,,,,,,,,,60,
NID007,187.5,188.39999,,,0,0.002,,,,,,,120,1990,,33,,,,,,,,,,,,,1990,,,0.002,0,,,,,,,,,,,,,,,,,,67,
NID007,188.39999,189.39999,,,0,0.001,,,,,,,117,1990,,22,,,,,,,,,,,,,1960,,,0.002,0,,,,,,,,,,,,,,,,,,62,
NID007,189.39999,190.39999,,,0,0.005,,,,,,,121,1980,,27,,,,,,,,,,,,,2070,,,0.003,0,,,,,,,,,,,,,,,,,,67,
NID007,190.39999,191.39999,,,0,0.002,,,,,,,109,1710,,30,,,,,,,,,,,,,1860,,,0.005,0,,,,,,,,,,,,,,,,,,62,
NID007,191.39999,192.39999,,,5,0.001,,,,,,,111,1530,,31,,,,,,,,,,,,,1850,,,0.002,0,,,,,,,,,,,,,,,,,,57,
NID007,192.39999,193.5,,,0,0.001,,,,,,,106,1960,,22,,,,,,,,,,,,,1940,,,0.003,0.005,,,,,,,,,,,,,,,,,,57,
NID007,193.5,194.5,,,0,0.001,,,,,,,110,1790,,10,,,,,,,,,,,,,1900,,,0.004,0,,,,,,,,,,,,,,,,,,57,
NID007,194.5,195.5,,,5,0.001,,,,,,,111,1980,,15,,,,,,,,,,,,,1880,,,0.004,0,,,,,,,,,,,,,,,,,,60,
NID007,195.5,196.5,,,0,0.001,,,,,,,119,2020,,22,,,,,,,,,,,,,1980,,,0.003,0,,,,,,,,,,,,,,,,,,66,
NID007,196.5,197.5,,,0,0.004,,,,,,,116,2080,,35,,,,,,,,,,,,,1960,,,0.003,0.005,,,,,,,,,,,,,,,,,,62,
NID007,197.5,198.5,,,6,0.004,,,,,,,112,2070,,46,,,,,,,,,,,,,1800,,,0.003,0.005,,,,,,,,,,,,,,,,,,59,
NID007,198.5,199.5,,,0,0.001,,,,,,,108,2070,,54,,,,,,,,,,,,,1810,,,0.004,0,,,,,,,,,,,,,,,,,,62,
NID007,199.5,200.5,,,0,0.001,,,,,,,99,2540,,46,,,,,,,,,,,,,1640,,,0.003,0.007,,,,,,,,,,,,,,,,,,64,
NID007,200.5,201.89999,,,5,0,,,,,,,102,2370,,24,,,,,,,,,,,,,1490,,,0.004,0.005,,,,,,,,,,,,,,,,,,67,
NID007,201.89999,203.3,,,0,0.002,,,,,,,112,2900,,60,,,,,,,,,,,,,1520,,,0.005,0.007,,,,,,,,,,,,,,,,,,78,
NID007,203.3,204.14999,,,0,0.001,,,,,,,102,2370,,71,,,,,,,,,,,,,1330,,,0.006,0.006,,,,,,,,,,,,,,,,,,74,
NID007,204.14999,205,,,0,0.002,,,,,,,101,2200,,53,,,,,,,,,,,,,1260,,,0.007,0.008,,,,,,,,,,,,,,,,,,77,
NID007,205.2,206,,,5,0.004,,,,,,,92,1950,,74,,,,,,,,,,,,,1070,,,0.006,0.008,,,,,,,,,,,,,,,,,,80,
