anumber,companyholeid,companysampleid,fromdepth,todepth,Ag_PPM,Al_PPM,As_PPM,Au_PPM,Ba_PPM,Be_PPM,Bi_PPM,Ca_PPM,Cd_PPM,Ce_PPM,Co_PPM,Cr_PPM,Cs_PPM,Cu_PPM,Fe_PPM,Ga_PPM,Ge_PPM,Hf_PPM,Hg_PPM,In_PPM,La_PPM,Li_PPM,Mg_PPM,Mn_PPM,Mo_PPM,Nb_PPM,Ni_PPM,P_PPM,Pb_PPM,Pd_PPM,Pt_PPM,Rb_PPM,Re_PPM,S_PPM,Sb_PPM,Sc_PPM,Se_PPM,Sn_PPM,Sr_PPM,Ta_PPM,Te_PPM,Th_PPM,Ti_PPM,Tl_PPM,U_PPM,V_PPM,W_PPM,Y_PPM,Zn_PPM,Zr_PPM
101533,VLLP018,ASW67405,309.0,310.0,,,38.0,0.003,,,,,,,93.0,919.0,,9.0,,,,,,,,,,,,,2130.0,,,0.003,0.0060000001,,,,,,,,,,,,,,,,,,58.0,
101533,VLLP018,ASW67406,310.0,311.0,,,45.0,0.003,,,,,,,98.0,902.0,,10.0,,,,,,,,,,,,,2270.0,,,0.0049999999,0.0,,,,,,,,,,,,,,,,,,66.0,
101533,VLLP018,ASW67407,311.0,312.0,,,34.0,0.0040000002,,,,,,,102.0,808.0,,8.0,,,,,,,,,,,,,2420.0,,,0.0070000002,0.0060000001,,,,,,,,,,,,,,,,,,64.0,
101533,VLLP018,ASW67408,312.0,313.0,,,39.0,0.0089999996,,,,,,,96.0,668.0,,10.0,,,,,,,,,,,,,2290.0,,,0.0040000002,0.0049999999,,,,,,,,,,,,,,,,,,77.0,
101533,VLLP018,ASW67409,313.0,314.0,,,45.0,0.0080000004,,,,,,,92.0,771.0,,12.0,,,,,,,,,,,,,2300.0,,,0.0089999996,0.017999999,,,,,,,,,,,,,,,,,,70.0,
101533,VLLP018,ASW67410,314.0,315.0,,,52.0,0.0070000002,,,,,,,93.0,752.0,,8.0,,,,,,,,,,,,,2210.0,,,0.003,0.0,,,,,,,,,,,,,,,,,,71.0,
101533,VLLP018,ASW67411,315.0,315.60001,,,147.0,0.0020000001,,,,,,,101.0,959.0,,29.0,,,,,,,,,,,,,2310.0,,,0.0089999996,0.0,,,,,,,,,,,,,,,,,,108.0,
101533,VLLP018,ASW67412,315.60001,316.10001,,,57.0,0.035,,,,,,,42.0,467.0,,60.0,,,,,,,,,,,,,1030.0,,,0.014,0.0,,,,,,,,,,,,,,,,,,180.0,
101533,VLLP018,ASW67413,316.10001,317.16,,,22.0,0.023,,,,,,,0.0,8.0,,16.0,,,,,,,,,,,,,10.0,,,0.0,0.0080000004,,,,,,,,,,,,,,,,,,132.0,
101533,VLLP018,ASW67414,317.16,318.0,,,37.0,0.025,,,,,,,7.0,224.0,,18.0,,,,,,,,,,,,,94.0,,,0.003,0.0,,,,,,,,,,,,,,,,,,35.0,
101533,VLLP018,ASW67415,318.0,319.0,,,33.0,0.059,,,,,,,28.0,92.0,,48.0,,,,,,,,,,,,,133.0,,,0.0,0.0089999996,,,,,,,,,,,,,,,,,,50.0,
101533,VLLP018,ASW67416,319.0,320.0,,,20.0,0.050000001,,,,,,,6.0,24.0,,16.0,,,,,,,,,,,,,53.0,,,0.001,0.0,,,,,,,,,,,,,,,,,,44.0,
101533,VLLP018,ASW67418,320.0,321.0,,,20.0,0.048,,,,,,,10.0,17.0,,38.0,,,,,,,,,,,,,112.0,,,0.0070000002,0.0080000004,,,,,,,,,,,,,,,,,,44.0,
101533,VLLP018,ASW67419,321.0,322.0,,,48.0,0.077,,,,,,,13.0,27.0,,40.0,,,,,,,,,,,,,144.0,,,0.003,0.0,,,,,,,,,,,,,,,,,,63.0,
101533,VLLP018,ASW67420,322.0,323.47,,,37.0,0.075000003,,,,,,,22.0,112.0,,26.0,,,,,,,,,,,,,108.0,,,0.0,0.0,,,,,,,,,,,,,,,,,,66.0,
101533,VLLP018,ASW67421,323.47,325.0,,,5.0,0.0,,,,,,,7.0,14.0,,6.0,,,,,,,,,,,,,11.0,,,0.0,0.0,,,,,,,,,,,,,,,,,,13.0,
101533,VLLP018,ASW67422,325.0,326.0,,,0.0,0.003,,,,,,,6.0,12.0,,9.0,,,,,,,,,,,,,16.0,,,0.003,0.0,,,,,,,,,,,,,,,,,,11.0,
101533,VLLP018,ASW67423,326.0,327.0,,,6.0,0.0089999996,,,,,,,6.0,10.0,,11.0,,,,,,,,,,,,,8.0,,,0.0020000001,0.0,,,,,,,,,,,,,,,,,,15.0,
101533,VLLP018,ASW67425,331.64001,333.0,,,12.0,0.0070000002,,,,,,,7.0,9.0,,12.0,,,,,,,,,,,,,9.0,,,0.0,0.0,,,,,,,,,,,,,,,,,,18.0,
101533,VLLP018,ASW67426,333.0,334.0,,,12.0,0.017000001,,,,,,,5.0,8.0,,38.0,,,,,,,,,,,,,11.0,,,0.0,0.0,,,,,,,,,,,,,,,,,,27.0,
101533,VLLP018,ASW67427,334.0,334.92999,,,10.0,0.037,,,,,,,2.0,6.0,,28.0,,,,,,,,,,,,,5.0,,,0.0,0.0049999999,,,,,,,,,,,,,,,,,,25.0,
101533,VLLP018,ASW67428,353.42001,354.10001,,,8.0,0.011,,,,,,,1.0,7.0,,5.0,,,,,,,,,,,,,2.0,,,0.0070000002,0.0049999999,,,,,,,,,,,,,,,,,,19.0,
101533,VLLP018,ASW67429,362.0,363.20999,,,0.0,0.059999999,,,,,,,5.0,9.0,,72.0,,,,,,,,,,,,,6.0,,,0.0,0.0089999996,,,,,,,,,,,,,,,,,,476.0,
101533,WBD201,ASW67910,81.5,82.400002,,,0.0,0.0040000002,,,,,,,78.0,1110.0,,77.0,,,,,,,,,,,,,463.0,,,,,,,,,,,,,,,,,,,,,,77.0,
101533,WBD201,ASW67911,82.400002,83.0,,,15.0,0.0060000001,,,,,,,74.0,1410.0,,94.0,,,,,,,,,,,,,845.0,,,,,,,,,,,,,,,,,,,,,,55.0,
101533,WBD201,ASW67912,83.0,84.0,,,6.0,0.0049999999,,,,,,,86.0,1450.0,,110.0,,,,,,,,,,,,,1260.0,,,,,,,,,,,,,,,,,,,,,,61.0,
101533,WBD201,ASW67913,100.0,100.86,,,143.0,0.035999998,,,,,,,79.0,1360.0,,41.0,,,,,,,,,,,,,1140.0,,,,,,,,,,,,,,,,,,,,,,55.0,
101533,WBD201,ASW67914,100.86,101.29,,,5.0,0.0020000001,,,,,,,82.0,1540.0,,147.0,,,,,,,,,,,,,1010.0,,,,,,,,,,,,,,,,,,,,,,64.0,
101533,WBD201,ASW67915,101.29,102.0,,,10.0,0.011,,,,,,,73.0,1320.0,,93.0,,,,,,,,,,,,,813.0,,,,,,,,,,,,,,,,,,,,,,56.0,
101533,WBD201,ASW67916,116.0,116.92,,,149.0,0.017000001,,,,,,,80.0,1400.0,,56.0,,,,,,,,,,,,,1000.0,,,,,,,,,,,,,,,,,,,,,,59.0,
101533,WBD201,ASW67917,116.92,117.6,,,21.0,0.0070000002,,,,,,,80.0,1240.0,,158.0,,,,,,,,,,,,,760.0,,,,,,,,,,,,,,,,,,,,,,93.0,
101533,WBD201,ASW67918,117.6,118.15,,,338.0,0.022,,,,,,,82.0,1630.0,,71.0,,,,,,,,,,,,,1100.0,,,,,,,,,,,,,,,,,,,,,,70.0,
101533,WBD201,ASW67920,152.0,153.10001,,,0.0,0.0020000001,,,,,,,83.0,1520.0,,127.0,,,,,,,,,,,,,929.0,,,,,,,,,,,,,,,,,,,,,,67.0,
101533,WBD201,ASW67921,153.10001,154.0,,,0.0,0.0040000002,,,,,,,73.0,1450.0,,65.0,,,,,,,,,,,,,483.0,,,,,,,,,,,,,,,,,,,,,,78.0,
101533,WBD201,ASW67922,154.0,154.78,,,0.0,0.0020000001,,,,,,,62.0,703.0,,59.0,,,,,,,,,,,,,233.0,,,,,,,,,,,,,,,,,,,,,,73.0,
101533,WBD201,ASW67923,154.78,155.92,,,71.0,0.0099999998,,,,,,,86.0,2070.0,,50.0,,,,,,,,,,,,,1070.0,,,,,,,,,,,,,,,,,,,,,,68.0,
101533,WBD201,ASW67924,167.0,168.0,,,12.0,0.001,,,,,,,64.0,866.0,,73.0,,,,,,,,,,,,,470.0,,,,,,,,,,,,,,,,,,,,,,92.0,
101533,WBD201,ASW67925,168.0,168.56,,,42.0,0.0040000002,,,,,,,60.0,801.0,,80.0,,,,,,,,,,,,,412.0,,,,,,,,,,,,,,,,,,,,,,89.0,
101533,WBD201,ASW67926,168.56,169.46001,,,0.0,0.003,,,,,,,26.0,150.0,,53.0,,,,,,,,,,,,,79.0,,,,,,,,,,,,,,,,,,,,,,54.0,
101533,WBD201,ASW67927,169.46001,170.37,,,16.0,0.0080000004,,,,,,,43.0,498.0,,78.0,,,,,,,,,,,,,227.0,,,,,,,,,,,,,,,,,,,,,,79.0,
101533,WBD201,ASW67928,170.37,171.17999,,,6.0,0.0040000002,,,,,,,36.0,232.0,,82.0,,,,,,,,,,,,,118.0,,,,,,,,,,,,,,,,,,,,,,97.0,
101533,WBD201,ASW67929,171.17999,172.0,,,6.0,0.0040000002,,,,,,,40.0,245.0,,96.0,,,,,,,,,,,,,127.0,,,,,,,,,,,,,,,,,,,,,,105.0,
101533,WBD201,ASW67931,219.0,220.0,,,47.0,0.0060000001,,,,,,,73.0,1210.0,,32.0,,,,,,,,,,,,,679.0,,,,,,,,,,,,,,,,,,,,,,73.0,
101533,WBD201,ASW67932,220.0,221.0,,,10.0,0.0049999999,,,,,,,24.0,225.0,,37.0,,,,,,,,,,,,,213.0,,,,,,,,,,,,,,,,,,,,,,19.0,
101533,WBD201,ASW67933,249.0,250.0,,,0.0,0.0020000001,,,,,,,71.0,1350.0,,107.0,,,,,,,,,,,,,479.0,,,,,,,,,,,,,,,,,,,,,,93.0,
101533,WBD201,ASW67934,254.0,255.0,,,0.0,0.0020000001,,,,,,,61.0,744.0,,17.0,,,,,,,,,,,,,221.0,,,,,,,,,,,,,,,,,,,,,,64.0,
101533,WBD201,ASW67935,263.98999,264.62,,,42.0,0.014,,,,,,,74.0,1540.0,,103.0,,,,,,,,,,,,,1300.0,,,,,,,,,,,,,,,,,,,,,,177.0,
101533,WBD201,ASW67936,264.62,265.51001,,,7.0,0.0040000002,,,,,,,13.0,178.0,,2.0,,,,,,,,,,,,,166.0,,,,,,,,,,,,,,,,,,,,,,17.0,
101533,WBD201,ASW67937,265.51001,267.0,,,0.0,0.0020000001,,,,,,,76.0,1740.0,,30.0,,,,,,,,,,,,,783.0,,,,,,,,,,,,,,,,,,,,,,143.0,
101533,WBD201,ASW67801,294.0,295.0,,,19.0,0.0040000002,,,,,,,59.0,375.0,,267.0,,,,,,,,,,,,,375.0,,,0.013,0.0060000001,,,,,,,,,,,,,,,,,,200.0,
101533,WBD201,ASW67802,295.0,295.81,,,0.0,0.001,,,,,,,72.0,694.0,,152.0,,,,,,,,,,,,,445.0,,,0.013,0.0080000004,,,,,,,,,,,,,,,,,,152.0,
101533,WBD201,ASW67803,295.81,296.48001,,,50.0,0.003,,,,,,,76.0,1660.0,,72.0,,,,,,,,,,,,,998.0,,,0.0099999998,0.0060000001,,,,,,,,,,,,,,,,,,93.0,
101533,WBD201,ASW67804,296.48001,297.20999,,,7.0,0.0049999999,,,,,,,57.0,216.0,,296.0,,,,,,,,,,,,,201.0,,,0.017999999,0.0,,,,,,,,,,,,,,,,,,226.0,
101533,WBD201,ASW67805,297.20999,298.26001,,,6.0,0.001,,,,,,,41.0,260.0,,84.0,,,,,,,,,,,,,129.0,,,0.022,0.0,,,,,,,,,,,,,,,,,,68.0,
101533,WBD201,ASW67806,298.26001,298.69,,,7.0,0.003,,,,,,,73.0,377.0,,139.0,,,,,,,,,,,,,185.0,,,0.014,0.0,,,,,,,,,,,,,,,,,,62.0,
101533,WBD201,ASW67807,298.69,299.04001,,,6.0,0.001,,,,,,,76.0,1890.0,,83.0,,,,,,,,,,,,,226.0,,,0.0089999996,0.0,,,,,,,,,,,,,,,,,,70.0,
101533,WBD201,ASW67808,299.04001,300.0,,,7.0,0.003,,,,,,,110.0,2550.0,,96.0,,,,,,,,,,,,,1060.0,,,0.012,0.0089999996,,,,,,,,,,,,,,,,,,60.0,
101533,WBD201,ASW67809,300.0,301.0,,,0.0,0.001,,,,,,,114.0,2260.0,,5.0,,,,,,,,,,,,,1990.0,,,0.0049999999,0.0070000002,,,,,,,,,,,,,,,,,,57.0,
101533,WBD201,ASW67810,301.0,302.0,,,6.0,0.0040000002,,,,,,,117.0,2480.0,,7.0,,,,,,,,,,,,,2100.0,,,0.0070000002,0.0,,,,,,,,,,,,,,,,,,67.0,
101533,WBD201,ASW67811,302.0,303.0,,,7.0,0.0020000001,,,,,,,113.0,2430.0,,10.0,,,,,,,,,,,,,2080.0,,,0.0060000001,0.0,,,,,,,,,,,,,,,,,,67.0,
101533,WBD201,ASW67812,303.0,304.0,,,6.0,0.003,,,,,,,102.0,2300.0,,12.0,,,,,,,,,,,,,2000.0,,,0.0070000002,0.0049999999,,,,,,,,,,,,,,,,,,65.0,
101533,WBD201,ASW67813,304.0,305.0,,,11.0,0.0020000001,,,,,,,107.0,2440.0,,6.0,,,,,,,,,,,,,2010.0,,,0.0060000001,0.0,,,,,,,,,,,,,,,,,,66.0,
101533,WBD201,ASW67814,305.0,306.0,,,10.0,0.001,,,,,,,104.0,2440.0,,10.0,,,,,,,,,,,,,1980.0,,,0.0060000001,0.0,,,,,,,,,,,,,,,,,,64.0,
101533,WBD201,ASW67815,306.0,307.0,,,9.0,0.003,,,,,,,111.0,2170.0,,7.0,,,,,,,,,,,,,1980.0,,,0.0060000001,0.0,,,,,,,,,,,,,,,,,,58.0,
101533,WBD201,ASW67816,307.0,308.0,,,7.0,0.0020000001,,,,,,,111.0,2490.0,,10.0,,,,,,,,,,,,,2090.0,,,0.0070000002,0.0070000002,,,,,,,,,,,,,,,,,,64.0,
101533,WBD201,ASW67817,308.0,309.0,,,17.0,0.0080000004,,,,,,,108.0,2410.0,,33.0,,,,,,,,,,,,,2000.0,,,0.0049999999,0.0070000002,,,,,,,,,,,,,,,,,,65.0,
101533,WBD201,ASW67818,309.0,310.0,,,15.0,0.0070000002,,,,,,,118.0,2420.0,,23.0,,,,,,,,,,,,,2080.0,,,0.011,0.0080000004,,,,,,,,,,,,,,,,,,75.0,
101533,WBD201,ASW67820,310.0,311.0,,,11.0,0.0099999998,,,,,,,107.0,2230.0,,24.0,,,,,,,,,,,,,1840.0,,,0.012,0.0089999996,,,,,,,,,,,,,,,,,,69.0,
101533,WBD201,ASW67821,311.0,312.0,,,6.0,0.0070000002,,,,,,,106.0,2300.0,,31.0,,,,,,,,,,,,,1780.0,,,0.0089999996,0.012,,,,,,,,,,,,,,,,,,57.0,
101533,WBD201,ASW67822,312.0,313.0,,,0.0,0.0060000001,,,,,,,105.0,2290.0,,57.0,,,,,,,,,,,,,1720.0,,,0.0060000001,0.0089999996,,,,,,,,,,,,,,,,,,69.0,
101533,WBD201,ASW67823,313.0,314.0,,,5.0,0.011,,,,,,,110.0,2430.0,,78.0,,,,,,,,,,,,,1930.0,,,0.015,0.015,,,,,,,,,,,,,,,,,,70.0,
101533,WBD201,ASW67824,314.0,315.0,,,7.0,0.003,,,,,,,102.0,2350.0,,18.0,,,,,,,,,,,,,1690.0,,,0.0060000001,0.0070000002,,,,,,,,,,,,,,,,,,66.0,
101533,WBD201,ASW67825,315.0,315.75,,,65.0,0.012,,,,,,,110.0,2490.0,,3.0,,,,,,,,,,,,,1780.0,,,0.0049999999,0.0060000001,,,,,,,,,,,,,,,,,,71.0,
101533,WBD201,ASW67826,315.75,316.41,,,115.0,0.035999998,,,,,,,99.0,1970.0,,166.0,,,,,,,,,,,,,1400.0,,,0.0089999996,0.0060000001,,,,,,,,,,,,,,,,,,75.0,
101533,WBD201,ASW67827,316.41,317.0,,,43.0,0.015,,,,,,,10.0,36.0,,89.0,,,,,,,,,,,,,144.0,,,0.001,0.0,,,,,,,,,,,,,,,,,,29.0,
101533,WBD201,ASW67828,317.0,317.64999,,,132.0,0.045000002,,,,,,,13.0,62.0,,40.0,,,,,,,,,,,,,122.0,,,0.0020000001,0.0,,,,,,,,,,,,,,,,,,139.0,
101533,WBD201,ASW67829,317.64999,318.53,,,488.0,0.113,,,,,,,45.0,171.0,,62.0,,,,,,,,,,,,,173.0,,,0.0060000001,0.0070000002,,,,,,,,,,,,,,,,,,76.0,
101533,WBD201,ASW67830,318.53,319.0,,,78.0,0.118,,,,,,,8.0,17.0,,24.0,,,,,,,,,,,,,132.0,,,0.0,0.0,,,,,,,,,,,,,,,,,,20.0,
101533,WBD201,ASW67831,319.0,320.0,,,12.0,0.105,,,,,,,4.0,6.0,,27.0,,,,,,,,,,,,,128.0,,,0.0020000001,0.0,,,,,,,,,,,,,,,,,,29.0,
101533,WBD201,ASW67832,320.0,321.0,,,97.0,0.0,,,,,,,19.0,5.0,,47.0,,,,,,,,,,,,,524.0,,,0.0,0.0,,,,,,,,,,,,,,,,,,41.0,
101533,WBD201,ASW67833,321.0,322.0,,,95.0,0.16,,,,,,,20.0,4.0,,48.0,,,,,,,,,,,,,538.0,,,0.0,0.0,,,,,,,,,,,,,,,,,,42.0,
101533,WBD201,ASW67834,322.0,322.51001,,,13.0,0.167,,,,,,,22.0,22.0,,86.0,,,,,,,,,,,,,640.0,,,0.0,0.0060000001,,,,,,,,,,,,,,,,,,35.0,
101533,WBD201,ASW67835,322.51001,323.06,,,1395.0,0.308,,,,,,,100.0,2600.0,,27.0,,,,,,,,,,,,,1920.0,,,0.0089999996,0.0060000001,,,,,,,,,,,,,,,,,,143.0,
101533,WBD201,ASW67836,323.06,323.92999,,,60.0,0.0049999999,,,,,,,9.0,49.0,,8.0,,,,,,,,,,,,,85.0,,,0.0,0.0,,,,,,,,,,,,,,,,,,23.0,
101533,WBD201,ASW67837,323.92999,324.14001,,,1360.0,0.34999999,,,,,,,131.0,1080.0,,118.0,,,,,,,,,,,,,3190.0,,,0.0049999999,0.0,,,,,,,,,,,,,,,,,,45.0,
101533,WBD201,ASW67838,324.14001,324.64001,,,1630.0,0.27000001,,,,,,,229.0,5650.0,,211.0,,,,,,,,,,,,,5750.0,,,0.0060000001,0.0099999998,,,,,,,,,,,,,,,,,,275.0,
101533,WBD201,ASW67840,324.64001,326.0,,,7.0,0.016000001,,,,,,,51.0,33.0,,78.0,,,,,,,,,,,,,172.0,,,0.0049999999,0.0,,,,,,,,,,,,,,,,,,72.0,
101533,WBD201,ASW67841,326.0,326.95999,,,0.0,0.001,,,,,,,10.0,16.0,,52.0,,,,,,,,,,,,,49.0,,,0.001,0.0,,,,,,,,,,,,,,,,,,49.0,
101533,WBD201,ASW67842,326.95999,327.64001,,,17.0,0.001,,,,,,,3.0,27.0,,4.0,,,,,,,,,,,,,43.0,,,0.0,0.0,,,,,,,,,,,,,,,,,,22.0,
101533,WBD201,ASW67843,327.64001,329.0,,,0.0,0.0,,,,,,,11.0,49.0,,25.0,,,,,,,,,,,,,52.0,,,0.0,0.0,,,,,,,,,,,,,,,,,,66.0,
101533,WBD201,ASW67938,345.0,346.0,,,7.0,0.0040000002,,,,,,,11.0,25.0,,20.0,,,,,,,,,,,,,35.0,,,,,,,,,,,,,,,,,,,,,,69.0,
101533,WBD202,ASW68462,183.0,184.0,,,53.0,0.012,,,,,,,78.0,1340.0,,74.0,,,,,,,,,,,,,1020.0,,,,,,,,,,,,,,,,,,,,,,51.0,
101533,WBD202,ASW68463,184.0,185.28,,,94.0,0.0080000004,,,,,,,77.0,1440.0,,71.0,,,,,,,,,,,,,908.0,,,,,,,,,,,,,,,,,,,,,,76.0,
101533,WBD202,ASW68464,185.28,186.0,,,25.0,0.0020000001,,,,,,,62.0,892.0,,72.0,,,,,,,,,,,,,480.0,,,,,,,,,,,,,,,,,,,,,,85.0,
101533,WBD202,ASW68465,186.0,187.0,,,15.0,0.003,,,,,,,67.0,994.0,,81.0,,,,,,,,,,,,,538.0,,,,,,,,,,,,,,,,,,,,,,80.0,
101533,WBD202,ASW68466,187.0,188.0,,,15.0,0.0020000001,,,,,,,62.0,919.0,,77.0,,,,,,,,,,,,,475.0,,,,,,,,,,,,,,,,,,,,,,79.0,
101533,WBD202,ASW68467,188.0,189.0,,,5.0,0.0020000001,,,,,,,60.0,958.0,,86.0,,,,,,,,,,,,,462.0,,,,,,,,,,,,,,,,,,,,,,77.0,
101533,WBD202,ASW68468,189.0,190.0,,,0.0,0.001,,,,,,,59.0,940.0,,88.0,,,,,,,,,,,,,438.0,,,,,,,,,,,,,,,,,,,,,,80.0,
101533,WBD202,ASW68469,190.0,190.95,,,6.0,0.001,,,,,,,61.0,966.0,,83.0,,,,,,,,,,,,,451.0,,,,,,,,,,,,,,,,,,,,,,80.0,
101533,WBD202,ASW68470,190.95,191.75,,,0.0,0.013,,,,,,,57.0,805.0,,141.0,,,,,,,,,,,,,406.0,,,,,,,,,,,,,,,,,,,,,,119.0,
101533,WBD202,ASW68471,191.75,192.57001,,,0.0,0.001,,,,,,,6.0,48.0,,85.0,,,,,,,,,,,,,37.0,,,,,,,,,,,,,,,,,,,,,,7.0,
101533,WBD202,ASW68472,192.57001,193.72,,,28.0,0.0040000002,,,,,,,63.0,806.0,,259.0,,,,,,,,,,,,,419.0,,,,,,,,,,,,,,,,,,,,,,177.0,
101533,WBD202,ASW68473,193.72,195.0,,,10.0,0.0020000001,,,,,,,35.0,270.0,,68.0,,,,,,,,,,,,,141.0,,,,,,,,,,,,,,,,,,,,,,77.0,
101533,WBD202,ASW68474,195.0,196.0,,,0.0,0.0020000001,,,,,,,33.0,208.0,,76.0,,,,,,,,,,,,,99.0,,,,,,,,,,,,,,,,,,,,,,71.0,
101533,WBD202,ASW68475,196.0,197.0,,,0.0,0.0020000001,,,,,,,35.0,220.0,,87.0,,,,,,,,,,,,,109.0,,,,,,,,,,,,,,,,,,,,,,75.0,
101533,WBD202,ASW68477,201.0,202.00999,,,0.0,0.0040000002,,,,,,,42.0,445.0,,78.0,,,,,,,,,,,,,203.0,,,,,,,,,,,,,,,,,,,,,,79.0,
101533,WBD202,ASW68478,202.00999,203.0,,,67.0,0.0070000002,,,,,,,50.0,556.0,,31.0,,,,,,,,,,,,,333.0,,,,,,,,,,,,,,,,,,,,,,59.0,
101533,WBD202,ASW68479,203.0,204.0,,,42.0,0.021,,,,,,,63.0,1050.0,,62.0,,,,,,,,,,,,,474.0,,,,,,,,,,,,,,,,,,,,,,74.0,
101533,WBD202,ASW68481,210.0,211.0,,,8.0,0.0020000001,,,,,,,36.0,189.0,,101.0,,,,,,,,,,,,,106.0,,,,,,,,,,,,,,,,,,,,,,60.0,
101533,WBD202,ASW68482,211.0,212.0,,,0.0,0.003,,,,,,,51.0,148.0,,223.0,,,,,,,,,,,,,138.0,,,,,,,,,,,,,,,,,,,,,,132.0,
101533,WBD202,ASW68483,212.0,213.0,,,0.0,0.001,,,,,,,46.0,156.0,,163.0,,,,,,,,,,,,,118.0,,,,,,,,,,,,,,,,,,,,,,100.0,
101533,WBD202,ASW68484,218.0,218.59,,,5.0,0.0020000001,,,,,,,52.0,495.0,,91.0,,,,,,,,,,,,,361.0,,,,,,,,,,,,,,,,,,,,,,61.0,
101533,WBD202,ASW68485,218.59,219.0,,,9.0,0.0040000002,,,,,,,65.0,967.0,,144.0,,,,,,,,,,,,,584.0,,,,,,,,,,,,,,,,,,,,,,87.0,
101533,WBD202,ASW68486,219.0,220.0,,,9.0,0.003,,,,,,,72.0,983.0,,45.0,,,,,,,,,,,,,557.0,,,,,,,,,,,,,,,,,,,,,,74.0,
101533,WBD202,ASW68488,277.0,278.0,,,0.0,0.003,,,,,,,56.0,852.0,,85.0,,,,,,,,,,,,,172.0,,,,,,,,,,,,,,,,,,,,,,81.0,
101533,WBD202,ASW68489,287.0,288.0,,,0.0,0.0020000001,,,,,,,61.0,660.0,,50.0,,,,,,,,,,,,,191.0,,,,,,,,,,,,,,,,,,,,,,69.0,
101533,WBD202,ASW68490,299.0,300.0,,,85.0,0.011,,,,,,,89.0,1850.0,,57.0,,,,,,,,,,,,,1580.0,,,,,,,,,,,,,,,,,,,,,,50.0,
101533,WBD202,ASW68491,311.0,312.0,,,12.0,0.001,,,,,,,98.0,2110.0,,26.0,,,,,,,,,,,,,1790.0,,,,,,,,,,,,,,,,,,,,,,49.0,
101533,WBD202,ASW68492,317.0,318.0,,,242.0,0.011,,,,,,,68.0,1130.0,,85.0,,,,,,,,,,,,,650.0,,,,,,,,,,,,,,,,,,,,,,116.0,
101533,WBD202,ASW68493,318.0,319.26001,,,1890.0,0.057999998,,,,,,,67.0,1190.0,,66.0,,,,,,,,,,,,,699.0,,,,,,,,,,,,,,,,,,,,,,64.0,
101533,WBD202,ASW68494,319.26001,320.0,,,6.0,0.0020000001,,,,,,,30.0,215.0,,63.0,,,,,,,,,,,,,109.0,,,,,,,,,,,,,,,,,,,,,,77.0,
101533,WBD202,ASW68495,320.0,321.0,,,9.0,0.0020000001,,,,,,,34.0,213.0,,68.0,,,,,,,,,,,,,123.0,,,,,,,,,,,,,,,,,,,,,,75.0,
101533,WBD202,ASW68497,324.17999,325.17999,,,116.0,0.011,,,,,,,65.0,552.0,,144.0,,,,,,,,,,,,,550.0,,,,,,,,,,,,,,,,,,,,,,137.0,
101533,WBD202,ASW68498,325.17999,325.64001,,,0.0,0.015,,,,,,,86.0,205.0,,530.0,,,,,,,,,,,,,303.0,,,,,,,,,,,,,,,,,,,,,,431.0,
101533,WBD202,ASW68499,325.64001,326.53,,,92.0,0.097999997,,,,,,,51.0,135.0,,229.0,,,,,,,,,,,,,159.0,,,,,,,,,,,,,,,,,,,,,,505.0,
101533,WBD202,ASW68500,326.53,327.42999,,,34.0,0.029999999,,,,,,,40.0,271.0,,89.0,,,,,,,,,,,,,158.0,,,,,,,,,,,,,,,,,,,,,,64.0,
101533,WBD202,ASW68501,327.42999,328.22,,,7.0,0.003,,,,,,,45.0,240.0,,49.0,,,,,,,,,,,,,85.0,,,,,,,,,,,,,,,,,,,,,,47.0,
101533,WBD202,ASW68502,328.22,329.0,,,0.0,0.003,,,,,,,77.0,1970.0,,47.0,,,,,,,,,,,,,328.0,,,,,,,,,,,,,,,,,,,,,,65.0,
101533,WBD202,ASW68503,329.0,329.84,,,0.0,0.0040000002,,,,,,,95.0,1980.0,,31.0,,,,,,,,,,,,,593.0,,,,,,,,,,,,,,,,,,,,,,74.0,
101533,WBD202,ASW68504,329.84,331.0,,,0.0,0.001,,,,,,,2.0,8.0,,10.0,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,28.0,
101533,WBD202,ASW68505,331.0,332.0,,,0.0,0.001,,,,,,,1.0,10.0,,4.0,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,38.0,
101533,WBD202,ASW68506,332.0,333.0,,,9.0,0.003,,,,,,,8.0,20.0,,20.0,,,,,,,,,,,,,22.0,,,,,,,,,,,,,,,,,,,,,,50.0,
101533,WLL001,ASW67139,76.849998,77.879997,,,0.0,0.0020000001,,,,,,,86.0,1580.0,,56.0,,,,,,,,,,,,,1090.0,,,0.0099999998,0.011,,,,,,,,,,,,,,,,,,66.0,
101533,WLL001,ASW67140,77.879997,78.650002,,,15.0,0.0,,,,,,,79.0,1620.0,,33.0,,,,,,,,,,,,,840.0,,,0.0089999996,0.0089999996,,,,,,,,,,,,,,,,,,85.0,
101533,WLL001,ASW67141,78.650002,79.410004,,,71.0,0.017999999,,,,,,,100.0,1630.0,,25.0,,,,,,,,,,,,,1275.0,,,0.0080000004,0.0089999996,,,,,,,,,,,,,,,,,,122.0,
