anumber,companyholeid,companysampleid,fromdepth,todepth,Ag_PPM,Al_PPM,As_PPM,Au_PPM,Ba_PPM,Be_PPM,Bi_PPM,Ca_PPM,Cd_PPM,Ce_PPM,Co_PPM,Cr_PPM,Cs_PPM,Cu_PPM,Fe_PPM,Ga_PPM,Ge_PPM,Hf_PPM,Hg_PPM,In_PPM,La_PPM,Li_PPM,Mg_PPM,Mn_PPM,Mo_PPM,Nb_PPM,Ni_PPM,P_PPM,Pb_PPM,Pd_PPM,Pt_PPM,Rb_PPM,Re_PPM,S_PPM,Sb_PPM,Sc_PPM,Se_PPM,Sn_PPM,Sr_PPM,Ta_PPM,Te_PPM,Th_PPM,Ti_PPM,Tl_PPM,U_PPM,V_PPM,W_PPM,Y_PPM,Zn_PPM,Zr_PPM
100289,FSRC047,HR7023,4.0,8.0,0.0,40000.0,17.0,0.003,,,0.0,,,,5.0,111.0,,9.0,43100.0,,,,,,,,1000.0,48.0,2.0,,33.0,,6.0,,,,,200.0,0.0,,,,,,,,1600.0,,,63.0,10.0,,7.0,53.0
100289,FSRC047,HR7024,8.0,12.0,0.0,61400.0,6.0,0.0020000001,,,2.0,,,,0.0,123.0,,7.0,294000.0,,,,,,,,900.00006,71.0,10.0,,24.0,,25.0,,,,,1100.0,0.0,,,,,,,,2200.0,,,120.0,30.0,,6.0,85.0
100289,FSRC047,HR7025,12.0,16.0,0.0,43900.0,5.0,0.003,,,4.0,,,,2.0,66.0,,12.0,237000.0,,,,,,,,1600.0,39.0,4.0,,17.0,,17.0,,,,,1000.0,5.0,,,,,,,,2300.0,,,139.0,10.0,,5.0,74.0
100289,FSRC047,HR7026,16.0,20.0,0.0,60700.0,6.0,0.003,,,5.0,,,,2.0,58.0,,10.0,189000.0,,,,,,,,1400.0,33.0,4.0,,13.0,,10.0,,,,,700.0,0.0,,,,,,,,3100.0,,,116.0,0.0,,3.0,113.0
100289,FSRC047,HR7027,20.0,24.0,0.0,45600.0,0.0,0.0049999999,,,0.0,,,,1.0,21.0,,14.0,234000.0,,,,,,,,1000.0,63.0,4.0,,10.0,,12.0,,,,,700.0,0.0,,,,,,,,1200.0,,,24.0,0.0,,12.0,26.0
100289,FSRC047,HR7028,24.0,28.0,0.0,17300.0,0.0,0.0049999999,,,4.0,,,,0.0,12.0,,29.0,386000.0,,,,,,,,300.0,150.0,2.0,,4.0,,16.0,,,,,300.0,0.0,,,,,,,,300.0,,,9.0,0.0,,37.0,7.0
100289,FSRC047,HR7029,28.0,32.0,0.69999999,7200.0005,0.0,0.0060000001,,,6.0,,,,0.0,11.0,,28.0,408000.0,,,,,,,,200.0,174.0,1.0,,4.0,,16.0,,,,,300.0,0.0,,,,,,,,200.0,,,7.0,0.0,,39.0,0.0
100289,FSRC047,HR7031,32.0,36.0,0.0,7700.0,0.0,0.003,,,5.0,,,,0.0,11.0,,12.0,409000.0,,,,,,,,200.0,162.0,3.0,,5.0,,7.0,,,,,200.0,0.0,,,,,,,,200.0,,,21.0,0.0,,33.0,0.0
100289,FSRC047,HR7032,36.0,40.0,0.0,7799.9995,0.0,0.0040000002,,,5.0,,,,0.0,10.0,,23.0,371000.0,,,,,,,,200.0,161.0,3.0,,9.0,,9.0,,,,,200.0,0.0,,,,,,,,200.0,,,18.0,0.0,,47.0,5.0
100289,FSRC047,HR7034,40.0,44.0,0.0,44600.0,0.0,0.0020000001,,,4.0,,,,4.0,43.0,,24.0,257000.0,,,,,,,,2000.0,196.0,3.0,,19.0,,7.0,,,,,200.0,0.0,,,,,,,,2200.0,,,69.0,10.0,,62.0,83.0
100289,FSRC047,HR7035,44.0,48.0,0.0,85100.0,0.0,0.0020000001,,,2.0,,,,8.0,25.0,,25.0,58400.0,,,,,,,,6400.0,232.0,1.0,,17.0,,16.0,,,,,200.0,7.0,,,,,,,,4300.0,,,82.0,0.0,,65.0,173.0
100289,FSRC047,HR7036,48.0,52.0,0.0,82900.0,0.0,0.0020000001,,,0.0,,,,13.0,26.0,,21.0,49699.996,,,,,,,,11400.0,444.0,0.0,,19.0,,15.0,,,,,300.0,6.0,,,,,,,,4300.0,,,86.0,0.0,,69.0,177.0
100289,FSRC047,HR7037,52.0,56.0,0.0,80000.0,0.0,0.001,,,0.0,,,,14.0,26.0,,21.0,47399.996,,,,,,,,11600.0,548.0,1.0,,21.0,,14.0,,,,,800.0,5.0,,,,,,,,4000.0,,,79.0,0.0,,70.0,164.0
100289,FSRC047,HR7038,56.0,60.0,0.0,72700.0,0.0,0.001,,,0.0,,,,12.0,25.0,,21.0,102500.0,,,,,,,,12300.0,574.0,1.0,,18.0,,13.0,,,,,900.00006,5.0,,,,,,,,3600.0002,,,74.0,0.0,,72.0,147.0
100289,FSRC047,HR7039,60.0,64.0,0.0,4600.0,0.0,0.0070000002,,,5.0,,,,0.0,9.0,,6.0,341000.0,,,,,,,,11799.999,647.0,3.0,,5.0,,0.0,,,,,1400.0,0.0,,,,,,,,200.0,,,8.0,20.0,,73.0,7.0
100289,FSRC047,HR7040,64.0,68.0,0.0,4600.0,0.0,0.0089999996,,,3.0,,,,0.0,13.0,,28.0,349000.0,,,,,,,,11600.0,1080.0,11.0,,5.0,,0.0,,,,,5899.9995,0.0,,,,,,,,300.0,,,9.0,30.0,,55.0,0.0
100289,FSRC047,HR7041,68.0,72.0,0.0,8800.0,0.0,0.016000001,,,6.0,,,,1.0,15.0,,106.0,320000.0,,,,,,,,12800.0,1210.0,35.0,,8.0,,0.0,,,,,17700.0,0.0,,,,,,,,300.0,,,12.0,170.0,,71.0,7.0
100289,FSRC047,HR7042,72.0,76.0,0.60000002,8100.0,0.0,0.014,,,4.0,,,,2.0,21.0,,115.0,294000.0,,,,,,,,15100.0,2100.0,9.0,,16.0,,2.0,,,,,33100.0,0.0,,,,,,,,300.0,,,13.0,210.0,,97.0,6.0
100289,FSRC047,HR7043,76.0,80.0,0.0,8600.0,0.0,0.0080000004,,,0.0,,,,2.0,21.0,,27.0,327000.0,,,,,,,,14000.0,1490.0,4.0,,9.0,,0.0,,,,,7600.0,0.0,,,,,,,,600.0,,,20.0,20.0,,94.0,13.0
100289,FSRC047,HR7150,80.0,83.0,0.0,7200.0005,0.0,0.0070000002,,,4.0,,,,0.0,23.0,,31.0,294000.0,,,,,,,,14100.0,1410.0,2.0,,10.0,,0.0,,,,,8200.0,0.0,,,,,,,,400.0,,,16.0,20.0,,72.0,8.0
100289,FSRC047,HR7151,83.0,87.0,0.0,76100.0,0.0,0.0020000001,,,2.0,,,,12.0,25.0,,26.0,72100.0,,,,,,,,10900.0,562.0,1.0,,17.0,,15.0,,,,,1400.0,5.0,,,,,,,,3300.0002,,,67.0,10.0,,66.0,148.0
100289,FSRC047,HR7152,87.0,89.0,0.0,44500.0,0.0,0.001,,,3.0,,,,7.0,13.0,,13.0,178000.0,,,,,,,,8800.0,994.0,2.0,,10.0,,4.0,,,,,1800.0001,0.0,,,,,,,,1500.0,,,27.0,0.0,,50.0,76.0
100289,FSRC047,HR7153,89.0,92.0,0.0,16100.0,0.0,0.0070000002,,,5.0,,,,2.0,12.0,,22.0,343000.0,,,,,,,,8300.0,694.0,1.0,,6.0,,2.0,,,,,1500.0,5.0,,,,,,,,800.0,,,17.0,0.0,,56.0,37.0
100289,FSRC047,HR7154,92.0,95.0,0.0,71400.0,0.0,0.0020000001,,,4.0,,,,11.0,23.0,,19.0,93200.0,,,,,,,,10500.0,592.0,1.0,,17.0,,15.0,,,,,1000.0,0.0,,,,,,,,3100.0,,,63.0,0.0,,69.0,136.0
100289,FSRC047,HR7155,95.0,99.0,0.0,10500.0,0.0,0.0070000002,,,4.0,,,,5.0,31.0,,42.0,262000.0,,,,,,,,14000.0,947.0,8.0,,18.0,,0.0,,,,,9100.0,0.0,,,,,,,,600.0,,,22.0,10.0,,78.0,15.0
100289,FSRC047,HR7156,99.0,103.0,0.0,12200.0,0.0,0.0099999998,,,4.0,,,,0.0,15.0,,17.0,327000.0,,,,,,,,9800.0,666.0,9.0,,8.0,,0.0,,,,,3000.0,0.0,,,,,,,,500.0,,,28.0,10.0,,57.0,15.0
100289,FSRC047,HR7157,103.0,105.0,0.0,14000.0,0.0,0.003,,,5.0,,,,0.0,16.0,,39.0,355000.0,,,,,,,,8200.0,592.0,7.0,,7.0,,0.0,,,,,1900.0,0.0,,,,,,,,700.0,,,36.0,10.0,,59.0,22.0
100289,FSRC047,HR7158,105.0,109.0,0.0,81100.0,0.0,0.0020000001,,,2.0,,,,13.0,28.0,,21.0,55100.004,,,,,,,,11200.0,665.0,1.0,,18.0,,12.0,,,,,900.00006,7.0,,,,,,,,3600.0002,,,78.0,0.0,,68.0,156.0
100289,FSRC047,HR7159,109.0,113.0,0.0,84799.992,0.0,0.0020000001,,,2.0,,,,13.0,35.0,,23.0,43000.0,,,,,,,,11200.0,579.0,1.0,,25.0,,15.0,,,,,900.00006,0.0,,,,,,,,3899.9998,,,78.0,0.0,,73.0,165.0
100289,FSRC047,HR7161,113.0,117.0,0.0,76900.0,0.0,0.0020000001,,,0.0,,,,6.0,24.0,,12.0,21900.0,,,,,,,,4700.0,398.0,1.0,,15.0,,29.0,,,,,300.0,0.0,,,,,,,,1900.0,,,36.0,0.0,,43.0,109.0
100289,FSRC047,HR7162,117.0,121.0,0.0,81500.0,0.0,0.0020000001,,,0.0,,,,10.0,28.0,,18.0,33400.0,,,,,,,,8200.0,476.0,2.0,,19.0,,15.0,,,,,700.0,0.0,,,,,,,,3700.0,,,64.0,0.0,,58.0,165.0
100289,FSRC047,HR7163,121.0,125.0,0.0,70400.0,0.0,0.0020000001,,,0.0,,,,3.0,14.0,,5.0,14200.0,,,,,,,,2100.0,276.0,1.0,,9.0,,37.0,,,,,100.0,0.0,,,,,,,,1200.0,,,14.0,0.0,,28.0,97.0
100289,FSRC047,HR7164,125.0,129.0,0.0,66700.0,0.0,0.0020000001,,,3.0,,,,15.0,15.0,,8.0,21000.0,,,,,,,,2000.0,313.0,1.0,,10.0,,33.0,,,,,100.0,5.0,,,,,,,,1100.0,,,14.0,110.0,,28.0,98.0
100289,FSRC047,HR7165,129.0,133.0,0.0,70900.0,0.0,0.001,,,0.0,,,,3.0,14.0,,3.0,12500.0,,,,,,,,1900.0,246.0,1.0,,10.0,,35.0,,,,,100.0,0.0,,,,,,,,1000.0,,,12.0,0.0,,26.0,96.0
100289,FSRC047,HR7167,133.0,135.0,0.0,65500.0,0.0,0.0020000001,,,0.0,,,,3.0,14.0,,6.0,14600.0,,,,,,,,1900.0,249.0,1.0,,10.0,,33.0,,,,,100.0,0.0,,,,,,,,1000.0,,,14.0,0.0,,26.0,92.0
100289,FSRC047,HR7168,135.0,137.0,0.0,77400.0,0.0,0.0020000001,,,0.0,,,,18.0,38.0,,18.0,41200.0,,,,,,,,17100.0,675.0,1.0,,53.0,,32.0,,,,,300.0,0.0,,,,,,,,3899.9998,,,79.0,0.0,,83.0,164.0
100289,FSRC047,HR7169,137.0,140.0,0.0,67100.0,0.0,0.0020000001,,,0.0,,,,4.0,15.0,,6.0,18000.0,,,,,,,,3000.0,327.0,1.0,,13.0,,32.0,,,,,200.0,0.0,,,,,,,,1300.0,,,19.0,10.0,,32.0,111.0
100289,FSRC047,HR7170,140.0,144.0,0.0,66700.0,0.0,0.001,,,0.0,,,,2.0,10.0,,2.0,10599.999,,,,,,,,1300.0,231.0,1.0,,7.0,,35.0,,,,,0.0,0.0,,,,,,,,800.0,,,9.0,0.0,,24.0,84.0
100289,FSRC047,HR7171,144.0,148.0,0.0,66300.0,5.0,0.0020000001,,,0.0,,,,2.0,10.0,,4.0,12800.0,,,,,,,,1500.0,298.0,1.0,,7.0,,34.0,,,,,100.0,0.0,,,,,,,,900.00006,,,10.0,0.0,,30.0,87.0
100289,FSRC047,HR7172,148.0,152.0,0.0,68100.0,0.0,0.0020000001,,,0.0,,,,2.0,12.0,,3.0,13400.0,,,,,,,,1700.0,327.0,1.0,,7.0,,35.0,,,,,100.0,0.0,,,,,,,,1100.0,,,12.0,0.0,,31.0,110.0
100289,FSRC047,HR7173,152.0,156.0,0.0,67300.0,0.0,0.0020000001,,,0.0,,,,4.0,10.0,,4.0,12800.0,,,,,,,,1300.0,309.0,1.0,,7.0,,37.0,,,,,0.0,0.0,,,,,,,,900.00006,,,10.0,10.0,,27.0,110.0
100289,FSRC047,HR7174,156.0,160.0,0.0,66300.0,0.0,0.0020000001,,,4.0,,,,4.0,17.0,,4.0,13800.0,,,,,,,,1300.0,290.0,2.0,,13.0,,38.0,,,,,100.0,0.0,,,,,,,,800.0,,,10.0,30.0,,31.0,100.0
100289,FSRC047,HR7175,160.0,164.0,0.0,67800.0,0.0,0.0020000001,,,0.0,,,,5.0,16.0,,10.0,21199.998,,,,,,,,1300.0,321.0,1.0,,8.0,,39.0,,,,,100.0,6.0,,,,,,,,900.00006,,,12.0,20.0,,27.0,95.0
100289,FSRC047,HR7176,164.0,168.0,0.0,69500.0,0.0,0.001,,,0.0,,,,3.0,12.0,,5.0,15000.0,,,,,,,,2000.0,346.0,1.0,,9.0,,42.0,,,,,100.0,0.0,,,,,,,,1000.0,,,13.0,0.0,,35.0,90.0
100289,FSRC047,HR7177,168.0,172.0,0.0,71900.0,0.0,0.001,,,0.0,,,,3.0,11.0,,6.0,16100.0,,,,,,,,1300.0,296.0,1.0,,7.0,,45.0,,,,,100.0,0.0,,,,,,,,900.00006,,,11.0,0.0,,26.0,96.0
100289,FSRC047,HR7178,172.0,176.0,0.0,67200.0,0.0,0.001,,,0.0,,,,2.0,13.0,,4.0,15300.0,,,,,,,,1200.0,277.0,1.0,,10.0,,40.0,,,,,100.0,0.0,,,,,,,,900.00006,,,10.0,20.0,,24.0,89.0
100289,FSRC047,HR7179,176.0,180.0,0.0,67900.0,0.0,0.0020000001,,,0.0,,,,2.0,13.0,,6.0,15800.0,,,,,,,,1100.0,272.0,1.0,,7.0,,42.0,,,,,100.0,0.0,,,,,,,,900.00006,,,10.0,10.0,,25.0,110.0
100289,FSRC047,HR7180,180.0,184.0,0.0,71600.0,0.0,0.001,,,0.0,,,,3.0,11.0,,6.0,17200.0,,,,,,,,1500.0,283.0,1.0,,6.0,,45.0,,,,,100.0,0.0,,,,,,,,900.00006,,,12.0,10.0,,25.0,102.0
100289,FSRC047,HR7181,184.0,188.0,0.0,77000.0,0.0,0.001,,,0.0,,,,3.0,14.0,,7.0,18700.0,,,,,,,,1900.0,263.0,1.0,,8.0,,41.0,,,,,200.0,6.0,,,,,,,,1200.0,,,16.0,10.0,,25.0,101.0
100289,FSRC047,HR7182,188.0,192.0,0.0,71700.0,0.0,0.0020000001,,,0.0,,,,2.0,12.0,,2.0,13500.0,,,,,,,,1600.0,251.0,0.0,,7.0,,35.0,,,,,100.0,6.0,,,,,,,,900.00006,,,11.0,0.0,,22.0,79.0
100289,FSRC047,HR7183,192.0,196.0,0.0,71000.0,0.0,0.0020000001,,,2.0,,,,3.0,11.0,,7.0,19100.0,,,,,,,,1900.0,269.0,1.0,,8.0,,35.0,,,,,100.0,5.0,,,,,,,,1100.0,,,15.0,0.0,,24.0,88.0
100289,FSRC047,HR7184,196.0,198.0,0.0,74000.0,6.0,0.0020000001,,,0.0,,,,3.0,10.0,,3.0,13900.0,,,,,,,,1800.0001,304.0,1.0,,6.0,,34.0,,,,,100.0,0.0,,,,,,,,900.00006,,,13.0,0.0,,26.0,70.0
100289,FSRC048,HR7185,0.0,4.0,0.0,34300.0,7.0,0.0049999999,,,0.0,,,,11.0,135.0,,44.0,24400.0,,,,,,,,20100.0,251.0,1.0,,250.0,,10.0,,,,,2000.0,0.0,,,,,,,,1700.0,,,49.0,0.0,,14.0,47.0
100289,FSRC048,HR7186,4.0,8.0,0.0,40800.0,29.0,0.0020000001,,,0.0,,,,14.0,415.0,,54.0,59000.0,,,,,,,,2600.0,176.0,1.0,,256.0,,19.0,,,,,1900.0,0.0,,,,,,,,1800.0001,,,144.0,0.0,,14.0,59.0
100289,FSRC048,HR7187,8.0,12.0,0.0,42500.0,44.0,0.0,,,0.0,,,,7.0,596.0,,28.0,66000.0,,,,,,,,2200.0,90.0,1.0,,75.0,,9.0,,,,,500.0,0.0,,,,,,,,2200.0,,,179.0,0.0,,13.0,68.0
100289,FSRC048,HR7188,12.0,16.0,0.0,32800.0,58.0,0.001,,,0.0,,,,4.0,629.0,,18.0,53100.0,,,,,,,,1500.0,55.0,2.0,,53.0,,4.0,,,,,500.0,0.0,,,,,,,,2000.0,,,178.0,0.0,,6.0,59.0
100289,FSRC048,HR7189,16.0,20.0,0.0,41100.0,0.0,0.001,,,0.0,,,,3.0,178.0,,11.0,13700.0,,,,,,,,2800.0,49.0,1.0,,32.0,,7.0,,,,,300.0,0.0,,,,,,,,1700.0,,,74.0,0.0,,7.0,66.0
100289,FSRC048,HR7191,20.0,24.0,0.0,87100.0,7.0,0.0,,,0.0,,,,2.0,39.0,,11.0,12900.0,,,,,,,,3100.0,39.0,1.0,,16.0,,46.0,,,,,300.0,7.0,,,,,,,,2300.0,,,49.0,0.0,,6.0,158.0
100289,FSRC048,HR7192,24.0,28.0,0.0,77400.0,7.0,0.001,,,0.0,,,,4.0,26.0,,10.0,13700.0,,,,,,,,2300.0,116.0,0.0,,13.0,,31.0,,,,,200.0,5.0,,,,,,,,2000.0,,,27.0,0.0,,21.0,150.0
100289,FSRC048,HR7193,28.0,32.0,0.0,76100.0,6.0,0.0,,,2.0,,,,7.0,31.0,,20.0,31199.998,,,,,,,,4600.0,245.0,1.0,,26.0,,38.0,,,,,200.0,5.0,,,,,,,,3600.0002,,,49.0,0.0,,52.0,214.0
100289,FSRC048,HR7194,32.0,36.0,0.0,80600.008,6.0,0.0,,,0.0,,,,13.0,22.0,,26.0,41300.0,,,,,,,,9400.0,394.0,0.0,,23.0,,23.0,,,,,200.0,0.0,,,,,,,,3899.9998,,,75.0,0.0,,84.0,169.0
100289,FSRC048,HR7195,36.0,40.0,0.0,79900.0,7.0,0.001,,,0.0,,,,14.0,27.0,,26.0,43800.0,,,,,,,,9800.0,421.0,0.0,,27.0,,22.0,,,,,100.0,6.0,,,,,,,,4000.0,,,79.0,0.0,,85.0,172.0
100289,FSRC048,HR7196,40.0,44.0,0.0,84300.0,0.0,0.0,,,0.0,,,,13.0,22.0,,17.0,43200.0,,,,,,,,10100.0,428.0,0.0,,19.0,,20.0,,,,,200.0,7.0,,,,,,,,3700.0,,,74.0,0.0,,67.0,162.0
100289,FSRC048,HR7197,44.0,48.0,0.0,79500.0,0.0,0.0,,,0.0,,,,14.0,27.0,,25.0,46300.0,,,,,,,,10900.0,479.0,0.0,,26.0,,19.0,,,,,300.0,7.0,,,,,,,,4200.0,,,86.0,0.0,,73.0,179.0
100289,FSRC048,HR7198,48.0,52.0,0.0,79700.0,0.0,0.0,,,0.0,,,,15.0,27.0,,22.0,44600.0,,,,,,,,11900.001,565.0,0.0,,22.0,,19.0,,,,,800.0,7.0,,,,,,,,4400.0,,,90.0,0.0,,77.0,165.0
100289,FSRC048,HR7200,52.0,56.0,0.0,79800.0,0.0,0.001,,,0.0,,,,14.0,26.0,,22.0,41900.0,,,,,,,,11300.0,534.0,1.0,,21.0,,18.0,,,,,800.0,8.0,,,,,,,,4100.0,,,87.0,0.0,,72.0,159.0
100289,FSRC048,HR7201,56.0,60.0,0.0,76200.0,0.0,0.0,,,0.0,,,,13.0,25.0,,22.0,38900.0,,,,,,,,10599.999,519.0,0.0,,20.0,,21.0,,,,,700.0,6.0,,,,,,,,4000.0,,,81.0,0.0,,70.0,155.0
100289,FSRC048,HR7202,60.0,64.0,0.0,80000.0,0.0,0.0,,,0.0,,,,13.0,24.0,,22.0,44000.0,,,,,,,,11900.001,579.0,1.0,,20.0,,18.0,,,,,800.0,8.0,,,,,,,,4000.0,,,84.0,0.0,,72.0,146.0
100289,FSRC048,HR7203,64.0,68.0,0.0,76700.0,0.0,0.0,,,0.0,,,,14.0,25.0,,24.0,41600.0,,,,,,,,11400.0,557.0,0.0,,21.0,,18.0,,,,,700.0,7.0,,,,,,,,4200.0,,,87.0,0.0,,75.0,153.0
100289,FSRC048,HR7204,68.0,72.0,0.0,79700.0,0.0,0.0,,,0.0,,,,15.0,25.0,,22.0,42900.0,,,,,,,,11700.0,555.0,0.0,,23.0,,18.0,,,,,700.0,5.0,,,,,,,,4300.0,,,87.0,0.0,,76.0,192.0
100289,FSRC048,HR7205,72.0,76.0,0.0,74800.0,0.0,0.0,,,0.0,,,,14.0,24.0,,22.0,41000.0,,,,,,,,11400.0,550.0,1.0,,23.0,,18.0,,,,,700.0,6.0,,,,,,,,4100.0,,,85.0,0.0,,74.0,166.0
100289,FSRC048,HR7206,76.0,80.0,0.0,78900.0,0.0,0.0,,,0.0,,,,15.0,28.0,,26.0,43400.0,,,,,,,,11700.0,555.0,1.0,,25.0,,18.0,,,,,900.00006,6.0,,,,,,,,4400.0,,,89.0,0.0,,76.0,177.0
100289,FSRC048,HR7207,80.0,84.0,0.0,82299.992,0.0,0.0,,,0.0,,,,14.0,25.0,,23.0,43400.0,,,,,,,,12100.0,551.0,1.0,,21.0,,17.0,,,,,800.0,9.0,,,,,,,,4200.0,,,86.0,0.0,,74.0,167.0
100289,FSRC048,HR7208,84.0,88.0,0.0,80800.0,0.0,0.001,,,0.0,,,,16.0,20.0,,27.0,44699.996,,,,,,,,12200.0,555.0,0.0,,19.0,,15.0,,,,,1100.0,5.0,,,,,,,,4500.0,,,94.0,0.0,,76.0,157.0
100289,FSRC048,HR7209,88.0,92.0,0.0,78300.0,0.0,0.001,,,0.0,,,,13.0,24.0,,23.0,41200.0,,,,,,,,11500.0,533.0,0.0,,19.0,,20.0,,,,,700.0,7.0,,,,,,,,4200.0,,,86.0,0.0,,72.0,198.0
100289,FSRC048,HR7210,92.0,96.0,0.0,74400.0,0.0,0.0020000001,,,0.0,,,,13.0,22.0,,25.0,40400.0,,,,,,,,11100.0,522.0,1.0,,21.0,,16.0,,,,,800.0,7.0,,,,,,,,4200.0,,,85.0,0.0,,70.0,168.0
100289,FSRC048,HR7211,96.0,100.0,0.0,75900.0,0.0,0.001,,,0.0,,,,15.0,26.0,,25.0,43200.0,,,,,,,,12000.0,551.0,0.0,,21.0,,14.0,,,,,800.0,6.0,,,,,,,,4400.0,,,92.0,0.0,,75.0,176.0
100289,FSRC048,HR7212,100.0,104.0,0.0,74600.0,0.0,0.0,,,0.0,,,,14.0,24.0,,21.0,41200.0,,,,,,,,11400.0,654.0,0.0,,25.0,,19.0,,,,,500.0,5.0,,,,,,,,4300.0,,,86.0,0.0,,74.0,173.0
100289,FSRC048,HR7213,104.0,108.0,0.0,79400.0,0.0,0.0,,,0.0,,,,15.0,24.0,,24.0,45900.0,,,,,,,,12700.0,567.0,1.0,,22.0,,13.0,,,,,1000.0,9.0,,,,,,,,4600.0,,,96.0,0.0,,76.0,174.0
100289,FSRC048,HR7214,108.0,112.0,0.0,80700.0,0.0,0.0,,,0.0,,,,14.0,31.0,,31.0,43400.0,,,,,,,,11900.001,559.0,0.0,,24.0,,13.0,,,,,1000.0,5.0,,,,,,,,4300.0,,,88.0,0.0,,76.0,159.0
100289,FSRC048,HR7215,112.0,116.0,0.0,76200.0,0.0,0.001,,,0.0,,,,15.0,33.0,,25.0,43100.0,,,,,,,,11900.001,558.0,1.0,,26.0,,17.0,,,,,900.00006,7.0,,,,,,,,4400.0,,,90.0,0.0,,77.0,162.0
100289,FSRC048,HR7216,116.0,120.0,0.0,76700.0,0.0,0.0,,,0.0,,,,14.0,28.0,,24.0,40200.0,,,,,,,,11200.0,523.0,1.0,,23.0,,17.0,,,,,700.0,5.0,,,,,,,,4100.0,,,82.0,0.0,,71.0,156.0
100289,FSRC048,HR7217,120.0,124.0,0.0,81899.992,0.0,0.0020000001,,,0.0,,,,13.0,29.0,,22.0,43300.0,,,,,,,,11900.001,546.0,0.0,,22.0,,18.0,,,,,800.0,6.0,,,,,,,,4200.0,,,87.0,0.0,,75.0,148.0
100289,FSRC048,HR7218,124.0,128.0,0.0,85200.008,0.0,0.0,,,0.0,,,,14.0,28.0,,26.0,43000.0,,,,,,,,11900.001,550.0,0.0,,24.0,,17.0,,,,,800.0,9.0,,,,,,,,4300.0,,,86.0,0.0,,73.0,172.0
100289,FSRC048,HR7219,128.0,132.0,0.0,79000.0,0.0,0.0,,,0.0,,,,13.0,27.0,,20.0,41300.0,,,,,,,,11400.0,522.0,1.0,,23.0,,16.0,,,,,700.0,6.0,,,,,,,,4100.0,,,85.0,0.0,,70.0,149.0
100289,FSRC048,HR7220,132.0,136.0,0.0,76400.0,0.0,0.0,,,0.0,,,,14.0,28.0,,23.0,41700.0,,,,,,,,11400.0,531.0,0.0,,23.0,,16.0,,,,,800.0,5.0,,,,,,,,4200.0,,,86.0,10.0,,73.0,159.0
100289,FSRC048,HR7221,136.0,140.0,0.0,76500.0,0.0,0.0,,,0.0,,,,13.0,29.0,,25.0,41300.0,,,,,,,,11500.0,532.0,1.0,,26.0,,17.0,,,,,800.0,6.0,,,,,,,,4100.0,,,84.0,0.0,,72.0,163.0
100289,FSRC048,HR7222,140.0,144.0,0.0,75200.0,0.0,0.001,,,0.0,,,,14.0,27.0,,23.0,40300.004,,,,,,,,11200.0,518.0,0.0,,22.0,,15.0,,,,,700.0,5.0,,,,,,,,4200.0,,,84.0,0.0,,71.0,171.0
100289,FSRC048,HR7223,144.0,148.0,0.0,77200.0,0.0,0.0,,,0.0,,,,14.0,28.0,,24.0,42399.996,,,,,,,,11700.0,535.0,1.0,,23.0,,14.0,,,,,1000.0,5.0,,,,,,,,4200.0,,,88.0,0.0,,75.0,159.0
100289,FSRC048,HR7224,148.0,152.0,0.0,77200.0,0.0,0.001,,,0.0,,,,14.0,29.0,,24.0,43200.0,,,,,,,,11900.001,556.0,1.0,,24.0,,18.0,,,,,800.0,7.0,,,,,,,,4300.0,,,89.0,0.0,,76.0,175.0
100289,FSRC048,HR7225,152.0,156.0,0.0,74100.0,0.0,0.001,,,0.0,,,,14.0,30.0,,23.0,42500.0,,,,,,,,11600.0,550.0,1.0,,24.0,,16.0,,,,,800.0,6.0,,,,,,,,4400.0,,,90.0,0.0,,77.0,165.0
100289,FSRC048,HR7226,156.0,160.0,0.0,77700.0,6.0,0.0,,,0.0,,,,13.0,31.0,,20.0,42100.0,,,,,,,,11300.0,582.0,1.0,,24.0,,17.0,,,,,800.0,5.0,,,,,,,,4100.0,,,84.0,0.0,,76.0,163.0
100289,FSRC048,HR7227,160.0,164.0,0.0,74500.0,0.0,0.0,,,0.0,,,,9.0,19.0,,14.0,29400.0,,,,,,,,7100.0,487.0,1.0,,15.0,,27.0,,,,,700.0,5.0,,,,,,,,2700.0,,,52.0,0.0,,57.0,127.0
100289,FSRC048,HR7228,164.0,168.0,0.0,78300.0,0.0,0.001,,,0.0,,,,13.0,27.0,,23.0,41000.0,,,,,,,,11300.0,534.0,0.0,,21.0,,18.0,,,,,1000.0,7.0,,,,,,,,4100.0,,,84.0,0.0,,75.0,163.0
100289,FSRC048,HR7229,168.0,171.0,0.0,75600.0,0.0,0.0,,,0.0,,,,14.0,26.0,,22.0,40000.0,,,,,,,,10800.0,517.0,1.0,,20.0,,18.0,,,,,800.0,6.0,,,,,,,,3899.9998,,,81.0,0.0,,74.0,141.0
100289,FSRC048,HR7231,171.0,173.0,0.0,78500.0,0.0,0.0,,,0.0,,,,13.0,29.0,,22.0,39700.0,,,,,,,,10300.0,587.0,0.0,,21.0,,9.0,,,,,900.00006,6.0,,,,,,,,3800.0,,,79.0,0.0,,70.0,170.0
